Country,year,ID,weight,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,weight_16,weight_17,weight_18,weight_19,weight_20,weight_21,weight_22,weight_23,weight_24,weight_25,weight_26,weight_27,weight_28,weight_29,weight_30,weight_31,weight_32,weight_33,weight_34,weight_35,weight_36,weight_37,weight_38,weight_39,weight_40,weight_41,weight_42,weight_43,weight_44,weight_45,weight_46,weight_47,weight_48,weight_49,weight_50,weight_51,weight_52,weight_53,weight_54,weight_55,weight_56,weight_57,weight_58,weight_59,weight_60,weight_61,weight_62,weight_63,weight_64,weight_65,weight_66,weight_67,weight_68,weight_69,weight_70,weight_71,weight_72,weight_73,weight_74,weight_75,weight_76,weight_77,weight_78,weight_79,weight_80,weight_81,weight_82,weight_83,weight_84,weight_85,weight_86,weight_87,weight_88,weight_89,weight_90,weight_91,weight_92,weight_93,weight_94,weight_95,weight_96,weight_97,weight_98,weight_99,weight_100,weight_101,weight_102,weight_103,weight_104,weight_105,weight_106,weight_107,weight_108,weight_109,weight_110,weight_111,weight_112,weight_113,weight_114,weight_115,weight_116,weight_117,weight_118,weight_119,weight_120,weight_121,weight_122,weight_123,weight_124,weight_125,weight_126,weight_127,weight_128,TotalWeight
France,2008,34,0.0,0.0,0.0,1.1844627839014406e-9,8.321975622385858e-22,6.329372221520007e-22,2.0731405091952755e-21,4.35849059854397e-25,0.0,0.0,0.0,6.218962322094023e-7,1.4228830406813902e-22,0.0,0.0,0.0,0.0,0.0,9.43606431251497e-23,0.0,0.0,0.0,2.9556237307309887e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.9183786819718545e-6,0.011913571162840468,0.0,0.001506160217565067,0.0,0.0,0.0,0.0,0.0,0.0,1.3531420538937269e-20,0.0,0.0,3.983557805565202e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.558063700475182e-20,4.704733144514821e-22,6.224391258692432e-7,3.712386589137988e-20,0.0,0.0,0.0,0.0,0.0,9.223920245869902e-20,3.978104273474047e-21,0.0,4.4903708761205504e-21,0.0,0.0,1.4711605084663288e-21,1.031117599730386e-21,0.0,0.0,0.0,0.0,1.6766544003775937e-18,0.0,6.340227136561575e-8,2.721199100873229e-18,0.0,0.0,3.579458306406772e-21,8.788075809424058e-20,0.0,0.0,0.0,7.546194762852925e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4161533806301e-20,1.3330758629918728e-20,0.0,0.0,0.0,2.3161057151484775e-23,0.0,0.0,0.0,0.0,1.0283754513204099e-20,0.0,0.0,0.0,2.148039394715102e-8,0.0,0.0,0.0,1.2130995122701288e-21,1.1812139147257235e-21,1.7525083086385577e-22,0.0,3.135115235753197e-20,5.847537106649934e-21,0.0,0.0,0.0,3.89078143062269e-24,9.295028543258372e-21,0.0,0.008525413137029595,0.0,0.0,0.0,1.5628361000208163e-20,0.0,0.0,0.0,0.04389678659720657
United Kingdom,2007,35,0.0,0.0,0.0,9.803421014328776e-10,4.911465969844286e-22,6.390489703082407e-22,3.367224229848163e-18,1.773904137068146e-23,0.0,0.0,0.0,2.350772355171256e-19,5.231382333302442e-22,0.0,0.0,0.0,0.0,0.0,4.9650219544777825e-19,0.0,0.0,0.0,2.9599187189067986e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.018802147791395083,0.0006232983328853131,0.0,1.1001502146955268e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.08581215233941623,0.0,0.0,2.2194839953233845e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5584268331066263e-18,5.585477234953579e-22,0.023027233497668324,4.685926093529973e-19,0.0,0.0,0.0,0.0,0.0,1.654505149041854e-6,1.5182536707774614e-21,0.0,5.9174555437823586e-21,0.0,0.0,7.750630735729644e-21,6.719108765155911e-22,0.0,0.0,0.0,0.0,8.223832751018348e-20,0.0,0.006191458499497343,2.211883002442437e-18,0.0,0.0,8.106428497586759e-22,1.712153446552091e-21,0.0,0.0,0.0,3.570747806970509e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.032398509071411e-20,1.058995364730427e-19,0.0,0.0,0.0,1.8083002195251124e-8,0.0,0.0,0.0,0.0,8.806823589885087e-21,0.0,0.0,0.0,3.5800964011209776e-9,0.0,0.0,0.0,9.869917618272682e-22,8.711255869654405e-8,6.762070141575454e-23,0.0,1.1586494370281226e-6,1.6157962186571958e-22,0.0,0.0,0.0,2.7220987357115396e-23,1.0886524041810397e-20,0.0,9.547436962405359e-9,0.0,0.0,0.0,2.8311337867246455e-21,0.0,0.0,0.0,0.2689184458377695
Guinea,1993,36,0.0,0.0,0.0,0.03441524829224655,4.2003078320643465e-22,1.2103306722875901e-20,1.3159104110673744e-17,2.6605502587567695e-22,0.0,0.0,0.0,0.023068510919113362,0.01671251642045051,0.0,0.0,0.0,0.0,0.0,0.10321875823295878,0.0,0.0,0.0,0.035442083292976864,0.0,0.0,0.0,0.0,0.0,0.0,0.06460616987673662,0.038751029070498905,0.0,0.030658677995173064,0.0,0.0,0.0,0.0,0.0,0.0,0.047107163421282815,0.0,0.0,0.1675780228030579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.892941569251043e-6,0.05049691787062466,0.013439895993706829,0.028721354852851086,0.0,0.0,0.0,0.0,0.0,0.0033200267883883748,0.018615603933695924,0.0,4.460071341398246e-21,0.0,0.0,7.782844351720716e-21,1.385969795266153e-16,0.0,0.0,0.0,0.0,4.536421225853231e-21,0.0,0.0323203972290404,1.3010426069826053e-16,0.0,0.0,7.94016760022085e-21,0.0745718872567484,0.0,0.0,0.0,6.97306432058427e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08851906796942004,0.119068323563531,0.0,0.0,0.0,0.031899545429107175,0.0,0.0,0.0,0.0,0.04928127574475821,0.0,0.0,0.0,0.009518946853918256,0.0,0.0,0.0,0.05533962949276414,0.03878499566867849,0.009646654291096676,0.0,0.07112545936951797,3.1047929312485893e-21,0.0,0.0,0.0,9.088376550843702e-23,1.6238382605028486e-20,0.0,0.024787916124357132,0.0,0.0,0.0,1.350603861642339e-21,0.0,0.0,0.0,2.5620499433965396
Guinea-Bissau,1980,37,8.764670625249257e-20,0.030629867416988497,0.019865719737374127,0.0,0.0,0.0,0.0,0.0,0.0,0.014749392590250114,0.0,0.0,0.0,0.010762814048885395,0.02203472689600251,0.009771065134624644,2.31687080612408e-22,0.0,0.0,0.03915985951040651,0.0,0.0,0.0,0.019531011480991366,0.0,0.0115817578189229,6.440720390868819e-22,0.0,1.8046731207693333e-10,0.0,0.0,0.010274913710929192,0.0,0.0,0.0,0.02912989134126797,0.02794888030933674,0.013455107226266418,0.026342780378949663,0.0,0.0053318087370878495,0.04678697418092642,0.0,0.02839769498146136,0.026832310325666416,0.004676975089548565,0.006149183456771835,2.371692252312041e-19,0.0,0.020967089265681027,0.0,0.0,0.0,0.0,5.945658626799044e-8,0.0043615154196392095,0.024720788537784765,0.0,1.3922099521078109e-5,0.0,0.0,2.66607907748918e-19,0.0,0.0,0.024778557658270597,0.0,0.0,0.0,0.016666384017808882,0.0,0.04935999582080545,0.0,0.023855609378087325,0.0,0.0,7.820052864970787e-21,0.05476549017821161,0.0,0.0,0.0,2.9377073736080595e-21,8.661684429334345e-20,0.0,0.0,2.431536420047855e-21,2.847409206000013e-6,0.0435282613123976,0.0,0.016899351507897183,0.0,0.05582753258478101,0.0,0.0,0.016042448656225634,0.0009373160356472202,0.01244353289049452,0.0,0.005273396922030954,0.0,0.03314765133791189,0.0,0.0,0.02162487313563031,0.0,0.03380276017255489,0.0,7.869681010724402e-22,0.011347780677519008,0.0,0.0,0.0,0.0,0.006496668696412457,0.0,0.0,1.7583606651457885e-21,8.552175767764148e-20,1.80893531653379e-20,0.0,0.0,0.012139577364430089,0.0,0.0025408210374480095,0.017549656762157115,1.0993543197069644e-19,0.0,0.012031336922353112,0.002978034192591581,0.015925615375386892,1.8868832187571947
Greece,1983,38,4.641866028411817e-19,4.1359826527323166e-8,3.7108521194364635e-8,0.0,0.0,0.0,0.0,0.0,0.0,5.636486852146424e-18,0.0,0.0,0.0,0.007800477229352187,1.4119697410990092e-22,5.293955920339377e-23,2.030977701718766e-22,0.0,0.0,5.737871663098578e-9,0.0,0.0,0.0,9.601253218670911e-21,0.0,9.436593419659847e-21,5.96067316877253e-20,0.0,6.334269754951769e-11,0.0,0.0,0.02421867841430192,0.0,0.0,0.0,0.008761544078125204,1.1435872710211095e-5,0.01410017065005462,1.7240504519958739e-22,0.0,0.020309276480911635,2.195778054561486e-19,0.0,2.4128519727611907e-20,0.0010648367334766939,1.6108010405809396e-18,8.416311159483049e-19,1.2532736547444712e-19,0.0,1.2290874126113478e-8,0.0,0.0,0.0,0.0,0.004154006837508732,5.1010376477550156e-21,9.926167350636332e-24,0.0,2.784032046469288e-5,0.0,0.0,1.1687685027853787e-17,0.0,0.0,1.4072150051344115e-5,0.0,0.0,0.0,1.9088823097799346e-19,0.0,2.5788178345203993e-20,0.0,0.011539067927433543,0.0,0.0,2.0784885339922918e-21,2.1207501205259021e-19,0.0,0.0,0.0,3.328012884359656e-22,4.0013302844568274e-21,0.0,0.0,1.018508943728385e-20,3.4951795513057877e-19,2.6727733957506507e-22,0.0,2.9964163797384916e-6,0.0,5.6314456102610124e-21,0.0,0.0,0.02047254029051219,4.601417240032512e-19,2.3568280103844922e-8,0.0,2.0515140790385246e-21,0.0,2.8951466660951506e-19,0.0,0.0,9.294466694866452e-6,0.0,7.659136457782514e-19,0.0,2.5187195920553423e-21,1.183191573235484e-19,0.0,0.0,0.0,0.0,0.003433559903022395,0.0,0.0,4.2233864129373304e-20,1.6620523249659128e-22,2.1967790328974634e-21,0.0,0.0,2.021988853847921e-9,0.0,6.6710868339690265e-9,0.026950724747503103,2.393814439836044e-20,0.0,9.117983298974947e-19,2.481670402619004e-13,2.4738150083099418e-17,0.2857413026810866
Haiti,1992,39,2.9629829271125766e-20,0.007210163438616951,0.029616955860447963,0.0,0.0,0.0,0.0,0.0,0.0,0.011863236150758611,0.0,0.0,0.0,0.023769974500359857,3.0085851790836735e-21,0.015680450121564805,0.047412636589207885,0.0,0.0,0.05208317576100514,0.0,0.0,0.0,0.0395128161828695,0.0,0.04999865783198298,3.616746758450385e-22,0.0,0.03250383082733869,0.0,0.0,0.011377944043984201,0.0,0.0,0.0,0.025660243126539386,0.025389543322831293,0.021254643299019518,0.0401127264869825,0.0,0.0035491442056709887,0.034619549457911764,0.0,0.039134089040824035,0.037167039870195866,0.03243614215398043,0.045357319296101206,0.02221797999659309,0.0,0.028129142674171898,0.0,0.0,0.0,0.0,2.3604846854431306e-8,0.028343004953889302,0.023112054493569845,0.0,4.833221911186304e-5,0.0,0.0,6.815849226484771e-19,0.0,0.0,0.04256286965315081,0.0,0.0,0.0,0.042752290963192385,0.0,0.06174337466545376,0.0,0.02098800669878793,0.0,0.0,6.123437197549106e-22,0.035136173464565865,0.0,0.0,0.0,0.02957414720669229,0.004515217924360776,0.0,0.0,2.2350443001652544e-21,0.0011300449147515158,0.0382575065548047,0.0,0.01063267657979378,0.0,0.025089962449150863,0.0,0.0,0.01760177901499341,5.817399484413111e-5,0.021316246538282842,0.0,0.05163098506478608,0.0,0.04113503540052743,0.0,0.0,0.04996425494554616,0.0,0.08753769612364874,0.0,1.733108055644509e-20,0.03716893093227028,0.0,0.0,0.0,0.0,0.0016381646414906782,0.0,0.0,0.00010184443546432594,8.526333497650082e-22,0.012725435152064712,0.0,0.0,0.0224778690564646,0.0,0.009177178557717913,0.017667604695633898,3.381145513503009e-20,0.0,1.8465660243777074e-18,0.015212099910760397,2.0228881882060443e-21,2.8507127780991532
Haiti,2003,40,2.478176394252574e-19,0.02627715015697128,0.02319849596909983,0.0,0.0,0.0,0.0,0.0,0.0,0.014518047718478404,0.0,0.0,0.0,0.023850973309102404,1.90652257864544e-21,0.0043224606958564985,7.9552566171534875e-22,0.0,0.0,0.02679945098706977,0.0,0.0,0.0,0.01763499042332432,0.0,9.755722474431618e-20,8.750487081725733e-20,0.0,0.09479551565571975,0.0,0.0,0.009671792134881747,0.0,0.0,0.0,0.026067295952927314,0.04676885066437863,0.03755745685570722,0.014584524301653887,0.0,0.0135529414947355,5.421010862427522e-20,0.0,0.02993503436732013,0.027540345863184126,0.06602071677694722,0.04175016171335492,0.06370947808044637,0.0,0.024987728449820952,0.0,0.0,0.0,0.0,0.010739194948584017,4.5570983144792976e-21,0.02533276557185281,0.0,0.014774362505270705,0.0,0.0,8.835283885354447e-18,0.0,0.0,0.022254216959497287,0.0,0.0,0.0,0.05184842052678667,0.0,1.432063796503559e-7,0.0,0.025326157696783966,0.0,0.0,1.08750024398874e-21,2.5688573535023e-19,0.0,0.0,0.0,4.086044716053168e-6,0.014232359386898576,0.0,0.0,6.374215538807113e-21,0.007285503141937844,0.025653321558851038,0.0,0.03882144213145453,0.0,0.0037596416331885487,0.0,0.0,0.023966658731357345,7.592277620300824e-6,0.019117261770159055,0.0,5.345420797470367e-22,0.0,0.035010752411571366,0.0,0.0,0.027714057882734577,0.0,0.017088210796669764,0.0,2.810708442315856e-21,0.015161958797599207,0.0,0.0,0.0,0.0,0.022630982344659763,0.0,0.0,5.477568152308954e-20,0.004665585236038306,2.109009356243528e-20,0.0,0.0,0.03354028354562206,0.0,0.04334473966243439,3.848419144220959e-8,1.9491242793215348e-19,0.0,4.1117480647337294e-20,0.003359710123529408,0.045588167716219846,2.3295420533271773
Indonesia,1979,41,3.774991013535653e-21,0.021270889535006554,0.02329288193880314,0.0,0.0,0.0,0.0,0.0,0.0,0.06619944551826945,0.0,0.0,0.0,0.012579475565131372,0.05644675010277942,0.017184656841026023,2.0167451125018735e-22,0.0,0.0,0.0348095996014785,0.0,0.0,0.0,0.028651164430297336,0.0,0.0013889678834885077,1.0498627373874127e-21,0.0,3.184218421605015e-12,0.0,0.0,0.014173428191935194,0.0,0.0,0.0,0.010329940619408402,1.3173426907753217e-5,2.059091268783425e-7,0.05084871451330213,0.0,0.009408525895360472,0.010718998387393638,0.0,0.0408565094474623,0.013088422733704938,0.0006399651387387644,0.007516807364730649,3.022422499953993e-6,0.0,0.02479638236467573,0.0,0.0,0.0,0.0,0.006453592202282373,2.0933358252097974e-21,0.019833166364920392,0.0,1.9550336483563425e-5,0.0,0.0,2.098463081075315e-18,0.0,0.0,0.02087832504674005,0.0,0.0,0.0,4.743384504624082e-20,0.0,0.010802256013408434,0.0,0.018487896914372057,0.0,0.0,0.16257096548470706,0.07553394869212117,0.0,0.0,0.0,0.008036701404330257,1.768742425451853e-20,0.0,0.0,4.79193411168293e-21,0.006513061406806869,0.04463283835337625,0.0,0.02234224100325713,0.0,0.03294877414030021,0.0,0.0,0.005597463786820305,0.03785733346792078,0.03505716711481376,0.0,2.24612369410702e-17,0.0,0.005474059728211681,0.0,0.0,0.019499528277465743,0.0,0.04976219299020609,0.0,0.017946507895522826,0.04511683870564213,0.0,0.0,0.0,0.0,0.009264254457191866,0.0,0.0,2.0120903276301404e-19,2.3337854329526434e-22,1.685998914061895e-20,0.0,0.0,0.013222261333983281,0.0,0.008092160131992137,0.019307985931762896,1.700478208302197e-19,0.0,0.12587460579357568,0.05043402491779908,5.3317661478848985e-22,2.63155525946145
India,1993,42,0.0,0.0,0.0,0.035096037219459406,0.034528232593488715,0.12793629693197844,0.1326736859498607,0.18674991132697744,0.0,0.0,0.0,0.10483461468563407,0.11917904400584425,0.0,0.0,0.0,0.0,0.0,0.08916275618106644,0.0,0.0,0.0,0.09002955522520051,0.0,0.0,0.0,0.0,0.0,0.0,0.039634753098091884,0.03794653368762748,0.0,0.04083082868676145,0.0,0.0,0.0,0.0,0.0,0.0,0.025069175313682832,0.0,0.0,1.7841732412151597e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11189354530338697,1.2668234147640313e-7,0.011550630815859594,0.054377950003024186,0.0,0.0,0.0,0.0,0.0,0.13782325263242282,0.08694224876429203,0.0,4.187153685171451e-21,0.0,0.0,0.030535157910521,0.11298698698978095,0.0,0.0,0.0,0.0,0.15518585850280076,0.0,0.03280040957948838,0.13912974889333435,0.0,0.0,0.10255807778596046,8.229311495961911e-8,0.0,0.0,0.0,1.3593016437752044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006163991747660443,1.7046538063492794e-20,0.0,0.0,0.0,0.03642329157312996,0.0,0.0,0.0,0.0,0.10616646619782567,0.0,0.0,0.0,0.08131888860161672,0.0,0.0,0.0,0.0871101502381955,0.04205510986268989,3.1449145163563695e-22,0.0,0.010167870196641827,6.776263578029919e-21,0.0,0.0,0.0,1.3264842491967087e-32,0.035357840236056724,0.0,0.04217788810490319,0.0,0.0,0.0,2.8155243371622565e-21,0.0,0.0,0.0,4.972793995641443
"Iran, Islamic Rep.",1985,43,2.0038486470355368e-19,0.015555689410978313,5.203228212958971e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.005189224088426667,0.0,0.0,0.0,0.035837073369070535,9.23840539359008e-22,8.497674950384317e-9,2.0684648276387654e-20,0.0,0.0,0.018415496985640063,0.0,0.0,0.0,0.006093876716022134,0.0,2.2863692718135775e-20,1.0372800551143675e-21,0.0,5.987917399820587e-22,0.0,0.0,0.034532684264825066,0.0,0.0,0.0,0.028063678720246177,0.052797334310196994,0.03639543772082626,8.766587492276505e-15,0.0,0.0194807038320399,4.993633290367668e-19,0.0,6.3604280475299545e-19,0.016338378700288925,1.177944896944914e-18,1.0927045549747055e-19,3.992631435429379e-5,0.0,0.02460627457898721,0.0,0.0,0.0,0.0,0.005443341185727744,2.406040359512319e-22,0.006693182617923217,0.0,0.1287234895687024,0.0,0.0,3.466420582694542e-17,0.0,0.0,0.023255216133286512,0.0,0.0,0.0,0.020879335229849888,0.0,1.5794838182991775e-21,0.0,0.024520235442029456,0.0,0.0,1.2229081574958122e-21,0.0027437726262628244,0.0,0.0,0.0,0.0006865067961620683,1.1482475227202058e-19,0.0,0.0,3.093825231855867e-21,3.847336192376224e-18,0.004778815346968944,0.0,0.04985897060604668,0.0,6.210997109271671e-7,0.0,0.0,0.0384174685203104,1.1732520781022024e-18,0.007195355725907108,0.0,2.285335000069008e-20,0.0,0.0052795396412928745,0.0,0.0,0.04460110830153941,0.0,2.404605532548373e-18,0.0,1.9309742649831526e-21,0.0060825351564744974,0.0,0.0,0.0,0.0,0.02566073899936554,0.0,0.0,8.181254168532428e-21,1.2659023402933363e-21,1.5866498984031938e-21,0.0,0.0,0.04188964126986319,0.0,0.018125340596198514,4.627996155052499e-9,9.721036097355002e-19,0.0,1.0728515361971691e-20,2.0837106009579853e-19,0.04775177256842546,1.5918655695457167
"Iran, Islamic Rep.",1992,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2103542284721006e-21,0.0,3.020615077364653e-7,0.0,0.0,0.0,0.0,0.0,0.0,1.175189653659651e-22,0.0,0.0,7.254585914654949e-19,0.06575759007876765,0.0,0.0,0.0,0.0,0.0,8.791783749525571e-23,0.0,0.0,0.0,0.0,0.0,4.647195951560713e-22,0.29858090202131193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3741829674830126e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0104079873854837e-21,0.0,0.0,0.0,0.0,0.0,3.007550137556996e-20,0.0,0.0,0.0,2.910514102410318e-23,0.0,3.779181423601645e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2431826650160938e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2245618083556936e-9,0.0,4.11486941005165e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4890871141634618e-22,0.0,4.802082661866901e-7,0.0,0.0,2.8785885316845363e-22,0.0,0.0,0.0,0.0,0.28966390261586067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.308006364420552
"Iran, Islamic Rep.",2000,45,2.1548953857292677e-19,0.016815052820017617,0.0662858589513672,0.0,0.0,0.0,0.0,0.0,0.0,7.640578077474508e-6,0.0,0.0,0.0,7.93028236502241e-23,0.05712399331688656,0.04003440623499185,2.4770727005347238e-23,0.0,0.0,2.307145381208901e-8,0.0,0.0,0.0,5.715137635072559e-20,0.0,1.408699396245853e-6,6.122403362334803e-21,0.0,1.395732150301497e-10,0.0,0.0,1.0836066024444663e-22,0.0,0.0,0.0,4.728956582316682e-21,1.288027533098576e-20,9.269381926148302e-8,0.017070339968812232,0.0,5.13027692334223e-8,0.038377425015812996,0.0,0.011041740236724088,5.998281711841605e-19,0.017937584214716907,1.0939765756042995e-16,6.3381939520465436e-18,0.0,0.016966380657369592,0.0,0.0,0.0,0.0,0.03258350619042284,1.5222701117643467e-15,0.02395973817230418,0.0,3.1679032227310833e-19,0.0,0.0,6.230499893891453e-18,0.0,0.0,2.5607446356388656e-21,0.0,0.0,0.0,1.6910581068011648e-19,0.0,2.0562630065212993e-21,0.0,0.018529049856749066,0.0,0.0,4.060579326268482e-21,1.445544314258221e-19,0.0,0.0,0.0,3.630594566660512e-22,1.065691115716248e-20,0.0,0.0,3.262244779041309e-22,4.438452643612534e-19,1.0138335939471886e-22,0.0,2.8825092691519912e-18,0.0,0.016431424517346364,0.0,0.0,0.013874366347243027,0.00114871949061541,0.0243044143498709,0.0,4.8615734056873244e-21,0.0,1.7496464806788512e-19,0.0,0.0,7.140474574486878e-7,0.0,4.268524705929176e-21,0.0,0.19089357056688888,1.0308193640814034e-19,0.0,0.0,0.0,0.0,0.005919870704232186,0.0,0.0,1.6295104146030703e-20,3.1945138623520304e-22,2.4139859634295854e-21,0.0,0.0,0.004791735874108693,0.0,0.03069642328837758,0.002013152991628592,6.4750578184785525e-21,0.0,0.043778338182292424,0.07008927489773273,1.468182535074743e-12,1.5213525947610567
Iceland,1975,46,1.0101956204005716e-19,0.017170577038467357,0.0031664240810005267,0.0,0.0,0.0,0.0,0.0,0.0,2.4279392058211613e-18,0.0,0.0,0.0,6.464043334416339e-23,1.7620155815391125e-22,2.740859991492981e-5,2.4825305502112693e-23,0.0,0.0,4.797237178327513e-9,0.0,0.0,0.0,5.188566854676857e-20,0.0,3.3358076986832824e-21,7.615713735133298e-20,0.0,4.657152248515142e-15,0.0,0.0,2.1510493139004678e-8,0.0,0.0,0.0,0.024576102105835558,0.043404189423506226,1.499517069552029e-8,1.2257905863179006e-21,0.0,2.972680326362443e-23,0.0034661666745060826,0.0,0.011307438992469413,0.021626054512354373,5.3492489307683756e-6,2.427215936201896e-20,1.206036381655033e-18,0.0,0.010558646547332564,0.0,0.0,0.0,0.0,0.1093066076524865,3.571487228805602e-21,0.02279162303496565,0.0,3.2402626250809566e-19,0.0,0.0,1.722384958198576e-17,0.0,0.0,3.1414049214907217e-21,0.0,0.0,0.0,2.595331468626884e-18,0.0,4.358469976936331e-22,0.0,0.036056522634040876,0.0,0.0,1.2518461482686648e-21,7.274821527509189e-22,0.0,0.0,0.0,3.7372668058775377e-22,1.5126179489287044e-20,0.0,0.0,3.674408643690578e-21,2.5289056811955937e-20,1.2028059537599729e-23,0.0,4.45503808523894e-18,0.0,0.006690124673557226,0.0,0.0,0.00472919697015347,2.407795130947651e-19,0.005277114189050966,0.0,1.1498443169845668e-20,0.0,1.3619930029399175e-20,0.0,0.0,3.3807689986521705e-20,0.0,1.8999136598967382e-20,0.0,2.14320971550455e-22,2.192531463678776e-20,0.0,0.0,0.0,0.0,1.4446802500601972e-18,0.0,0.0,5.00570309747101e-19,9.489178949105634e-21,1.6246670351123962e-20,0.0,0.0,0.02507833486816425,0.0,0.07349182425288289,0.00014498619368473337,9.219580777669225e-23,0.0,4.7759806612905304e-20,4.500130246436775e-18,0.019232625629069366,0.8762147172505588
Iceland,1981,47,4.464480860589293e-19,1.3489887966761164e-8,0.033266034887498394,0.0,0.0,0.0,0.0,0.0,0.0,1.9707924546400043e-6,0.0,0.0,0.0,3.965082230623757e-23,4.118216533745916e-23,0.022808533443262797,1.5883045302203062e-22,0.0,0.0,6.669868771966411e-9,0.0,0.0,0.0,1.1245660907750218e-22,0.0,1.3971778784557252e-18,3.8152692231786276e-20,0.0,1.895134023551902e-10,0.0,0.0,1.731903333969367e-8,0.0,0.0,0.0,2.556922546562296e-7,6.962652932204764e-20,8.244982433246406e-8,5.39035214146135e-22,0.0,6.663933877751668e-8,5.464225270448391e-20,0.0,1.1403063810193983e-19,2.1101644657066003e-18,1.3172546669680587e-6,6.726315870805522e-19,7.873465458962911e-19,0.0,1.7857677604968052e-9,0.0,0.0,0.0,0.0,0.12169973630641213,1.8654669890908272e-15,0.013433919573142454,0.0,6.466927209103578e-19,0.0,0.0,7.642291555164638e-19,0.0,0.0,5.1288547146829604e-21,0.0,0.0,0.0,8.26337131542535e-20,0.0,4.562364321765387e-22,0.0,0.05004231141335645,0.0,0.0,3.0701071215112726e-21,1.181400734689872e-19,0.0,0.0,0.0,5.584780956922243e-22,1.7894807762874995e-20,0.0,0.0,9.99258621638087e-22,3.03773275996151e-19,5.003623905748428e-10,0.0,1.0136435340530947e-18,0.0,5.480775312132234e-7,0.0,0.0,0.028095461383261137,1.5058021134462234e-19,0.016871327961130233,0.0,1.6116429417922082e-20,0.0,1.317886614865161e-19,0.0,0.0,2.7491576970033295e-16,0.0,2.5053429136543326e-22,0.0,1.1798394553220481e-20,1.420964411038393e-19,0.0,0.0,0.0,0.0,2.2920659698649984e-22,0.0,0.0,3.362859039611992e-20,1.330719989899794e-22,1.5552135154997004e-22,0.0,0.0,3.219197746525779e-8,0.0,0.060650386894444026,2.720238043102377e-9,4.673487747652654e-19,0.0,1.2826856718180161e-19,7.291164742811804e-21,1.149662873938324e-20,0.693744055270459
