Country,year,Country_code,CAB,Infl,EXDEBT,rgdpe,pop,Gshare,GDPRank,advecon,Banking,Currency,Debt,Region,AmountAgreedPercentGDP,WGI,conditions,DWDI,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6,FGrowth7,IMF
Moldova,2002,MDA,-1.191466092755151,5.30124390261599,110.9086845791127,8734.7168,4.1766162,.172011,.15444463,0,0,0,1,Europe,,-.59329057,77,7.7999997,6.1000004,2.1077161,-3.3682544,-6.542192,1.6470644,6.5999999,7.3999996,7.5,4.7999997,3.0000002,7.8000002,-6.0000005,0
Madagascar,1981,MDG,-10.09293111308992,30.5381774327712,45.59641065168199,11817.879,8.9713449,.46728003,.12240514,0,0,0,1,Africa,3.5753276,-.80920458,52,-9.6987886,.80577081,9.8546505,-2.6618059,2.3640003,-3.0688584,-1.8101941,.90210634,1.7046789,1.1558771,1.9591057,1.1780856,3.4034171,1
Madagascar,1984,MDG,-6.575967882934542,9.856620954338879,76.47109023337005,13174.94,9.7808723,.44105312,.13448897,0,0,1,0,Africa,1.1507229,-.80920458,58,1.7046789,.90210634,-1.8101941,-9.6987886,.80577081,9.8546505,1.1558771,1.9591057,1.1780856,3.4034171,4.0788927,3.1300294,-6.3095345,1
Madagascar,1988,MDG,-6.141055063420343,26.8537971413812,161.7731200257269,15293.985,10.952395,.2935895,.13957635,0,1,0,0,Africa,.73179102,-.80920458,83,3.4034171,1.1780856,1.9591057,1.1558771,1.7046789,.90210634,4.0788927,3.1300294,-6.3095345,1.1861523,2.0965598,-.071608253,1.7122132,1
Maldives,1975,MDV,,,,201.42223,.136519,.16494843,.15317339,0,0,1,0,Island,,-.032802548,,,,,,,,,,,,,,,0
Mexico,1977,MEX,,29.0641247103462,39.43228076292707,635637.38,64.345886,.067974716,.95862049,0,0,1,0,LatAm,.73920768,.18174872,,3.3906398,4.4174442,5.7444849,5.7768273,7.8611197,8.2288074,8.9569426,9.6981697,9.2332516,8.5256071,-.52080804,-3.4864218,3.410814,1
Mexico,1994,MEX,-5.619811679089305,6.96581237191123,27.15966492895749,1243140.3,92.349144,.10467517,1.2438213,0,1,0,0,LatAm,5.0852594,.18174872,56,4.9410806,1.9411558,3.5411024,4.2147551,5.1757684,4.1055093,-6.2912307,6.7732587,6.8468523,5.1639252,2.7535543,4.9424539,-.40439013,1
Mali,1987,MLI,-10.21425836558287,,98.96534548492238,6331.4292,8.0677576,.42967218,.079829141,0,1,0,0,Africa,2.9901361,-.84390533,30,-.13916428,2.692621,20.286634,-.28701115,1.8208737,-7.3784332,7.3897209,4.1773882,-2.5023952,11.745204,-3.2186625,3.1721683,3.7799342,1
Myanmar,1990,MMR,,17.6267750314504,,32744.146,40.626251,.2737411,.075320803,0,0,1,0,Asia,,-1.358637,0,2.8169332,3.6952975,-11.35244,-4.0056319,-1.0573487,2.8510003,-.65061688,9.6609421,6.0394101,7.4779582,6.9480515,6.4427152,5.6515832,0
Myanmar,1996,MMR,,16.2753966377374,,42578.883,43.793308,.21886376,.083779171,0,0,1,0,Asia,,-1.358637,0,6.4427152,6.9480515,7.4779582,6.0394101,9.6609421,-.65061688,5.6515832,5.8662133,10.94513,13.745931,11.343997,12.025514,13.843997,0
Myanmar,2001,MMR,-2.346359947422586,21.1013053769229,94.0618975332747,56427.621,46.627995,.22005466,.090455472,0,0,1,0,Asia,,-1.358637,0,11.343997,13.745931,10.94513,5.8662133,5.6515832,6.4427152,12.025514,13.843997,13.564662,13.56895,13.076101,11.991435,10.255305,0
Myanmar,2007,MMR,6.841285596085048,35.0245970717698,39.94461135856844,116869.91,49.171585,.16635427,.13223836,0,0,1,0,Asia,,-1.358637,0,11.991435,13.076101,13.56895,13.564662,13.843997,12.025514,10.255305,10.550009,9.6344395,5.5914822,7.3326702,8.4260006,7.9909158,0
Myanmar,2012,MMR,-2.101589987729259,1.46758322674671,19.94002022851583,217841.67,50.986515,.19744264,.21701908,0,0,1,0,Asia,,-1.358637,0,7.3326702,5.5914822,9.6344395,10.550009,10.255305,11.991435,8.4260006,7.9909158,6.9928403,5.862473,6.7586288,6.2000513,,0
Mongolia,1990,MNG,-24.1738310890104,,1.008003219754557,7240.0737,2.184145,.62393492,.30977729,0,0,1,0,Asia,1.293955,-.40484515,12,-3.1844602,4.178196,5.1079721,3.4586484,9.3749943,5.712872,-8.6935444,-9.2564659,-3.1687915,2.1343827,6.3764267,2.2350938,3.8967135,1
Mongolia,1997,MNG,5.756459575531903,36.5561148948773,51.8599222038608,5646.7114,2.335695,.20699219,.20156597,0,0,1,0,Asia,3.8905809,-.40484515,105,3.8967135,2.2350938,6.3764267,2.1343827,-3.1687915,-9.2564659,3.3399365,3.070369,1.1460621,2.9527106,4.7329783,7.0046344,10.625406,1
Mongolia,2008,MNG,-12.28375713027328,27.966472303207,40.06744058651854,17499.279,2.6281309,.25547427,.35717699,0,1,0,0,Asia,5.1536574,-.40484515,74,8.9003677,10.248016,8.5562344,7.2536654,10.625406,7.0046344,-1.2685989,6.3651619,17.290777,12.319819,11.648916,7.8852253,2.3798358,1
Mozambique,1984,MOZ,,,39.67622249333636,8025.8525,12.85378,.12192557,.06234131,0,0,0,1,Africa,,-.58257008,0,-6.5,-15.700002,-6.8999996,5.0000029,,,.99999672,-2.2999961,14.700001,8.199995,6.5000048,.99999285,4.8999991,0
Mozambique,1987,MOZ,,,181.828652694722,6764.752,13.020861,.099245742,.052847531,0,1,1,0,Africa,2.3454397,-.58257008,23,14.700001,-2.2999961,.99999672,-6.5,-15.700002,-6.8999996,8.199995,6.5000048,.99999285,4.8999991,-6.1022477,10.589098,6.5363369,1
Mozambique,2015,MOZ,-40.32763542015001,,95.5961396212761,34725.75,28.010691,.16176489,.062570445,0,0,1,0,Africa,1.9332539,-.58257008,,6.723279,7.3985128,6.9636073,7.2584391,7.4036727,6.4881496,3.8242142,3.7413175,3.4281735,,,,,1
Mauritania,1984,MRT,-15.22749163311955,,192.0527150975415,3462.1882,1.720812,.22604926,.20087822,0,1,0,0,Africa,1.7833909,-.63604891,58,-3.2268643,3.735342,-2.3399241,3.4502885,3.3712103,4.79004,2.9947605,5.7135792,1.9003842,1.7203979,4.7775855,-1.7713045,1.7880872,1
Malawi,1982,MWI,-9.465036661543877,9.821162444320819,77.91194537478263,7960.6519,6.4844518,.23631673,.1218013,0,0,0,1,Africa,2.058136,-.5738346,34,2.5034537,-5.2901192,.40674642,4.3961539,9.7450676,4.9180312,3.718709,5.3603039,4.5709825,-.21480252,1.6252391,3.1772914,1.3446897,1
Malawi,1994,MWI,-15.28870636445556,34.6496361508323,177.5038839082434,10385.731,9.7969761,.13165927,.097952552,0,0,1,0,Africa,1.8171815,-.5738346,82,-10.240182,9.6918402,-7.3329782,8.7302322,5.6922946,1.3446897,16.728817,7.3166814,3.7924192,3.8952537,3.0422781,1.5760778,-4.9749637,1
Malawi,2012,MWI,-12.35251560486693,21.271265001378,22.71676033408641,15649.3,16.097305,.076863296,.049380329,0,0,1,0,Africa,3.5265601,-.5738346,77,1.8857995,4.8540549,6.8740654,8.3281107,7.6397367,9.6000004,5.1999998,5.6999998,2.8,2.4840407,4.0000305,3.5,,1
Malaysia,1997,MYS,-5.934935544360929,2.66251459711942,,285129.44,21.565325,.13334779,1.1023608,0,1,0,0,Asia,,1.0105685,0,7.322742,10.002701,9.8290854,9.2120419,9.8949432,8.8851175,-7.3594151,6.1376119,8.8588686,.51767534,5.3909883,5.7884994,6.7834377,0
Namibia,1984,NAM,,,,6363.7036,1.111132,.16081409,.57182074,0,0,1,0,Africa,,.15062898,,-.23689152,-1.8234503,-.39809075,.97144949,,,.46417126,4.7672696,3.5537691,.81314892,1.858675,2.0474598,8.1656122,0
Namibia,2015,NAM,-13.69249726713477,3.39566065540328,,27360.154,2.425561,.2191378,.56930864,0,0,1,0,Africa,,.15062898,,6.0863762,6.3516779,5.6147199,5.0616822,5.0913382,6.0392494,1.1231688,-.86787707,-.54633206,,,,,0
New Caledonia,1981,NCL,,,,,,,,0,0,1,0,Rich,,,0,-6.9999995,-.39999455,-13.600005,9.8000069,1.8998243,2.2999983,2.3999925,-1.9999976,1.7999992,4.5000005,-1.0000035,5.7000027,34.600002,0
Niger,1983,NER,-3.429340371643564,-2.48960568671487,55.16621339769819,7583.1982,6.5298939,.24031462,.11775844,0,1,0,1,Africa,1.0671598,-.76110137,42,-4.7509432,1.6231022,.60891521,-2.2324448,7.146996,13.472612,-16.825356,7.7225437,6.3600268,.074556246,6.8991218,.93392915,-1.2843554,1
Niger,1994,NER,-8.069823792289691,36.0410583134242,100.6430876982284,6680.3379,9.151763,.21107961,.067447275,0,0,1,0,Africa,1.7031581,-.76110137,56,4.0045619,1.4494379,-6.5164447,2.5042033,-1.2843554,.93392915,2.6057558,3.4190931,2.7539656,10.422262,-.56875831,-1.4095093,7.1043406,1
Nigeria,1983,NGA,-4.46140983299636,23.2123315511559,18.22993086586729,396048.69,79.46228,.57451153,.50539774,0,0,1,1,Africa,,-1.0271187,0,-10.924085,-6.8033886,-13.12788,4.2048311,6.7594309,-5.7641582,-1.1156232,5.9130273,.060945269,3.2001255,7.3340254,1.9193813,11.776886,0
Nigeria,1989,NGA,2.476001513844086,50.4666881235915,71.86096861500425,85181.023,92.844353,.049918979,.088748157,0,0,1,0,Africa,1.3836139,-1.0271187,56,1.9193813,7.3340254,3.2001255,.060945269,5.9130273,-1.1156232,11.776886,.3583526,4.6311932,-2.0351188,-1.8149245,-.072664768,4.1959243,1
Nigeria,1991,NGA,2.448287959440061,13.0069731037428,71.85022084342266,68087.906,97.726326,.048223123,.06650202,0,1,0,0,Africa,.88854742,-1.0271187,48,.3583526,11.776886,1.9193813,7.3340254,3.2001255,.060945269,4.6311932,-2.0351188,-1.8149245,-.072664768,4.1959243,2.9370995,2.581254,1
Nigeria,1997,NGA,.3089349901582797,8.52987421383634,54.5128729555879,49652.852,113.52271,.054089762,.03646693,0,0,1,0,Africa,,-1.0271187,0,2.9370995,4.1959243,-.072664768,-1.8149245,-2.0351188,4.6311932,2.581254,.58412689,5.0159349,5.9176846,15.329156,7.3471951,9.2505579,0
Nigeria,2009,NGA,4.751082114829537,11.5376727473054,5.748672944451371,745791.44,154.40218,.1038546,.27720273,0,1,0,0,Africa,,-1.0271187,0,8.0369253,6.764473,6.5911303,6.0594282,6.4385166,9.2505579,8.0056562,5.3079243,4.2300611,6.6713352,6.3097186,2.6526933,-1.616869,0
Nigeria,2016,NGA,.670596860349573,15.6753405526234,7.750488662832174,825143.88,185.98964,.070254184,.22229901,0,0,1,0,Africa,,-1.0271187,,-1.616869,2.6526933,6.3097186,6.6713352,4.2300611,5.3079243,.80588663,1.937268,,,,,,0
Nicaragua,1979,NIC,11.79433119382679,,116.2018781769034,12725.002,3.1573551,.10729972,.37250683,0,0,1,0,LatAm,2.8751574,-.79134011,,-26.478788,-7.8388004,8.3684807,5.2094545,-.15324689,14.192425,4.6117325,5.3632903,-.8163619,4.6132116,-1.5660939,-4.0818515,-1.0173092,1
Nicaragua,1985,NIC,-28.72402269930929,,233.8038425313669,17646,3.7090909,.22704586,.48303166,0,0,1,0,LatAm,,-.79134011,0,-4.0818515,-1.5660939,4.6132116,-.8163619,5.3632903,4.6117325,-1.0173092,-.70635295,-12.449822,-1.7382163,-.052499723,-.18928149,.38634661,0
Nicaragua,1990,NIC,-30.23412174944525,,1111.269877062629,12224.646,4.1445651,.22107859,.27564201,0,1,1,0,LatAm,3.7548726,-.79134011,32,-.052499723,-1.7382163,-12.449822,-.70635295,-1.0173092,-4.0818515,-.18928149,.38634661,-.39293602,3.3377261,5.9119081,6.3442683,3.966651,1
Netherlands,2008,NLD,4.109267048892015,2.48650198289454,,789878.56,16.568733,.20340002,2.5572979,1,1,0,0,Rich,,1.8698956,0,2.1703248,3.7728424,3.460989,2.0508761,1.9849457,.15564607,-3.6668839,1.3427395,1.5511893,-1.030354,-.13017523,1.4233954,1.9591697,0
Norway,1991,NOR,4.124615654717915,3.43819599109133,,113858.95,4.2694712,.16830726,2.5454788,1,1,0,0,Rich,,1.9051074,0,3.0847213,1.9324198,1.03829,-.25534725,1.7534008,4.0422525,3.5743957,2.8453243,5.0554276,4.1554914,5.0279469,5.2845931,2.6244261,0
Nepal,1984,NPL,-3.687012193108032,2.84578495716263,17.93780531807201,13506.273,16.347242,.26421508,.08249101,0,0,1,0,Asia,.72277158,-.78042293,0,9.6811304,-2.9774058,3.7793746,8.3419743,-2.3193941,2.3688779,6.1449051,4.5656505,1.6956183,7.6968088,4.329648,4.6350365,6.3681502,1
Nepal,1992,NPL,-5.330988052465923,17.149523624344,52.66668473494437,20467.658,19.773771,.19949184,.098109104,0,0,1,0,Asia,1.3900656,-.78042293,71,4.1064067,6.3681502,4.6350365,4.329648,7.6968088,1.6956183,3.8498499,8.2160025,3.468452,5.3282843,5.0486126,3.0163894,4.4125733,1
New Zealand,1984,NZL,,6.17125347924443,,60353.543,3.243036,.19653781,1.8580892,1,0,1,0,Rich,,1.7764407,0,4.7936373,3.4906766,.9297722,4.6559567,1.2841457,2.192323,1.6149185,2.3480942,.97094339,-.35427612,.16128308,.15301682,-1.0907993,0
Pakistan,1972,PAK,,5.18323764549142,43.49454155673496,110204.95,61.338261,.17178108,.19611752,0,0,1,0,MidEast,1.1662956,-.61259228,,.81340641,.46837255,11.353461,5.5078998,7.2332211,5.4006128,7.0642638,3.5401917,4.2114158,5.1561894,3.9476984,8.0485334,3.7584355,1
Panama,1983,PAN,3.35429081404249,2.10284124368167,,13821.239,2.1219389,.23024261,.66048026,0,0,0,1,Rich,2.7068911,.14214627,32,-4.4913645,5.3484564,9.206809,13.084482,4.514751,9.7926435,2.7094738,4.9422336,3.5677881,-1.8090554,-13.379844,1.562247,8.0989933,1
Panama,1988,PAN,12.22135306540301,.359220844928173,,14503.768,2.368618,.24222772,.61204886,0,1,0,0,Rich,,.14214627,0,-13.379844,-1.8090554,3.5677881,4.9422336,2.7094738,-4.4913645,1.562247,8.0989933,9.4190054,8.2016802,5.4557443,2.8501468,1.7516787,0
Peru,1976,PER,,33.4832756634567,50.67769599414945,62154.453,15.639901,.22069563,.39440376,0,0,1,0,LatAm,.71870202,-.27165607,,1.447111,4.3008633,9.3868351,6.2769346,3.477535,4.5905399,.34906369,-2.642503,4.0907507,5.9433355,5.552042,-.22272344,-10.408086,1
Peru,1978,PER,-1.543721206952826,57.8487826251505,82.36481764677123,61463.359,16.491083,.22811805,.3652989,0,0,0,1,LatAm,1.8435766,-.27165607,,-2.642503,.34906369,1.447111,4.3008633,9.3868351,6.2769346,4.0907507,5.9433355,5.552042,-.22272344,-10.408086,3.6082866,2.061132,1
Peru,1981,PER,-7.980745331786205,75.4332687576064,42.16987777744479,73544.688,17.792549,.2151102,.38408807,0,0,1,0,LatAm,3.2927458,-.27165607,30,5.552042,5.9433355,4.0907507,-2.642503,.34906369,1.447111,-.22272344,-10.408086,3.6082866,2.061132,9.4259624,9.7261467,-9.4412737,1
Peru,1983,PER,-5.027221251623865,111.150635209158,70.63238971444747,69098.75,18.660439,.24276629,.37548631,0,1,0,0,LatAm,1.4560083,-.27165607,56,-10.408086,-.22272344,5.552042,5.9433355,4.0907507,-2.642503,3.6082866,2.061132,9.4259624,9.7261467,-9.4412737,-12.312041,-4.9825635,1
Peru,1988,PER,-11.77979069739839,667.019328585961,131.3499439182513,88709.195,20.909895,.21103638,.42405003,0,0,1,0,LatAm,,-.27165607,0,-9.4412737,9.7261467,9.4259624,2.061132,3.6082866,-10.408086,-12.312041,-4.9825635,2.219259,-.5405091,5.243577,12.308366,7.4113951,0
Philippines,1983,PHL,-8.343324482425077,10.0293565620481,74.83376971236505,160954.48,51.455032,.17586023,.31719109,0,1,1,1,Asia,1.0138878,-.021372635,34,1.8746165,3.6193275,3.4232693,5.1489115,5.6396756,5.1721034,-7.3236828,-7.3066087,3.4167829,4.311635,6.7525444,6.2053113,3.0369663,1
Philippines,1997,PHL,-5.283914106273306,5.59025939650602,58.26565355104775,334278.78,73.064766,.18927406,.38145083,0,1,0,0,Asia,,-.021372635,64,5.1853623,5.8458734,4.6786923,4.3876233,2.1163073,.33760303,-.57671815,3.0819166,4.411222,2.8939872,3.6459033,4.9703689,6.6976237,0
Papua New Guinea,1995,PNG,14.53314560327021,17.280932681459,57.33620757081989,,,,,0,0,1,0,Asia,2.3389773,-.64168406,92,-3.3124487,5.9421091,18.202286,13.849085,9.5468979,-3.0121691,7.733696,-3.9043896,-3.7691133,1.855554,-2.4948421,-.12128861,-.15890053,1
Poland,1981,POL,,19.1271820448877,,208463.5,35.87373,.22951651,.53997195,0,0,0,1,Rich,,.60160446,0,,,,,,,,,,,,,,0
Poland,1992,POL,-3.290329703111389,46.0985621037432,,312866.72,38.191776,.26848713,.7764619,0,1,0,0,Rich,.69201785,.60160446,48,2.5149786,-7.0155787,,,,,3.7383103,5.2928019,6.9518566,6.0565767,6.4593539,4.6147847,4.6420336,1
Portugal,1983,PRT,-5.991851451683971,24.0027623802917,,96188.977,9.9584169,.21122047,.97944665,1,0,1,0,Europe,1.7461938,1.1077012,40,-.17311314,2.1353753,1.6181035,4.5893402,5.6389375,2.8159661,-1.8799795,2.8074396,4.1409554,6.3813939,7.4891081,6.440639,3.9505234,1
Portugal,2008,PRT,-12.19376587590194,2.58850657657964,,290331.5,10.652099,.20653377,1.4620738,1,1,0,0,Europe,,1.1077012,0,.31924751,2.5065799,1.6250345,.78184754,1.7887357,-.93052113,-3.1220791,1.7376258,-1.6961658,-4.0572939,-.92264438,.79219109,1.7920463,0
Paraguay,1982,PRY,-6.915879735156843,5.12006543713196,,11945.594,3.366719,.15257075,.35202822,0,0,0,1,LatAm,,-.90222234,0,-1.3976177,9.1704588,11.712146,11.862147,12.02873,11.494081,-3.0426178,2.8165994,4.5231357,4.9648356,7.5823045,5.9153719,6.935204,0
Paraguay,1984,PRY,-7.049475222811238,20.3114625460255,,11953.432,3.5677519,.12954256,.33451343,0,0,1,0,LatAm,,-.90222234,0,2.8165994,-3.0426178,-1.3976177,9.1704588,11.712146,11.862147,4.5231357,4.9648356,7.5823045,5.9153719,6.935204,4.1232829,3.4936502,0
Paraguay,1989,PRY,5.372307419946522,26.4221267235586,,14883.631,4.1039109,.11635919,.35081887,0,0,1,0,LatAm,,-.90222234,0,6.935204,5.9153719,7.5823045,4.9648356,4.5231357,2.8165994,4.1232829,3.4936502,1.6964281,4.9363594,5.3179178,6.8228102,1.5737852,0
Paraguay,1995,PRY,-2.398913877663246,13.4254143646407,32.05432012409099,18987.797,4.76085,.093056761,.35882995,0,1,0,0,LatAm,,-.90222234,0,6.8228102,5.3179178,4.9363594,1.6964281,3.4936502,4.1232829,1.5737852,4.242516,.068037756,-1.3660797,-2.3141406,-.83405471,-.021404395,0
Paraguay,2002,PRY,8.613075886786742,10.5102420856612,51.12075252778039,25459.328,5.5086112,.056122769,.34131342,0,0,1,0,LatAm,.91048503,-.90222234,34,-.021404395,-.83405471,-2.3141406,-1.3660797,.068037756,4.242516,4.3207455,4.0574183,2.1334906,4.807117,5.4216228,6.3591208,-.25797144,1
Romania,1996,ROU,-6.960486314181089,38.8293013382852,23.08017729799757,176737.28,22.804165,.26722908,.66782635,0,0,1,0,Europe,1.1661842,-.25356176,145,3.907702,6.2335114,3.9319427,1.5288345,-8.7672281,-12.918211,-4.8490629,-2.0298128,-.3766607,2.4612634,5.2181363,5.7029915,2.3411474,1
Romania,1998,ROU,-6.996190522512884,59.0965827541167,24.53548235441404,165073.25,22.458076,.23869953,.60186803,0,1,0,0,Europe,1.5212368,-.25356176,133,-2.0298128,-4.8490629,3.907702,6.2335114,3.9319427,1.5288345,-.3766607,2.4612634,5.2181363,5.7029915,2.3411474,10.428113,4.668148,1
Russian Federation,1998,RUS,.026225709921156,27.6856798076743,67.80195540553092,1258016.8,147.381,.32284006,.69894344,0,1,1,1,Europe,1.9986849,-.3757759,247,-5.2999616,1.3999158,-3.7550695,-4.1435285,-12.569756,-8.66854,6.3999147,10.000067,5.1000514,4.6999917,7.2999525,7.1999478,6.3999653,1
Russian Federation,2008,RUS,6.25797790658799,14.1107677840442,25.97188515890078,3055051,143.08319,.24408664,1.1453551,0,1,0,0,Europe,,-.3757759,0,5.1999693,8.4999781,8.2000685,6.3999653,7.1999478,7.2999525,-7.799994,4.5,4.3000293,3.700057,1.8000002,.6999737,-2.3077068,0
Russian Federation,2014,RUS,2.791903023424237,7.8201697001385,27.59019627990064,3705777.5,143.76138,.18843009,1.2878337,0,0,1,0,Europe,,-.3757759,,.6999737,1.8000002,3.700057,4.3000293,4.5,-7.799994,-2.3077068,.32928064,1.6301857,2.2548044,,,,0
Rwanda,1991,RWA,,19.6371658148374,42.61277402213124,6773.5249,7.0517588,.36610931,.091684036,0,0,1,0,Africa,2.1943674,-.29914072,47,-2.5143797,-2.399291,-.036534272,4.4988251,-.024036108,5.4721375,5.872725,-8.1086922,-50.248066,35.224079,12.745696,13.849752,8.8586693,1
Sudan,1979,SDN,-2.838978810313178,31.1384550107529,45.5703886375192,21362.842,14.002303,.067414567,.14101306,0,0,0,1,Africa,6.1079588,-1.3133783,,-5.0185995,-5.9309869,6.2238536,16.66522,15.713467,11.44529,1.5243101,7.4375634,5.9586663,2.0625017,-5.0089068,-6.2810435,5.4138112,1
Sudan,1981,SDN,-6.437588536647451,24.5757243336575,64.20309840476807,24353.025,15.02727,.062125158,.15058805,0,0,1,0,Africa,2.3657291,-1.3133783,34,7.4375634,1.5243101,-5.0185995,-5.9309869,6.2238536,16.66522,5.9586663,2.0625017,-5.0089068,-6.2810435,5.4138112,14.220884,-.33109182,1
Sudan,1988,SDN,-2.324646953323456,64.7005631001051,77.83746443204379,30408.02,18.86632,.056922168,.1611021,0,0,1,0,Africa,,-1.3133783,0,-.33109182,14.220884,5.4138112,-6.2810435,-5.0089068,2.0625017,8.9313936,-5.4700537,7.5109105,6.5778613,4.5687494,1.0062282,5.9970922,0
Sudan,1993,SDN,-2.276681755230257,101.380423763813,199.1204108183213,30782.553,22.535936,.10563444,.12952709,0,0,1,0,Africa,,-1.3133783,0,4.5687494,6.5778613,7.5109105,-5.4700537,8.9313936,-.33109182,1.0062282,5.9970922,5.9191246,10.566736,4.3085041,3.1040957,6.3458676,0
Sudan,2012,SDN,-9.187527717605624,35.5652488678551,34.96160507428864,139166.78,35.990192,.10371537,.19641005,0,0,1,0,Africa,,-1.3133783,0,.52155924,-1.967729,3.4693351,3.2418475,7.8019633,11.52191,4.394711,2.6794119,4.906045,4.6999998,4.283071,-2.3208272,,0
Senegal,1981,SEN,-11.47579773757163,5.91319372031626,42.7038978476987,11517.035,5.7503381,.34104013,.18610798,0,0,0,1,Africa,1.8471557,-.30254212,30,5.0695167,-3.3106477,7.0016856,-3.9539313,-2.6829052,8.9205036,7.8430648,-5.3263927,3.7457643,3.2834706,3.1133397,6.0943747,-.59243101,1
Senegal,1988,SEN,-6.410666814323927,-1.82668225079298,63.89571343829472,18974.166,7.107976,.22966503,.26681918,0,1,0,0,Africa,3.0806892,-.30254212,60,-.59243101,6.0943747,3.1133397,3.2834706,3.7457643,-5.3263927,3.9778562,-.67563814,2.5558255,1.2426472,1.3007804,-.017328659,5.3634729,1
Senegal,1994,SEN,-3.819203905539312,32.2936668569551,77.58194166083997,19154.23,8.5121727,.14943311,.20791939,0,0,1,0,Africa,5.2021608,-.30254212,87,-.017328659,1.3007804,1.2426472,2.5558255,-.67563814,3.9778562,5.3634729,2.012125,3.1240332,5.8986726,6.347116,3.198988,4.5809164,1
Sierra Leone,1977,SLE,-7.136364767104844,,43.3636840335549,3843.5295,3.1348,.33700147,.11898123,0,0,0,1,Africa,1.5223172,-1.2346718,,.046675809,-.44917634,1.6692165,3.4998283,2.2566183,.90023464,2.4063323,4.5112658,4.843504,2.8814285,4.7817554,-2.1028016,4.0930343,1
Sierra Leone,1983,SLE,-1.769628331151735,,67.34065477952549,4337.3354,3.6087511,.29596782,.12187422,0,0,1,0,Africa,4.7316632,-1.2346718,38,-2.1028016,4.7817554,2.8814285,4.843504,4.5112658,2.4063323,4.0930343,-5.3113403,1.2360469,7.2312689,-7.0799999,.73000002,3.349998,1
Sierra Leone,1989,SLE,-6.403397039078864,,123.2221272552869,5595.0986,4.2494678,.14998427,.12736356,0,0,1,0,Africa,,-1.2346718,0,.73000002,-7.0799999,7.2312689,1.2360469,-5.3113403,4.0930343,3.349998,2.3519607,-19.012909,1.3745494,-1.9473844,-7.9997535,1.7538214,0
Sierra Leone,1998,SLE,-4.943038821940641,,206.1984081762398,4643.0635,4.3536458,.091495059,.087327018,0,0,1,0,Africa,,-1.2346718,0,1.7850143,-5.8770819,1.7538214,-7.9997535,-1.9473844,1.3745494,-1.9792856,6.6527281,-6.3454552,26.417316,9.3131208,6.5979447,4.5050955,0
El Salvador,1986,SLV,3.098246275277655,31.9350161472763,53.49687357086662,12594.479,4.9889431,.23032115,.26500571,0,0,1,0,LatAm,,-.2780458,0,.18939498,.61659545,1.3369558,1.5350138,-6.3057933,-10.450936,2.5135884,1.8774567,.96219182,4.8315606,1.4943588,7.0180464,5.8192348,0
El Salvador,1989,SLV,-4.44717349577913,17.6340799385345,51.08688011943614,13349.205,5.1859431,.22668701,.24900018,0,1,0,0,LatAm,1.0025927,-.2780458,28,.96219182,1.8774567,2.5135884,.18939498,.61659545,1.3369558,4.8315606,1.4943588,7.0180464,5.8192348,4.6897845,4.7349596,.81768048,1
Serbia,2000,SRB,,71.1206287946541,176.9591769954869,51462.586,7.516346,.23506145,.51178098,0,0,1,0,Europe,2.07552,-.24414589,107,7.7592096,-12.146587,2.4304566,7.184833,2.4261551,,4.9927139,7.115788,4.4154139,9.0465126,10.154305,5.1077881,6.4395275,1
South Sudan,2015,SSD,-4.042118381165919,52.8146520738376,,,,,,0,0,1,0,Africa,,-2.083009,,-10.793365,3.3736482,13.129731,-46.082123,-4.640317,5.4934163,,,,,,,,0
Sao Tome and Principe,1992,STP,,,,191.66158,.118816,.15553506,.15289411,0,1,1,0,Island,,-.66073573,0,,,,,,,,,,,,,,0
Sao Tome and Principe,1997,STP,,35.81717824448,,197.72202,.131107,.16278185,.1257381,0,0,1,0,Island,,-.66073573,0,,,,,,,,,,,2.3768775,6.5734725,3.832227,0
Suriname,1990,SUR,,21.7399443397526,,2598.5105,.40747201,.22347002,.59595674,0,0,1,0,LatAm,,-.24136236,0,-4.5,4.1999998,7.8000002,-6.1999998,.80000001,2,2.6999991,.40000004,-6.6999984,3.3999996,0,1.0000005,5.6999984,0
Suriname,1995,SUR,,235.558815073605,,2467.8464,.44372401,.24901043,.50038445,0,0,1,0,LatAm,,-.24136236,0,0,3.3999996,-6.6999984,.40000004,2.6999991,-4.5,1.0000005,5.6999984,2.3000011,-1.4,2.0999987,4.2000003,2.8000009,0
Suriname,2001,SUR,,38.5862878872612,,3514.6267,.47773999,.163846,.54989207,0,0,1,0,LatAm,,-.24136236,0,4.2000003,2.0999987,-1.4,2.3000011,5.6999984,1.0000005,2.8000009,6.2999992,8.5,4.5000005,5.7935438,5.1114879,4.1434064,0
Suriname,2016,SUR,-5.358023270388513,,,7648.3369,.55836803,.212524,.68634599,0,0,1,0,LatAm,15.009257,-.24136236,,-5.5611935,-3.4110959,.25550315,2.9334412,2.6903501,5.8493676,1.6870836,1.9,,,,,,1
Slovak Republic,1998,SVK,-7.128814830429755,6.66565123195829,,78802.055,5.3952541,.27939573,1.1959769,1,1,0,0,Rich,,.7736811,0,4.0760999,5.9258366,6.6198955,5.8434954,6.2055302,1.9013273,-.10591649,1.1665272,3.2537868,4.5094414,5.499084,5.2788801,6.6234617,0
