Country,year,Country_code,CAB,Infl,EXDEBT,rgdpe,pop,Gshare,GDPRank,advecon,Banking,Currency,Debt,Region,AmountAgreedPercentGDP,WGI,conditions,DWDI,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6,FGrowth7,IMF
Algeria,1994,DZA,,29.0476561173071,74.10830594413801,196346.78,28.362253,.26090109,.63966674,0,0,1,0,MidEast,1.538631,-.60164398,94,-.89999652,-2.1000009,1.8000023,-1.2000006,.80000061,4.400002,3.7999947,4.0999985,1.0999999,5.1000037,3.2000015,3.8,3,1
Ecuador,1982,ECU,-5.930801225282753,16.2579695928846,41.24590925883307,58372.828,8.3929396,.24021198,.69003832,0,1,1,1,LatAm,.98159027,-.65306431,32,.61484534,5.612864,3.708683,3.7340484,5.7068248,1.6048421,-.33686876,2.6252732,3.9350014,3.4647825,-.25909871,5.8904672,1.005778,1
Ecuador,2008,ECU,2.864851330044144,8.400095939874619,31.68583015072159,126965.18,14.447562,.10223357,.47141171,0,0,0,1,LatAm,,-.65306431,0,6.3571305,2.190064,4.4035263,5.2913084,8.2110205,2.7228773,.5664916,3.5252986,7.8681407,5.6419621,4.9465113,3.7888687,.098872609,0
"Egypt, Arab Rep.",1984,EGY,-5.553865915336017,17.0363663799608,100.8751932284309,84070.633,48.86895,.4112668,.17176193,0,0,0,1,MidEast,,-.49838865,0,9.7457628,5.0944066,9.9071712,7.3485541,10.011329,4.5476894,5.7915058,4.7445254,3.8327527,5.4613204,4.9208684,5.6670294,1.1254046,0
"Egypt, Arab Rep.",1990,EGY,5.414282881002088,16.7563747077691,78.84577276747889,115566.59,57.412216,.17506085,.1881118,0,0,1,0,MidEast,.85775191,-.49838865,76,5.6670294,4.9208684,5.4613204,3.8327527,4.7445254,5.7915058,1.1254046,4.4728594,2.9007907,3.9731722,4.6424589,4.9887304,5.4923549,1
"Egypt, Arab Rep.",2016,EGY,-6.155658359415368,13.8096682847897,21.06006950365615,976004.44,95.688683,.19009632,.51107877,0,0,1,0,MidEast,3.5890441,-.49838865,,4.3466434,4.3720193,2.9159119,2.1854661,2.2261999,1.7645719,4.181221,5.3141212,,,,,,1
Eritrea,1993,ERI,22.91338567377681,,.511891359437587,,,,,0,1,0,0,Africa,,-1.2952589,0,13.454762,,,,,,21.221411,2.8583791,9.2588387,7.9086847,1.7725828,.013480241,-3.1419859,0
Spain,1977,ESP,-1.858748739622013,24.5380633969861,,510714.56,36.763531,.10638402,1.3480905,1,1,0,0,Europe,.11193085,1.2555561,,2.8385744,3.3037915,.54220331,5.6187859,7.7884655,8.1497459,1.4630034,.041546509,2.2087281,-.13246861,1.2464617,1.7701157,1.7846875,1
Spain,1983,ESP,-1.767405673139172,12.1740835180134,,487294.16,38.514061,.14527676,1.2829734,1,0,1,0,Europe,,1.2555561,0,1.7701157,1.2464617,-.13246861,2.2087281,.041546509,1.4630034,1.7846875,2.3214359,3.2533216,5.5471225,5.0943241,4.8270302,3.7813935,0
Spain,2008,ESP,-9.32993767987216,4.07566076368221,,1606779,45.997807,.17630556,1.8738264,1,1,0,0,Europe,,1.2555561,0,.88714516,3.6046879,4.1027269,3.6520326,3.1227953,2.9818947,-3.763232,.16301022,-.81437343,-2.9594412,-1.4353943,1.3839079,3.8351727,0
Estonia,1992,EST,,,,13226.156,1.52081,.26375145,.82430768,1,1,1,0,Rich,,.97123945,68,,,,,,,,-1.6424246,4.5266819,4.9359717,13.046535,4.3302956,-.40343556,1
Finland,1991,FIN,-5.323813451560508,4.31021289843461,,117148.23,5.019125,.18513691,2.2278407,1,1,0,0,Rich,,2.0719564,0,-5.9123878,.64274448,5.0528069,5.1819749,3.5441184,2.7176266,-3.321161,-.68897384,3.9344983,4.2175617,3.6673088,6.3342347,5.4569988,0
Finland,1993,FIN,-1.271631283522087,2.19065319556431,,109815.22,5.0717888,.17398289,2.0532081,1,0,1,0,Rich,,2.0719564,0,-.68897384,-3.321161,-5.9123878,.64274448,5.0528069,5.1819749,3.9344983,4.2175617,3.6673088,6.3342347,5.4569988,4.3796539,5.773366,0
Fiji,1998,FJI,-3.615122938093482,5.71168160413118,8.766454107096697,4587.1436,.80031502,.24876538,.46933019,0,0,1,0,Island,,-.35626057,0,1.3000004,-2.1999993,4.8000007,2.4999986,5.0999994,2.1300325,8.7999983,-1.6999984,2.0000002,3.1999991,.99999934,5.2999997,.70000041,0
France,2008,FRA,-.9657211920077464,2.81286194914787,,2363140.8,64.409088,.19905786,1.9681253,1,1,0,0,Rich,,1.5049917,0,.25494593,2.4247363,2.4493237,1.66322,2.8297529,.82316077,-2.8733139,1.9494376,2.1927006,.31313473,.57632667,.95618308,1.1129123,0
Gabon,1986,GAB,-31.06812590141742,6.2853551225645,61.56326801160973,6996.4819,.85302699,.2051924,.86099476,0,0,0,1,Africa,3.4014571,-.70092827,68,-.80359775,-2.3329494,7.5089021,5.6082406,-3.0975204,5.0953293,-17.146042,12.845353,8.54531,5.1922374,6.1125035,-3.0901456,3.9465549,1
Gabon,1994,GAB,7.572753786452504,36.1162456962985,113.0088981385676,9145.123,1.058663,.11844761,.79818308,0,0,1,0,Africa,1.3186829,-.70092827,64,3.7127547,3.9465549,-3.0901456,6.1125035,5.1922374,8.54531,4.9738479,3.6250491,5.7383676,3.4778335,-8.9326229,-1.8829664,2.1352334,1
United Kingdom,2007,GBR,-3.591130355925932,2.38656150773328,,2328242,61.414661,.17609158,2.1092353,1,1,0,0,Europe,,1.6672132,0,2.4305532,2.7883246,3.179729,2.3739514,3.2863777,2.3243511,-.28115359,-4.2478218,1.9495214,1.5401474,1.4789239,2.1394856,2.607476,0
Georgia,1991,GEO,,,,49407.328,5.3706489,.64254814,.87809402,0,1,0,0,MidEast,,.054026682,,-21.1,-14.788226,-7.1952019,5.5555582,1.2820429,-8.1752758,-44.900002,-29.300001,-10.399994,2.5999959,11.200003,10.519041,3.1049032,0
Ghana,1978,GHA,-1.254351523102346,73.09166666734301,34.99208184566815,37859.055,10.354499,.11419968,.35836199,0,0,1,0,Africa,1.7032931,-.090057597,,8.4759359,2.2741072,-3.5301828,-12.431629,6.8525167,2.8845842,-2.5149415,.47169593,-3.503067,-6.9236503,-4.5637374,8.6475697,5.0916171,1
Ghana,1982,GHA,-2.658076598657663,22.2955664080893,36.87071331451536,28523.471,11.488106,.14461975,.2463375,0,1,0,0,Africa,6.2839198,-.090057597,28,-6.9236503,-3.503067,.47169593,-2.5149415,8.4759359,2.2741072,-4.5637374,8.6475697,5.0916171,5.1991606,4.794899,5.6281686,5.0858727,1
Ghana,2009,GHA,-7.303012543011037,19.2507144305153,25.51062604934615,87039.617,23.903831,.099539556,.20896952,0,0,1,0,Africa,2.298351,-.090057597,97,4.8444872,9.1497993,4.3468194,6.3999124,5.9000039,5.5999999,7.8997121,14.047124,9.2927895,7.3125248,2.8974388,2.1782067,3.447793,1
Ghana,2014,GHA,-6.892719553001959,15.4896160333319,34.39649422689325,137290.19,26.962563,.15562154,.25439057,0,0,1,0,Africa,1.8895012,-.090057597,,2.8974388,7.3125248,9.2927895,14.047124,7.8997121,4.8444872,2.1782067,3.447793,8.1434469,6.2634807,,,,1
Guinea,1982,GIN,,,,14594.862,4.6906052,.079098925,.30870789,0,0,1,0,Africa,,-1.0557132,24,,,,,,,,,,,3.2999389,6.3081169,4.0034761,1
Guinea,1985,GIN,,,,15773.542,5.0847669,.077510707,.31495968,0,1,0,1,Africa,1.6475244,-1.0557132,60,,,,,,,,3.2999389,6.3081169,4.0034761,4.3240628,2.6134231,3.2709472,1
Guinea,1993,GIN,-1.731897023597695,,89.13594727685555,20051.336,7.1632361,.096232869,.26543954,0,1,0,0,Africa,,-1.0557132,48,5.0441446,3.2709472,2.6134231,4.3240628,4.0034761,6.3081169,3.9700992,4.6076732,4.461575,5.1816034,3.6441212,3.8120041,2.5030606,0
"Gambia, The",1985,GMB,3.405776657632381,18.319884874273,97.65003203431246,2086.7615,.73209602,.10379834,.28940201,0,0,1,0,Africa,10.103979,-.63786787,28,-.81226468,3.5352573,10.883227,-.76458263,3.3218939,6.2700796,4.0910707,2.4543326,4.4768271,5.8957219,3.5588794,3.1070392,3.3786891,1
Guinea-Bissau,1980,GNB,,,131.0935194686506,1203.7789,.80085403,.80422539,.13499008,0,0,1,0,Africa,,-1.294047,0,-15.952651,1.9941443,13.126043,-7.1700702,4.9434552,7.8455844,18.167528,4.2000823,-3.3982875,9.1092234,4.1664929,-.79384762,2.9000001,0
Guinea-Bissau,1994,GNB,-19.49749236839405,15.1763474313441,383.4858035139609,1621.9519,1.113541,.15226685,.1345868,0,0,1,0,Africa,6.2719479,-1.294047,36,3.2,2.0999999,1.1,5.0999999,6.0999999,6.0999999,4.4000001,11.6,6.5,-28.099979,1.0255374,5.4269872,2.1889069,1
Guinea-Bissau,2014,GNB,.5989760433109826,-1.50924460570504,24.87831428045268,2342.7913,1.725744,.27025968,.067823447,0,1,0,0,Africa,3.0337496,-1.294047,,.96456075,3.2559042,-1.712683,8.0847797,4.610971,3.3689749,6.1340828,6.2628055,5.9191766,3.8,,,,1
Equatorial Guinea,1980,GNQ,,,,445.47549,.25532499,.47777367,.15668917,0,0,1,0,Africa,14.135088,-1.4751698,2,,,,,,,5.7694206,2.2016759,5.0043874,1.0113816,12.905179,-2.3305564,4.4367375,1
Greece,1983,GRC,-3.799398809342383,20.1794832542286,,130629.36,9.8671608,.16739549,1.3424383,1,0,1,0,Rich,,.55637157,0,-1.0786223,-1.1326475,-1.5537212,.67713112,3.2820802,7.2468634,2.0105803,2.5095565,.51766014,-2.2588634,4.2878618,3.8,0,0
Greece,2012,GRC,-2.512345956149336,1.50152796054581,,274647.91,11.378257,.22862868,1.2260631,1,0,0,1,Rich,14.829468,.55637157,99,-7.3004942,-9.132494,-5.4790373,-4.3007336,-.33517256,3.273747,-3.241425,.73977715,-.43783394,-.1909523,1.5050993,1.9343709,,1
Guyana,1982,GUY,-29.31832133930851,,239.3940762723296,,,,,0,0,0,1,LatAm,,-.21034434,18,-13.190134,1.4961659,1.7338897,-1.8356962,-1.8061888,-2.6386797,-6.7923865,-5.028738,2.3996675,-.90060222,.8993966,-3.6935332,-4.9166665,0
Guyana,1987,GUY,,,672.7952725692061,,,,,0,0,1,0,LatAm,,-.21034434,0,.8993966,-.90060222,2.3996675,-5.028738,-6.7923865,-13.190134,-3.6935332,-4.9166665,-3.0674846,6.0578661,7.7578859,8.1751051,8.532423,0
Guyana,1993,GUY,-30.87966815506393,,542.6609728999833,,,,,0,1,0,0,LatAm,14.230311,-.21034434,52,8.1751051,7.7578859,6.0578661,-3.0674846,-4.9166665,-3.6935332,8.532423,5.0314465,7.9555178,6.1806655,-1.6791044,2.9601519,-1.3638039,1
Honduras,1981,HND,-7.485357782254922,9.405691261424989,46.51187967173011,10328.83,3.792938,.15484345,.25304228,0,0,0,1,LatAm,1.9795254,-.64603192,16,-1.2220351,.59935403,5.6099267,5.9662118,10.383889,10.500693,-2.0746608,.90569389,6.3272958,5.626235,5.3307743,6.6383562,1.7460338,1
Honduras,1990,HND,-1.044076788032553,23.3225664366467,82.13771240713071,13807.877,4.955328,.10694394,.26040095,0,0,1,0,LatAm,.84056097,-.64603192,48,2.791749,2.727849,1.7460338,6.6383562,5.3307743,5.626235,-3.3193085,6.073688,6.495718,.2119035,6.1893044,1.8707763,4.598083,1
Haiti,1992,HTI,.3216485890993429,19.358494654122,37.04146264564118,8553.8945,7.3869748,.018407453,.10975591,0,0,1,0,Island,,-1.5824107,0,-5.3099327,1.8805448,1.0381228,-2.9134245,.20042683,-.79364872,-5.4262962,-11.950629,9.8977079,4.1407733,2.7047138,2.1818404,2.710248,0
Haiti,1994,HTI,-1.079091454676304,39.3316195372752,35.00866329539058,7343.4355,7.674911,.022534911,.088409036,0,1,0,0,Island,1.0784553,-1.5824107,54,-11.950629,-5.4262962,-5.3099327,1.8805448,1.0381228,-2.9134245,9.8977079,4.1407733,2.7047138,2.1818404,2.710248,.87005925,-1.0443745,1
Haiti,2003,HTI,-1.512681397484928,28.6995777887374,46.35033020175678,14066.88,8.976552,.0081283562,.11228643,0,0,1,0,Island,,-1.5824107,0,.36380026,-.2514644,-1.0443745,.87005925,2.710248,2.1818404,-3.5228882,1.8050113,2.2492213,3.3432786,.84394455,3.0832479,-3.1223943,0
Hungary,1991,HUN,1.16023492880977,34.8175429072704,,117523.48,10.363564,.27882993,1.0824103,0,1,0,0,Europe,4.3861499,.72839707,53,,,,,,,-3.0641804,-.57610852,2.9471545,1.4895254,.08241614,3.1431241,3.9000025,1
Hungary,2008,HUN,-6.918494973479715,6.0425125388106,,217913.58,9.9912014,.27408889,1.1699759,0,1,0,0,Europe,10.538442,.72839707,39,1.0582917,.24217778,4.0310135,4.2436256,4.8228517,4.084527,-6.6995549,.6642918,1.81908,-1.4717889,1.9629841,4.1950822,3.8455577,1
Indonesia,1979,IDN,,16.2327657550178,37.99388553333218,287180,144.64938,.13545868,.18350056,0,0,1,0,Asia,,-.27612796,,7.3243093,6.7670698,8.7613258,6.8865652,4.9773006,7.6346731,9.8800774,7.9271569,2.2464454,4.1929674,6.9755278,2.4621437,5.8750453,0
Indonesia,1997,IDN,-2.266059185213602,6.22614163387585,65.09727448946538,953941.94,203.69846,.1655976,.39045584,0,1,0,0,Asia,5.3180122,-.27612796,128,4.6998787,7.8181872,8.2200069,7.5399709,6.496408,6.4975066,-13.126725,.79112607,4.9200678,3.6434665,4.4994755,4.7803693,5.0308738,1
India,1993,IND,-.6716179540959337,6.32689048779864,33.15743212981965,1304660.4,924.0578,.14490116,.13388439,0,1,0,0,Asia,,-.038406406,44,4.7507763,5.4823961,1.0568315,5.5334544,5.9473433,9.6277828,6.6589241,7.574492,7.5495224,4.0498209,6.1844158,8.8457556,3.8409913,0
"Iran, Islamic Rep.",1985,IRN,-.2641749425628475,4.38934095741537,3.277118757368755,146319.89,47.342701,.18238062,.3137958,0,0,1,0,MidEast,,-.47676939,0,2.1522131,-8.7851925,8.5625248,27.210413,-5.1760383,-27.526474,-10.206239,.64851719,-5.3962111,6.0208745,13.83378,12.383382,2.8347278,0
"Iran, Islamic Rep.",1992,IRN,,25.8077226162332,,220228.66,58.260738,.16867989,.35828489,0,0,0,1,MidEast,,-.47676939,0,2.8347278,12.383382,13.83378,6.0208745,-5.3962111,.64851719,1.0399979,-1.5115877,2.282661,5.1732836,.48204687,2.1778231,.85545862,0
"Iran, Islamic Rep.",2000,IRN,11.38863537241605,14.4767513188566,8.037871629246659,503590.5,66.131851,.22608322,.56920165,0,0,1,0,MidEast,,-.47676939,0,5.8580666,.85545862,2.1778231,.48204687,5.1732836,2.282661,.77863872,7.2655511,8.7345848,4.3745093,3.1898041,4.9997954,8.1557732,0
"Iran, Islamic Rep.",2013,IRN,,39.2660234321157,1.486013273737465,1236038.3,77.435387,.20749336,.801305,0,0,1,0,MidEast,,-.47676939,0,-.19407347,-7.4445572,2.6457179,5.7979383,1.0073855,.25085655,4.6034188,-1.3206451,13.396244,3.7551873,,,,0
Iceland,1975,ISL,,,,4657.3076,.21807,.14166012,2.2172163,1,0,1,0,Europe,,1.7285683,,.64615506,5.7062922,6.8060098,6.1773343,13.060838,12.753297,5.9593678,8.8222771,6.0167146,4.8605824,5.7479205,4.265007,2.1545663,0
Iceland,1981,ISL,-4.216397006128405,51.7932416010108,,6429.7583,.230664,.14125645,2.5901952,1,0,1,0,Europe,,1.7285683,0,4.265007,5.7479205,4.8605824,6.0167146,8.8222771,5.9593678,2.1545663,-2.1511617,4.1291184,3.2928414,6.2705421,8.5459394,-.089726031,0
Iceland,1989,ISL,-1.795428175705317,20.7581950334485,,7653.0488,.252413,.17245491,2.9328833,1,0,1,0,Europe,,1.7285683,0,.25843984,-.089726031,8.5459394,6.2705421,3.2928414,4.1291184,1.1693703,-.22352551,-3.3738942,1.3134495,3.6088579,.11658371,4.573164,0
Iceland,2008,ISL,-24.22944775231865,12.6943942775878,,16156.79,.310884,.21799181,2.7878346,1,1,1,0,Europe,12.354897,1.7285683,63,1.9919808,9.3653231,5.2488203,6.3300042,8.0422049,2.2681372,-6.777215,-3.435878,1.8816195,1.2964361,4.1338511,2.0802872,4.4678607,1
Israel,1975,ISR,-11.87912243146033,39.3067323775359,,54741.113,3.33676,.52252895,1.7031687,1,0,1,0,MidEast,.25727093,1.2230687,,3.2428195,6.4761615,5.5874639,12.146555,10.951071,3.0440586,.32250318,1.0352992,5.5550871,6.2078156,1.6704416,5.3399267,2.0825,1
Israel,1980,ISR,-3.609714317290159,131.025000335282,,60298.02,3.7446671,.41614279,1.4461,1,0,1,0,MidEast,,1.2230687,0,1.6704416,6.2078156,5.5550871,1.0352992,.32250318,3.2428195,5.3399267,2.0825,3.3591015,.93321371,4.0369401,4.1901445,7.1397114,0
Israel,1983,ISR,-7.641971821816017,145.951530366009,,71239.969,3.9501231,.35423541,1.828769,1,1,0,0,MidEast,,1.2230687,0,3.3591015,2.0825,5.3399267,1.6704416,6.2078156,5.5550871,.93321371,4.0369401,4.1901445,7.1397114,2.9100163,.57474685,7.3151994,0
Israel,1985,ISR,3.596231710985479,308.7931304484,,72841.719,4.082787,.37845239,1.8114246,1,0,1,0,MidEast,,1.2230687,0,4.0369401,.93321371,3.3591015,2.0825,5.3399267,1.6704416,4.1901445,7.1397114,2.9100163,.57474685,7.3151994,7.7261152,7.7592659,0
Italy,1981,ITA,-2.416706384186739,17.9692987519672,,1108225.4,56.576504,.15058215,1.8201605,1,0,1,0,Rich,,.5263052,0,.84422761,3.4300163,5.9591594,3.2401397,2.5605009,7.1253853,.41358566,1.1692035,3.2258525,2.7980857,2.859972,3.1919606,4.1943774,0
Italy,2008,ITA,-2.795275100634589,3.34783258401023,,2178288.3,59.502384,.15981837,1.963773,1,1,0,0,Rich,,.5263052,0,-.96201283,1.4870729,1.7906396,.81784898,1.4235941,.13862689,-5.2809372,1.7132958,.70733333,-2.9809058,-1.8410654,-.0045475424,.77830434,0
Jamaica,1978,JAM,-.8205867495963304,34.8998015240508,56.8764086176424,12074.003,2.105664,.17641746,.56200922,0,0,1,1,Island,9.4689426,.18791036,,-.053700313,-2.5975487,-6.6942449,-.25609225,-4.2292614,-5.4855089,-1.0600413,-5.714159,2.6394479,2.0692315,1.9090784,-1.5423458,-2.9436355,1
Jamaica,1983,JAM,-9.258367140199342,11.5821110844253,105.1167887571008,9268.1768,2.2736659,.14513072,.41334569,0,0,1,0,Island,2.7637999,.18791036,100,1.9090784,2.0692315,2.6394479,-5.714159,-1.0600413,-.053700313,-1.5423458,-2.9436355,1.8825881,7.8503547,3.9743021,7.1733046,4.2005353,1
Jamaica,1991,JAM,-5.897496261459625,51.0710977304313,126.3500585482533,11742.863,2.4436891,.14405765,.45867434,0,0,1,0,Island,1.4668787,.18791036,64,4.8382387,4.2005353,7.1733046,3.9743021,7.8503547,1.8825881,1.9555424,9.4171028,1.3833898,2.349957,-.11373121,-1.1404599,-2.3345535,1
Jamaica,1996,JAM,-1.935396308360478,26.4066566074043,57.42441534801846,13902.603,2.5619929,.2290477,.46759275,0,1,0,0,Island,,.18791036,0,-.11373121,2.349957,1.3833898,9.4171028,1.9555424,4.8382387,-1.1404599,-2.3345535,1.0476738,.87870353,1.3449296,1.997291,3.6663177,0
Jamaica,2010,JAM,-7.075644558650334,12.6095082350193,111.7015905913106,20178.752,2.81721,.22045,.39170784,0,0,0,1,Island,9.4834681,.18791036,89,-1.4660593,-4.3366504,-.8117367,1.431954,2.8991253,.89379793,1.7303762,-.61363602,.50156057,.69147813,.92268217,1.3756387,1.0033653,1
Jordan,1989,JOR,9.119088261213596,25.7127192982454,181.7099852673373,14275.229,3.3950231,.33053854,.40673575,0,1,1,1,MidEast,1.8219891,.10139795,30,-13.452115,-1.8521067,2.8956077,7.0141582,3.4563906,8.6406441,.97375649,1.8238961,18.664835,4.6309152,4.9864402,6.1863427,2.0873473,1
Japan,1997,JPN,2.162211917940721,1.74780458692133,,4308289.5,126.90263,.13605158,2.8305576,1,1,0,0,Rich,,1.4406826,0,1.0760453,3.0999992,2.7421403,.99306637,-.51791984,.84806961,-1.1284099,-.25195426,2.7796328,.40633589,.11799277,1.5282202,2.2046878,0
Kazakhstan,1999,KAZ,-1.013584574083901,8.296027653425639,40.48797619725393,80411.703,15.165574,.24256143,.41925967,0,0,1,0,MidEast,2.6672337,-.45572591,93,2.7,-1.9,1.7,.5,-8.1999998,-12.6,9.8000002,13.5,9.8000002,9.3000002,9.6000004,9.6999998,10.7,1
Kazakhstan,2008,KAZ,4.683777821754755,17.139899777207,93.53570177664419,254781.77,16.001177,.1424251,.85413545,0,1,0,0,MidEast,,-.45572591,0,3.3,8.8999996,10.7,9.6999998,9.6000004,9.3000002,1.2,7.3000002,7.4000001,4.8000002,6,4.1999998,1.2,0
Kazakhstan,2015,KAZ,-3.260292639510474,6.67828585615241,88.49031936266182,387024.69,17.749647,.15255632,1.1005007,0,0,1,0,MidEast,,-.45572591,,1.2,4.1999998,6,4.8000002,7.4000001,7.3000002,1.1,4.0999999,4.0999999,,,,,0
Kenya,1985,KEN,-1.874784251018725,13.0065664218827,70.56282860317504,40295.16,19.651224,.26581976,.2081901,0,1,0,0,Africa,1.4100413,-.51176345,32,4.3005619,1.755217,1.3090502,1.5064783,3.7735443,5.5919762,7.1775556,5.9371076,6.2031837,4.6903486,4.1920509,1.4383467,-.79949397,1
Kenya,1992,KEN,-2.194560024703056,27.3323644475784,87.82322298851977,49707.715,24.963953,.10780564,.18873008,0,1,0,0,Africa,1.0980234,-.51176345,17,-.79949397,1.4383467,4.1920509,4.6903486,6.2031837,5.9371076,.35319725,2.6327846,4.4062166,4.1468391,.47490191,3.2902138,2.3053887,1
Kyrgyz Republic,1997,KGZ,-7.835161369954083,23.4354278497005,78.73012620288947,11249.886,4.7056379,.36604017,.19932754,0,0,1,0,MidEast,6.0472522,-.68310827,109,9.9151678,7.0845022,-5.4238219,-20.085159,-15.459325,-13.888709,2.1218355,3.6557896,5.4266739,5.3215842,-.017353166,7.0302963,7.0268598,1
Cambodia,1971,KHM,,,.0017538731680752,11045.308,7.1377492,.054560188,.17181629,0,0,1,0,Asia,,-.8379342,,,,,,,,,,,,,,,0
"Korea, Rep.",1997,KOR,-1.939271815571349,4.43906376109768,,990107.31,46.202602,.10792105,1.7867079,1,1,0,0,Asia,6.2815123,1.0010242,52,5.9221854,7.5945091,9.5706043,9.2061415,6.8467441,6.1755056,-5.4712191,11.308621,8.9244261,4.5253067,7.4324336,2.933218,4.8998404,1
Kuwait,1982,KWT,23.00187457517956,7.77679842690851,,61768.086,1.511314,.15773781,4.0549545,0,1,0,0,Rich,,.025175022,0,,,,,,,,,,,,,,0
Lao PDR,1972,LAO,,,,1936.6482,2.8408411,.21014823,.0744133,0,0,1,0,Asia,,-.77295107,,,,,,,,,,,,,,,0
Lao PDR,1986,LAO,-6.252666102732602,,49.0149641148773,3930.0654,3.7940431,.23195221,.10873795,0,0,1,0,Asia,,-.77295107,0,4.8851333,5.0699639,,,,,-1.4257923,-2.010201,14.190637,6.7045789,4.2965636,5.5598578,5.9125566,0
Lao PDR,1997,LAO,-11.79156278393604,27.5088624491449,136.4534358048275,7591.4214,5.056519,.17185622,.12517257,0,0,1,0,Asia,,-.77295107,0,6.8720913,6.9283237,7.0312543,8.1590185,5.9125566,5.5598578,3.967608,7.306376,5.7987823,5.7514129,5.9187436,6.0670023,6.3576956,0
Lebanon,1984,LBN,,,,14464.069,2.6672201,.67480421,.54143614,0,0,1,0,MidEast,,-.32909599,0,,,,,,,,,,,-42.451118,26.533159,49.44738,0
Lebanon,1990,LBN,,,51.63708494007565,10469.172,2.703016,.50725454,.36195263,0,1,1,0,MidEast,,-.32909599,0,26.533159,-42.451118,,,,,49.44738,16.438345,10.76567,8.1052418,6.4488626,11.285935,1.0549667,0
Liberia,1980,LBR,,,73.76126558143957,4071.0361,1.888314,.086508632,.19361511,0,0,0,1,Africa,,-1.3996537,28,,,,,,,,,,,,,,1
Liberia,1991,LBR,,,,1578.8558,2.060267,.050490789,.073146813,0,1,0,0,Africa,,-1.3996537,0,,,,,,,,,,,,,,0
Libya,2002,LBY,3.388359218822083,-9.79764705882358,,,,,,0,0,1,0,Africa,,-1.2729282,0,-.95884937,-1.7628782,3.6792133,,,,13.016001,4.4616299,11.870728,6.5005474,6.3523169,2.6673558,-.79014182,0
Sri Lanka,1978,LKA,-2.399057980450424,12.141597276466,55.23980291135104,38697.227,14.533376,.078220047,.26097241,0,0,1,0,Asia,9.9954748,-.16973329,,5.6538367,5.1005902,3.3351066,6.1262331,3.8458309,7.0573988,6.4035568,5.8460264,5.6995249,4.1414957,4.8139911,5.0991464,4.9994063,1
Lesotho,1985,LSO,52.91779381200797,13.3208255159471,34.94317954945848,1856.8092,1.472192,.19057515,.1280559,0,0,1,0,Africa,,-.3847304,0,2.6102493,5.5348978,1.9861654,4.4572039,.69463813,-2.7447793,4.6848559,.72972822,8.6019192,5.7952442,6.0454731,6.9666071,6.9563651,0
Lesotho,2015,LSO,-3.092810371109716,3.17186061878882,31.84623442705927,6528.1367,2.1746449,.29871237,.15151034,0,0,1,0,Africa,,-.3847304,,2.7174759,2.8172896,2.1557212,5.8999181,6.630033,6.4296398,3.2185533,-2.2772403,1.1341882,,,,,0
Lithuania,1992,LTU,,,,36062.895,3.6881001,.32081875,.92680538,0,0,1,0,Rich,,.7463249,74,,,,,,,,,,5.1499591,8.2932291,7.4671755,-1.1346427,1
Luxembourg,2008,LUX,7.798242655437234,3.40187963025566,,43228.168,.48510501,.16362354,4.7801485,1,1,0,0,Rich,,1.7723917,0,-1.2795856,8.3545532,5.1784859,3.1724427,3.6121767,1.629287,-4.3586068,4.8649683,2.5392349,-.35251921,3.6543703,4.2967863,4.3064327,0
Latvia,1992,LVA,,951.696194870801,,26802.08,2.6202459,.36373124,.96952075,0,0,1,0,Europe,,.69526178,54,,,,,,,,,-1.7987884,2.5460558,8.9392481,6.3651638,2.8277936,1
Latvia,1995,LVA,-.2792496705926179,24.975935531675,,20582.85,2.5084729,.43475583,.73823512,0,1,0,0,Europe,.71941,.69526178,86,-1.7987884,,,,,,2.5460558,8.9392481,6.3651638,2.8277936,5.5951982,6.3190618,7.1159673,1
Latvia,2008,LVA,-12.59338676052166,15.4023191064986,,43901.086,2.171881,.28107524,1.0843003,0,1,0,0,Europe,6.7545753,.69526178,62,-3.3463671,10.010852,11.888097,10.743382,8.3413591,8.4363842,-14.238147,-4.4734411,6.2851186,4.1342316,2.3280044,1.9151903,3.2605243,1
Morocco,1980,MAR,-6.473713434700831,9.408379474379551,45.68664341218361,53250.164,20.019848,.27346805,.23887388,0,1,0,0,MidEast,4.8518133,-.12556395,32,3.6421647,4.793787,2.2326634,6.0591679,10.812781,7.5582213,-1.7434349,8.9573717,1.3865696,6.4183865,6.0076523,9.2711058,-.32500407,1
Morocco,1983,MAR,-5.450245562730522,6.20793538870313,83.07868841417873,63261.707,21.528502,.28148916,.29797021,0,0,0,1,MidEast,1.9733565,-.12556395,56,1.3865696,8.9573717,-1.7434349,3.6421647,4.793787,2.2326634,6.4183865,6.0076523,9.2711058,-.32500407,11.875236,2.8462026,3.4118123,1
Moldova,1999,MDA,-5.797829527022322,39.2559806891746,99.26703161590902,7572.3779,4.2242732,.25024521,.14174344,0,0,1,0,Europe,11.349051,-.59329057,145,-3.3682544,-6.542192,1.6470644,-5.8770604,,,2.1077161,6.1000004,7.7999997,6.5999999,7.3999996,7.5,4.7999997,1
