Country,year,Country_code,GDPCAP,advecon,Banking,Currency,Debt,IMF,LLevels1,LLevels2,LLevels3,LLevels4,LLevels5,FLevels1,FLevels2,FLevels3,FLevels4,FLevels5,FLevels6
Kazakhstan,1999,KAZ,4078.440998996418,0,0,1,0,1,3933.469,3940.9443,3814.4177,3738.3237,3989.1365,4491.5918,5106.6343,5606.853,6107.709,6647.6924,7227.9829
Kazakhstan,2008,KAZ,8641.670034253493,0,1,0,0,0,8523.7666,7917.1948,7227.9829,6647.6924,6107.709,8573.708,9070.4883,9603.2441,9923.4219,10368.499,10646.034
Kazakhstan,2015,KAZ,10617.47465504905,0,0,1,0,0,10646.034,10368.499,9923.4219,9603.2441,9070.4883,10582.701,10867.738,11165.573,11518.519,,
Kenya,1985,KEN,832.4876001538625,0,1,0,0,1,828.62201,845.90222,867.71094,888.52051,889.93677,859.98639,878.68195,900.68689,910.80634,917.4082,900.35211
Kenya,1992,KEN,864.7869332332218,0,1,0,0,1,900.35211,917.4082,910.80634,900.68689,878.68195,840.9411,837.00385,848.14777,857.948,837.81061,841.49445
Kyrgyz Republic,1997,KGZ,611.4243463578875,0,0,1,0,1,564.44153,534.95874,571.31299,714.64899,845.57489,614.89233,627.96979,654.31201,682.62402,676.26971,716.26434
Cambodia,1971,KHM,,0,0,1,0,0,,,,,,,,,,,
"Korea, Rep.",1997,KOR,13671.95724299226,1,1,0,0,1,12998.674,12163.342,11208.681,10361.642,9793.8633,12877.368,14252.343,15414.292,16038.726,17178.17,17627.215
Kuwait,1982,KWT,,0,1,0,0,0,,,,,,,,,,,
Lao PDR,1972,LAO,,0,0,1,0,0,,,,,,,,,,,
Lao PDR,1986,LAO,440.5740492897572,0,0,1,0,0,432.16324,422.95935,,,,421.91299,401.57758,445.48706,462.00174,468.56424,481.30481
Lao PDR,1997,LAO,600.9330675374297,0,0,1,0,0,573.54852,547.97498,523.93756,496.56561,481.30481,613.32452,646.72961,672.87524,700.27808,730.42914,763.15875
Lebanon,1984,LBN,,0,0,1,0,0,,,,,,,,,4310.6499,2442.7378,3006.4141
Lebanon,1990,LBN,3006.413992728471,0,1,1,0,0,2442.7378,4310.6499,,,,4310.5186,4767.1196,5003.8071,5159.4731,5297.5967,5761.127
Liberia,1980,LBR,,0,0,0,1,1,,,,,,,,,,,
Liberia,1991,LBR,,0,1,0,0,0,,,,,,,,,,,
Libya,2002,LBY,8448.110080608823,0,0,1,0,0,8667.5625,8963.6621,8779.8994,,,9395.7695,9660.9326,10642.895,11164.805,11699.316,11844.94
Sri Lanka,1978,LKA,835.2949466781281,0,0,1,0,1,805.00793,780.18488,769.1524,738.34412,724.40784,873.448,909.32428,946.23767,970.90723,1003.1869,1039.5416
Lesotho,1985,LSO,554.2272606403781,0,0,1,0,0,553.34351,537.66174,541.10852,532.13861,543.27374,566.98273,558.70319,593.89124,614.89813,637.83691,667.08972
Lesotho,2015,LSO,1289.109364148383,0,0,1,0,0,1259.5347,1247.4602,1233.7278,1166.7114,1119.8436,1325.0514,1273.2997,1247.7063,1233.0399,,
Lithuania,1992,LTU,,1,0,1,0,1,,,,,,,,1543.3125,1635.3105,1784.3369,1931.6727
Luxembourg,2008,LUX,108683.2877515259,1,1,0,0,0,112077.59,105045.83,101479.69,99875.82,97773.766,102039.07,105067.72,105367.45,102504.52,103822.95,105761.61
Latvia,1992,LVA,,1,0,1,0,1,,,,,,,,7323.8682,7597.1421,8353.3711,8967.1973
Latvia,1995,LVA,7323.868287914046,1,1,0,0,1,,,,,,7597.1421,8353.3711,8967.1973,9288.2891,9910.1865,10673.753
Latvia,2008,LVA,19038.00084334751,1,1,0,0,1,19487.375,17567.463,15543.909,13887.413,12660.389,16594.973,16197.293,17561.939,18537.133,19169.59,19558.73
Morocco,1980,MAR,1351.20799652803,0,1,0,0,1,1336.0441,1306.472,1309.1921,1263.8883,1166.9406,1295.496,1377.4171,1363.2651,1417.2806,1469.1986,1571.6366
Morocco,1983,MAR,1363.2651938892,0,0,0,1,1,1377.4171,1295.496,1351.208,1336.0441,1306.472,1417.2806,1469.1986,1571.6366,1535.1381,1684.4094,1699.9557
Moldova,1999,MDA,1413.891729617919,0,0,1,0,1,1460.8795,1562.5123,1531.519,1623.8923,,1446.6315,1538.3123,1662.1454,1776.8433,1913.0577,2061.5471
Moldova,2002,MDA,1662.145354005349,0,0,0,1,0,1538.3123,1446.6315,1413.8917,1460.8795,1562.5123,1776.8433,1913.0577,2061.5471,2166.5146,2236.6868,2415.7429
Madagascar,1981,MDG,623.9447308113421,0,0,0,1,1,711.95459,725.79175,679.90668,718.7655,722.46362,594.67004,582.96729,576.45313,566.74255,561.74109,552.56097
Madagascar,1984,MDG,576.453121629746,0,0,1,0,1,582.96729,594.67004,623.9447,711.95459,725.79175,566.74255,561.74109,552.56097,555.4931,561.9035,562.99799
Madagascar,1988,MDG,555.4931293103338,0,1,0,0,1,552.56097,561.74109,566.74255,576.45313,582.96729,561.9035,562.99799,512.2923,503.23453,498.6366,483.50903
Maldives,1975,MDV,,0,0,1,0,0,,,,,,,,,,,
Mexico,1977,MEX,6618.138513064774,0,0,1,0,1,6571.2314,6465.7695,6287.6338,6117.5884,5841.2222,7029.2402,7520.9805,8016.8853,8494.0127,8253.4463,7784.8584
Mexico,1994,MEX,8373.513900058459,0,1,0,0,1,8117.0898,8104.2915,7970.1445,7790.7993,7548.9766,7717.7212,8109.1987,8530.3545,8835.876,8946.1338,9253.9678
Mali,1987,MLI,463.5900606708077,0,1,0,0,1,470.61942,465.35849,393.76416,402.73221,403.9075,491.18845,503.97369,482.46558,527.54395,498.17224,500.57938
Myanmar,1990,MMR,201.5644167471796,0,0,1,0,0,198.94791,194.94905,223.71707,237.30319,244.39502,197.59985,214.07591,224.42036,238.45908,252.01721,264.93124
Myanmar,1996,MMR,264.9312422445648,0,0,1,0,0,252.01721,238.45908,224.42036,214.07591,197.59985,276.32953,288.79401,316.44925,355.79837,391.92026,434.65997
Myanmar,2001,MMR,391.920255840028,0,0,1,0,0,355.79837,316.44925,288.79401,276.32953,264.93124,434.65997,490.24301,551.97858,621.94012,698.25708,776.93842
Myanmar,2007,MMR,776.9384287310489,0,0,1,0,0,698.25708,621.94012,551.97858,490.24301,434.65997,851.32886,935.13727,1018.1317,1066.8424,1135.6475,1220.9178
Myanmar,2012,MMR,1135.647435068797,0,0,1,0,0,1066.8424,1018.1317,935.13727,851.32886,776.93842,1220.9178,1307.6777,1388.5005,1458.2512,1541.847,1635.9446
Mongolia,1990,MNG,1761.222224511976,0,0,1,0,1,1855.8021,1825.1002,1784.5327,1774.6566,1668.4905,1583.618,1420.6481,1363.6559,1382.2086,1459.1202,1479.7853
Mongolia,1997,MNG,1524.828115140926,0,0,1,0,1,1479.7853,1459.1202,1382.2086,1363.6559,1420.6481,1562.4294,1596.4674,1600.4922,1632.6475,1693.3569,1793.2516
Mongolia,2008,MNG,2601.199527621299,0,1,0,0,1,2423.6721,2228.4211,2079.1265,1961.8361,1793.2516,2527.9602,2643.2871,3043.8674,3353.0947,3669.5354,3880.3474
Mozambique,1984,MOZ,168.9441172020827,0,0,0,1,0,183.54085,222.18793,244.19891,238.22739,,168.91891,164.46452,188.96854,204.91829,217.42088,216.52885
Mozambique,1987,MOZ,188.968530524654,0,1,1,0,1,164.46452,168.91891,168.94412,183.54085,222.18793,204.91829,217.42088,216.52885,221.38556,200.63129,213.1721
Mozambique,2015,MOZ,580.0501072160095,0,0,1,0,1,559.13605,535.39374,514.59204,493.16064,471.90436,585.18188,589.71906,592.51044,588.72961,,
Mauritania,1984,MRT,1586.929093104967,0,1,0,0,1,1687.5016,1674.7373,1765.8386,1757.7455,1750.9614,1589.1895,1634.4056,1621.0964,1605.7021,1638.7194,1568.1952
Malawi,1982,MWI,371.0279705054901,0,0,0,1,1,370.63702,401.47876,411.36649,405.97964,381.50452,375.0054,382.24664,383.01938,362.349,346.76425,337.25354
Malawi,1994,MWI,317.5901187811481,0,0,1,0,1,355.1106,324.54895,353.35458,331.75107,325.26013,367.0015,386.84482,392.04486,396.22098,396.91644,392.52484
Malawi,2012,MWI,482.9236243738424,0,0,1,0,1,487.7305,478.6687,460.9245,437.8952,418.58817,493.81781,507.53766,507.54834,506.25073,512.64758,521.35339
Malaysia,1997,MYS,7041.671918243593,0,1,0,0,0,6731.4009,6277.6118,5861.7456,5503.0005,5134.5884,6360.6577,6588.1982,7007.043,6890.3652,7112.0557,7374.3423
Namibia,1984,NAM,3834.019466877732,0,0,1,0,0,3947.2415,4117.0425,4225.9043,4277.105,,3736.5105,3782.7527,3774.4951,3663.5503,3598.4634,3551.979
Namibia,2015,NAM,6369.716473611748,0,0,1,0,0,6220.6616,5968.2295,5750.6616,5570.248,5394.9966,6255.2886,6076.1611,6028.8711,5881.292,,
New Caledonia,1981,NCL,,0,0,1,0,0,,,,,,,,,,,
Niger,1983,NER,626.2914921432022,0,1,0,1,1,670.47241,675.34747,696.28577,734.69366,705.83716,506.16806,529.72882,547.32141,532.10437,552.13031,540.80621
Niger,1994,NER,469.9932711247561,0,0,1,0,1,477.47598,492.25241,498.78488,517.34882,540.80621,465.20508,449.73532,440.83194,467.89905,450.46054,429.24353
Nigeria,1983,NGA,1366.342621520937,0,0,1,1,0,1573.2782,1732.5919,2049.2007,2023.3491,1952.4016,1317.3601,1359.958,1325.8237,1332.7955,1393.397,1383.5198
Nigeria,1989,NGA,1383.519791103224,0,0,1,0,1,1393.397,1332.7955,1325.8237,1359.958,1317.3601,1507.0776,1474.4574,1504.3274,1437.2783,1376.4409,1341.6162
Nigeria,1991,NGA,1474.457449770217,0,1,0,0,1,1507.0776,1383.5198,1393.397,1332.7955,1325.8237,1504.3274,1437.2783,1376.4409,1341.6162,1363.5463,1369.0935
Nigeria,1997,NGA,1369.093507740166,0,0,1,0,0,1363.5463,1341.6162,1376.4409,1437.2783,1504.3274,1369.8766,1343.9075,1376.4185,1421.7104,1598.8196,1673.2892
Nigeria,2009,NGA,2168.570637596119,0,1,0,0,0,2061.4189,1982.6577,1909.6688,1848.1938,1781.879,2280.4373,2338.0256,2372.4614,2463.8894,2550.47,2549.7231
Nigeria,2016,NGA,2443.440749661012,0,0,1,0,0,2549.7231,2550.47,2463.8894,2372.4614,2338.0256,2399.7319,2383.4204,2374.3694,,,
Nicaragua,1979,NIC,1624.440343164013,0,0,1,0,1,2276.6365,2546.7153,2423.5276,2375.8347,2454.1877,1650.3778,1689.9249,1630.0496,1659.8109,1591.988,1489.6455
Nicaragua,1985,NIC,1489.6454836687,0,0,1,0,0,1591.988,1659.8109,1630.0496,1689.9249,1650.3778,1440.2469,1398.4197,1198.0104,1151.9791,1126.4135,1099.4817
Nicaragua,1990,NIC,1126.413398262612,0,1,1,0,1,1151.9791,1198.0104,1398.4197,1440.2469,1489.6455,1099.4817,1079.2136,1051.37,1063.4615,1103.7739,1151.6724
Netherlands,2008,NLD,52778.96433425098,1,1,0,0,0,51859.313,50082.699,48485.141,47621.898,46857.563,50582.813,50999.746,51549.844,50830.25,50614.637,51150.699
Norway,1991,NOR,61789.41066660953,1,1,0,0,0,60226.715,59288.637,58922.109,59391.574,58641.98,63629.688,65051.797,67952.43,70409.719,73575.992,77045.297
Nepal,1984,NPL,306.2933967284349,0,0,1,0,1,285.79462,301.51633,297.38376,280.89886,294.22015,317.77054,324.92844,323.23773,340.44653,347.01678,354.25751
Nepal,1992,NPL,371.9694226985987,0,0,1,0,1,367.10764,354.25751,347.01678,340.44653,323.23773,375.88962,396.12195,399.69501,411.19095,422.49423,426.30804
New Zealand,1984,NZL,24998.69907426351,1,0,1,0,0,24062.563,23568.979,23585.037,22622.695,22363.945,25245.828,25935.441,25962.449,25799.586,25717.43,25520.072
Pakistan,1972,PAK,450.3759152875305,0,0,1,0,1,459.06342,469.43771,433.07434,421.60611,403.76978,469.0675,472.15518,477.96786,487.88184,491.96271,515.29828
Panama,1983,PAN,4537.453503700737,0,0,0,1,1,4861.0591,4723.0962,4428.6909,4011.9526,3934.1333,4556.3203,4676.209,4737.7949,4552.2334,3859.4177,3837.3
Panama,1988,PAN,3859.417663177798,0,1,0,0,0,4552.2334,4737.7949,4676.209,4556.3203,4537.4536,3837.3,4061.5906,4352.2627,4612.6328,4765.0708,4801.3115
Peru,1976,PER,3792.285282882759,0,0,1,0,1,3838.4795,3780.1099,3550.5881,3433.4126,3410.4929,3707.2725,3517.3352,3569.2393,3687.8003,3797.7993,3698.6458
Peru,1978,PER,3517.33512230555,0,0,0,1,1,3707.2725,3792.2854,3838.4795,3780.1099,3550.5881,3569.2393,3687.8003,3797.7993,3698.6458,3235.6228,3274.5046
Peru,1981,PER,3797.799269559379,0,0,1,0,1,3687.8003,3569.2393,3517.3352,3707.2725,3792.2854,3698.6458,3235.6228,3274.5046,3265.4097,3492.3972,3746.7131
Peru,1983,PER,3235.622764591303,0,1,0,0,1,3698.6458,3797.7993,3687.8003,3569.2393,3517.3352,3274.5046,3265.4097,3492.3972,3746.7131,3318.8433,2848.1912
Peru,1988,PER,3318.843298826775,0,0,1,0,0,3746.7131,3492.3972,3265.4097,3274.5046,3235.6228,2848.1912,2650.2139,2654.7881,2589.3428,2673.7402,2947.0273
Philippines,1983,PHL,1763.354457817375,0,1,1,1,1,1778.842,1764.3496,1753.3234,1713.7096,1667.1329,1590.3417,1434.7922,1444.4419,1467.0297,1525.3066,1578.4578
Philippines,1997,PHL,1665.354632537676,0,1,0,0,0,1619.3813,1565.4082,1530.6057,1501.2128,1505.684,1619.3604,1633.0961,1668.7156,1683.3147,1709.557,1760.0349
Papua New Guinea,1995,PNG,1872.117027182736,0,0,1,0,1,1982.657,1915.5488,1658.3789,1490.7616,1393.1851,1968.627,1845.7867,1733.2148,1723.8679,1643.083,1606.196
Poland,1981,POL,,0,0,0,1,0,,,,,,,,,,,
Poland,1992,POL,5631.910834600926,0,1,0,0,1,5510.6187,5947.4458,,,,5827.6021,6123.1113,6549.1328,6944.3525,7387.3608,7727.418
Portugal,1983,PRT,12584.39954648311,1,0,1,0,1,12664.847,12476.097,12384.354,11969.68,11452.864,12300.423,12611.206,13121.49,13962.586,15023.869,16014.854
Portugal,2008,PRT,22881.67268142646,1,1,0,0,0,22841.768,22327.008,22009.643,21879.451,21546.426,22146.166,22520.643,22171.242,21358.104,21277.5,21562.006
Paraguay,1982,PRY,3205.122858317667,0,0,0,1,0,3345.7393,3152.6323,2900.9507,2663.7866,2440.5994,3018.2151,3013.9495,3060.3552,3121.5527,3264.4814,3362.5845
Paraguay,1984,PRY,3013.949443826887,0,0,1,0,0,3018.2151,3205.1228,3345.7393,3152.6323,2900.9507,3060.3552,3121.5527,3264.4814,3362.5845,3498.9773,3547.4834
Paraguay,1989,PRY,3498.977336182502,0,0,1,0,0,3362.5845,3264.4814,3121.5527,3060.3552,3013.9495,3547.4834,3577.4521,3547.5596,3632.3823,3734.8906,3897.2212
Paraguay,1995,PRY,3897.221200200713,0,1,0,0,0,3734.8906,3632.3823,3547.5596,3577.4521,3547.4834,3868.8169,3943.8237,3861.7148,3729.73,3570.282,3471.865
Paraguay,2002,PRY,3406.168949839935,0,0,1,0,1,3471.865,3570.282,3729.73,3861.7148,3943.8237,3489.6133,3569.3738,3586.9763,3702.749,3848.0422,4042.1812
Romania,1996,ROU,5108.603764110894,0,0,1,0,1,4902.3369,4605.3535,4424.687,4352.1313,4727.4556,4874.8989,4785.8433,4775.3071,4899.1772,5227.2593,5627.4512
Romania,1998,ROU,4785.843091108885,0,1,0,0,1,4874.8989,5108.604,4902.3369,4605.3535,4424.687,4775.3071,4899.1772,5227.2593,5627.4512,5800.8872,6442.4141
Russian Federation,1998,RUS,5505.69725752101,0,1,1,1,1,5804.2148,5714.626,5928.9565,6183.9048,7070.5352,5876.2031,6491.0723,6851.1138,7206.1895,7767.4053,8360.252
Russian Federation,2008,RUS,11087.821053001,0,1,0,0,0,10535.126,9693.1982,8929.3008,8360.252,7767.4053,10219.895,10674.996,11125.345,11553.576,11731.382,11608.759
Russian Federation,2014,RUS,11608.7586367575,0,0,1,0,0,11731.382,11553.576,11125.345,10674.996,10219.895,11355.236,11356.4,11550.525,11875.733,12122.607,
Rwanda,1991,RWA,380.0761365351191,0,0,1,0,1,378.91623,388.86588,399.36896,399.54898,420.49841,425.31326,418.18484,219.53351,301.93643,330.42123,352.3475
Sudan,1979,SDN,831.206710456986,0,0,0,1,1,905.20221,995.00531,968.21069,857.47876,765.23584,815.64166,846.74475,866.89124,855.39709,786.64185,714.99829
Sudan,1981,SDN,846.744739994191,0,0,1,0,1,815.64166,831.20673,905.20221,995.00531,968.21069,866.89124,855.39709,786.64185,714.99829,732.33112,813.99426
Sudan,1988,SDN,790.324191849754,0,0,1,0,0,813.99426,732.33112,714.99829,786.64185,855.39709,839.02032,772.95795,809.80865,841.01959,856.85394,843.07715
Sudan,1993,SDN,856.853937694057,0,0,1,0,0,841.01959,809.80865,772.95795,839.02032,790.32422,843.07715,870.297,897.49451,965.8927,980.41376,983.43549
Sudan,2012,SDN,1825.57805916639,0,0,1,0,0,1629.7759,1489.8741,1477.7347,1469.9696,1401.1968,1903.4452,1988.9484,2019.4989,2042.1128,2086.9719,2095.0479
Senegal,1981,SEN,1199.094136980434,0,0,0,1,1,1172.1538,1157.0647,1108.3279,1181.8329,1244.2214,1258.0448,1151.9436,1161.4534,1165.6681,1166.1962,1202.1919
Senegal,1988,SEN,1156.893395678946,0,1,0,0,1,1202.1919,1166.1962,1165.6681,1161.4534,1151.9436,1167.1453,1124.1428,1119.9393,1101.4099,1084.2761,1053.7477
Senegal,1994,SEN,1053.747716789844,0,0,1,0,1,1084.2761,1101.4099,1119.9393,1124.1428,1167.1453,1082.075,1076.3473,1082.6475,1119.9043,1162.7882,1179.7524
Sierra Leone,1977,SLE,461.6037738201562,0,0,0,1,1,471.48706,483.81866,485.96414,479.32346,478.34775,462.45193,472.71533,484.64334,487.72375,500.06705,478.77429
Sierra Leone,1983,SLE,478.7742991844351,0,0,1,0,1,500.06705,487.72375,484.64334,472.71533,462.45193,486.5874,448.90265,441.5278,459.21414,414.53897,407.9664
Sierra Leone,1989,SLE,407.9663917613144,0,0,1,0,0,414.53897,459.21414,441.5278,448.90265,486.5874,415.25677,422.19885,342.00018,348.20377,342.94275,315.93533
Sierra Leone,1998,SLE,302.5341802274849,0,0,1,0,0,300.39532,320.82724,315.93533,342.94275,348.20377,291.17062,302.26434,272.99136,330.39566,344.82614,351.82187
El Salvador,1986,SLV,2042.506042368596,0,0,1,0,0,2065.708,2080.7664,2081.5635,2079.3833,2253.0474,2066.9097,2078.7471,2071.575,2143.0391,2145.7019,2264.8574
El Salvador,1989,SLV,2071.574952668997,0,1,0,0,1,2078.7471,2066.9097,2042.506,2065.708,2080.7664,2143.0391,2145.7019,2264.8574,2364.2871,2443.3757,2528.7495
Serbia,2000,SRB,3517.938043383927,0,0,1,0,1,3304.1133,3634.7163,3503.8965,3259.1995,3064.0334,3766.3997,4010.405,4195.2876,4584.731,4852.8403,5120.8091
South Sudan,2015,SSD,730.9321108856491,0,0,1,0,0,831.85052,820.23346,742.34235,1416.4298,1535.7069,,,,,,
Suriname,1990,SUR,6086.137304805417,0,0,1,0,0,6502.71,6372.2764,6032.8916,6550.2705,6595.1851,6131.8125,6044.3965,5542.3198,5637.6255,5551.4761,5527.478
Suriname,1995,SUR,5551.475833166653,0,0,1,0,0,5637.6255,5542.3198,6044.3965,6131.8125,6086.1372,5527.478,5765.8984,5825.7446,5675.7793,5726.5054,5896.5273
Suriname,2001,SUR,5896.527352231203,0,0,1,0,0,5726.5054,5675.7793,5825.7446,5765.8984,5527.478,5990.5591,6293.4443,6748.9663,6971.0386,7289.8032,7574.147
Suriname,2016,SUR,7966.764373543615,0,0,1,0,1,8464.7588,8856.4854,8930.4863,8772.9287,8639.9863,8011.9365,8328.3027,8341.9268,,,
Slovak Republic,1998,SVK,10219.01674940236,1,1,0,0,0,9831.9717,9299.0918,8740.2041,8281.8672,7828.7515,10197.781,10330.717,10686.396,11172.354,11794.491,12419.637
Slovenia,1992,SVN,,1,1,0,0,0,,,,,,,,15156.705,15651.96,16464.475,17041.535
Slovenia,2008,SVN,25455.16091901273,1,1,0,0,0,24630.941,23152.951,21964.771,21197.764,20325.328,23321.938,23532.48,23685.918,23012.361,22744.607,23351.236
Sweden,1991,SWE,37099.10389188635,1,1,0,0,0,37785.867,37793.715,37062.766,36304.453,35243.773,36454.828,35495.043,36628.738,37870.918,38407.898,39564.563
Sweden,1993,SWE,35495.0437570786,1,0,1,0,0,36454.828,37099.105,37785.867,37793.715,37062.766,36628.738,37870.918,38407.898,39564.563,41247.617,42965.984
Sweden,2008,SWE,53059.45392536901,1,1,0,0,0,53716.445,52316.965,50268.176,49066.895,47212.707,50326.223,52869.043,54147.941,53432.645,53611.102,54492.598
Seychelles,2008,SYC,10645.08669611059,0,0,1,1,1,11124.657,10126.29,9450.2793,8709.7822,8932.1953,10486.189,10804.685,11967.362,11999.954,12489.314,12850.493
Syrian Arab Republic,1988,SYR,,0,0,1,0,0,,,,,,,,,,,
Chad,1983,TCD,472.4621209720916,0,1,0,0,0,418.30829,406.14227,410.71426,446.21396,579.18958,469.96182,556.89575,518.70386,490.82639,548.89142,557.32666
Chad,1994,TCD,494.8307038917416,0,0,1,0,1,464.14923,568.60388,543.55017,517.08435,557.32666,484.57779,478.85873,488.90408,504.95239,483.85172,462.25424
Togo,1979,TGO,659.0756998147791,0,0,0,1,1,712.90338,656.73657,627.46875,654.95514,653.95587,733.46112,686.07892,638.06256,581.31445,591.36548,602.69727
Togo,1993,TGO,445.2645164057684,0,1,0,0,1,535.48187,569.64984,587.1452,603.89838,596.73669,500.59842,526.37506,556.74725,617.32587,584.05359,580.01715
Thailand,1997,THA,3546.403063065265,0,1,0,0,1,3690.2698,3531.7925,3299.3845,3083.218,2874.1394,3236.3882,3345.6069,3458.3528,3544.4424,3731.2734,3969.7349
Tajikistan,2015,TJK,935.989375302674,0,0,1,0,0,904.53522,868.04163,827.21411,787.22888,749.55243,976.37061,1020.1761,1071.1044,1123.1927,,
Turkmenistan,2008,TKM,3949.045833391357,0,0,1,0,0,3489.3264,3181.0679,2899.9534,2593.5164,2495.2825,4129.541,4439.2021,5006.2817,5462.9111,5909.6621,6399.1733
Trinidad and Tobago,1986,TTO,6510.071297159625,0,0,1,0,0,6806.0469,7191.9526,7744.8579,8773.373,8590.582,6155.1021,5866.603,5776.144,5823.6401,5965.8745,6527.7681
Trinidad and Tobago,1989,TTO,5776.144043010021,0,0,0,1,1,5866.603,6155.1021,6510.0713,6806.0469,7191.9526,5823.6401,5965.8745,6527.7681,6448.0093,6646.3716,6873.8853
Tunisia,1991,TUN,2260.865539982628,0,1,0,0,0,2224.834,2107.6025,2118.7036,2166.5537,2079.877,2384.7117,2386.4873,2415.1182,2429.2542,2562.9863,2665.6809
Turkey,1978,TUR,5380.600233361614,0,0,1,1,1,5421.0728,5362.3218,4967.2427,4744.2939,4600.6021,5228.3662,4986.5239,5111.0327,5173.8901,5310.1689,5544.0225
Turkey,1982,TUR,5173.890331523196,0,1,0,0,1,5111.0327,4986.5239,5228.3662,5380.6001,5421.0728,5310.1689,5544.0225,5659.2173,5935.8828,6375.2676,6403.8145
Turkey,1984,TUR,5544.022657415178,0,0,1,0,1,5310.1689,5173.8901,5111.0327,4986.5239,5228.3662,5659.2173,5935.8828,6375.2676,6403.8145,6308.6338,6774.4048
Turkey,1991,TUR,6708.878988221083,0,0,1,0,0,6774.4048,6308.6338,6403.8145,6375.2676,5935.8828,6931.8975,7343.0894,6889.5903,7315.1733,7731.1724,8186.2383
Turkey,1996,TUR,7731.172273399911,0,0,1,0,0,7315.1733,6889.5903,7343.0894,6931.8975,6708.8789,8186.2383,8252.2246,7860.1953,8278.5254,7686.7896,8062.6987
Turkey,2000,TUR,8278.525648564579,0,1,0,0,1,7860.1953,8252.2246,8186.2383,7731.1724,7315.1733,7686.7896,8062.6987,8405.5605,9102.0479,9790.1357,10340.404
Tanzania,1987,TZA,,0,1,0,0,1,,,,,,494.28073,497.35321,515.69391,509.18564,495.00955,484.37527
Tanzania,1990,TZA,515.693912708574,0,0,1,0,1,497.35321,494.28073,,,,509.18564,495.00955,484.37527,476.52921,479.31567,488.03827
Uganda,1980,UGA,,0,0,1,0,1,,,,,,,402.07932,412.18552,397.81024,372.06836,360.8555
Uganda,1988,UGA,378.307027646808,0,0,1,0,1,362.11829,360.8555,372.06836,397.81024,412.18552,388.38266,399.4361,407.55096,407.67352,427.47003,440.65262
Uganda,1994,UGA,440.6526233789298,0,1,0,0,1,427.47003,407.67352,407.55096,399.4361,388.38266,476.51334,504.43073,514.91516,524.77557,550.69537,551.23999
Ukraine,1998,UKR,1686.92277398542,0,1,1,1,1,1704.2972,1741.0677,1917.4326,2166.678,2797.5686,1699.4951,1817.9729,2006.2675,2131.7312,2353.6042,2658.6887
Ukraine,2008,UKR,3322.00512728069,0,1,0,0,1,3229.6531,2983.8542,2758.5181,2658.6887,2353.6042,2844.3213,2965.1396,3138.4651,3153.7354,3160.0806,3123.9001
Ukraine,2014,UKR,3123.90008935853,0,1,1,0,1,3160.0806,3153.7354,3138.4651,2965.1396,2844.3213,2828.885,2903.7954,2988.5042,3106.0391,3224.5601,
Uruguay,1972,URY,5558.640696619012,0,0,1,0,1,5639.3179,5670.6187,5570.5942,5300.4429,5248.8452,5572.6465,5729.9673,6066.2651,6280.1504,6336.7935,6633.7578
Uruguay,1981,URY,7420.956102521075,0,1,0,0,1,7355.209,6996.4336,6633.7578,6336.7935,6280.1504,6653.2358,5931.1118,5825.7153,5873.3296,6350.4146,6815.4419
Uruguay,1983,URY,5931.111822856795,0,0,1,1,1,6653.2358,7420.9561,7355.209,6996.4336,6633.7578,5825.7153,5873.3296,6350.4146,6815.4419,6873.2515,6904.3765
Uruguay,1990,URY,6878.151921234224,0,0,1,0,1,6904.3765,6873.2515,6815.4419,6350.4146,5873.3296,7071.3931,7577.0972,7721.4893,8223.126,8045.9614,8434.3145
Uruguay,2002,URY,7971.299396145612,0,1,1,1,1,8640.7842,9001.7559,9211.4473,9441.9951,9091.4912,8041.2573,8449.1836,9078.6484,9440.501,10038.883,10732.012
United States,1988,USA,34853.48846891845,1,1,0,0,0,33761.18,32925.227,32118.76,31107.561,29260.586,35793.898,36059.301,35542.141,36287.324,36797.797,37813.758
United States,2007,USA,49856.28148994962,1,1,0,0,0,49405.766,48499.813,47287.594,45980.516,45087.367,49319.48,47648.813,48466.656,48861.879,49595.879,50160.723
Uzbekistan,2000,UZB,979.012014094298,0,0,1,0,0,955.99097,926.51141,902.72693,874.43622,876.42322,1006.9478,1034.2239,1065.527,1131.7645,1196.4224,1269.9813
"Venezuela, RB",1982,VEN,13197.38885086953,0,0,0,1,0,13839.1,14269.386,15345.217,15659.813,15739.383,12371.834,12227.831,11938.232,12391.709,12511.188,12909.481
"Venezuela, RB",1984,VEN,12227.83077713832,0,0,1,0,0,12371.834,13197.389,13839.1,14269.386,15345.217,11938.232,12391.709,12511.188,12909.481,11515.181,11968.854
"Venezuela, RB",1989,VEN,11515.18061688047,0,0,1,0,1,12909.481,12511.188,12391.709,11938.232,12227.831,11968.854,12830.405,13302.582,13047.762,12469.671,12692.595
"Venezuela, RB",2002,VEN,10848.81714990021,0,0,1,0,0,12122.122,11944.204,11739.113,12726.409,12939.583,9830.7363,11429.407,12400.775,13413.016,14374.379,14920.45
"Venezuela, RB",2010,VEN,13825.35711608178,0,0,1,0,0,14239.039,14920.45,14374.379,13413.016,12400.775,14179.436,14735.907,14723.104,14026.366,,
"Venezuela, RB",2017,VEN,,0,0,0,1,0,,,14026.366,14723.104,14735.907,,,,,,
