Country,year,CAB,Infl,EXDEBT,LogInfl,AmountDrawnPercentAgreed,AmountAgreedPercentGDP,Shortterm,simple_conditions,DWDI,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6
Ecuador,1965,,3.0690706617574,,1.1213748,.66666669,.50271291,1,,,,,,,,-.33952564,4.6210737,1.9094384,4.6692381,6.8719292,6.2926064
Ecuador,1966,,5.45372692773339,,1.6962992,.38461539,.53513145,1,,-.33952564,,,,,,4.6210737,1.9094384,4.6692381,6.8719292,6.2926064,5.0176406
Ecuador,1969,,6.32668144851304,,1.8447758,1,.57837516,1,,4.6692381,1.9094384,4.6210737,-.33952564,,,6.8719292,6.2926064,5.0176406,13.950682,11.208509,10.972154
Ecuador,1970,,5.1299874877938,14.19277816756082,1.6351032,.45454547,.76855785,1,,6.8719292,4.6692381,1.9094384,4.6210737,-.33952564,,6.2926064,5.0176406,13.950682,11.208509,10.972154,7.3971877
Ecuador,1972,,7.88189360668076,17.06288282298474,2.0645683,1,.5622853,1,,5.0176406,6.2926064,6.8719292,4.6692381,1.9094384,4.6210737,13.950682,11.208509,10.972154,7.3971877,1.6048421,5.7068248
Ecuador,1983,-.6704568578371503,48.4338747103122,47.30611669426141,3.8801994,1,.98159027,1,16,-.33686876,.61484534,5.612864,3.708683,3.7340484,5.7068248,2.6252732,3.9350014,3.4647825,-.25909871,5.8904672,1.005778
Ecuador,1985,.4431720846906639,27.98321602596,54.64608299080626,3.331605,1,.6246267,1,28,3.9350014,2.6252732,-.33686876,.61484534,5.612864,3.708683,3.4647825,-.25909871,5.8904672,1.005778,3.679914,4.2913423
Ecuador,1986,-3.800408305248326,23.0302261143747,65.99365171285533,3.1368074,.20026526,.57761157,1,27,3.4647825,3.9350014,2.6252732,-.33686876,.61484534,5.612864,-.25909871,5.8904672,1.005778,3.679914,4.2913423,2.1143107
Ecuador,1988,-5.209974797690875,58.2162865411676,91.45855817716748,4.0641651,.2,.77585638,1,29,5.8904672,-.25909871,3.4647825,3.9350014,2.6252732,-.33686876,1.005778,3.679914,4.2913423,2.1143107,1.9732181,4.2582502
Ecuador,1989,-5.147281094944818,75.6481901022001,90.81886199084224,4.3260937,.35714287,1.0140835,1,29,1.005778,5.8904672,-.25909871,3.4647825,3.9350014,2.6252732,3.679914,4.2913423,2.1143107,1.9732181,4.2582502,2.2525487
Ecuador,1991,-4.167516438859011,48.8038277511962,78.89167981424727,3.8878088,.24750666,.60400391,1,18,4.2913423,3.679914,1.005778,5.8904672,-.25909871,3.4647825,2.1143107,1.9732181,4.2582502,2.2525487,1.7317475,4.3278646
Ecuador,1994,-3.955845357771111,27.4425287356321,83.17047155689485,3.312094,.56871766,1.0963768,1,25,4.2582502,1.9732181,2.1143107,4.2913423,3.679914,1.005778,2.2525487,1.7317475,4.3278646,3.2665293,-4.7393856,1.0918015
Ecuador,2000,6.070706466583397,96.0941136930836,100.4201895802082,4.5653281,.66663432,1.6314223,1,60,1.0918015,-4.7393856,3.2665293,4.3278646,1.7317475,2.2525487,4.0156298,4.0967765,2.7228773,8.2110205,5.2913084,4.4035263
"Egypt, Arab Rep.",1977,-5.648516688662252,12.7321627929891,83.95616747171236,2.5441313,.83999997,1.0134175,1,,9.0030441,13.27969,8.939147,1.5589386,3.5068302,3.0556805,8.628768,4.5476894,10.011329,7.3485541,9.9071712,5.0944066
"Egypt, Arab Rep.",1978,-6.238899637543891,11.078100382614,90.87635220719963,2.4049702,.125,5.0716929,0,,8.628768,9.0030441,13.27969,8.939147,1.5589386,3.5068302,4.5476894,10.011329,7.3485541,9.9071712,5.0944066,9.7457628
"Egypt, Arab Rep.",1987,.0497900138696242,19.693593314763,110.5619306469713,2.9802933,.46399999,.79907155,1,18,3.8327527,4.7445254,5.7915058,9.7457628,5.0944066,9.9071712,5.4613204,4.9208684,5.6670294,1.1254046,4.4728594,2.9007907
"Egypt, Arab Rep.",1991,9.010951999999998,19.7485448195578,86.64197305994051,2.9830799,.62798637,.85775191,1,38,1.1254046,5.6670294,4.9208684,5.4613204,3.8327527,4.7445254,4.4728594,2.9007907,3.9731722,4.6424589,4.9887304,5.4923549
"Egypt, Arab Rep.",1993,5.448850515463918,12.0897922868977,65.4923875025721,2.4923615,0,1.1991162,0,56,2.9007907,4.4728594,1.1254046,5.6670294,4.9208684,5.4613204,3.9731722,4.6424589,4.9887304,5.4923549,5.5754976,6.0534387
"Egypt, Arab Rep.",1996,-.283898866608544,7.18710369719991,46.29687479224954,1.9722883,0,.5825941,1,54,4.9887304,4.6424589,3.9731722,2.9007907,4.4728594,1.1254046,5.4923549,5.5754976,6.0534387,6.3700037,3.5352519,2.390204
"Egypt, Arab Rep.",2016,-6.155658359415368,13.8096682847897,21.06006950365615,2.6253688,.22916698,3.5942922,0,,4.3466434,4.3720193,2.9159119,2.1854661,2.2261999,1.7645719,4.181221,5.3141212,5.5576839,,,
Spain,1978,.7809773680050636,19.7736832132249,,2.9843519,0,.11162684,1,,1.4630034,2.8385744,3.3037915,.54220319,5.6187859,7.7884655,.041546345,2.2087283,-.13246861,1.2464617,1.7701156,1.7846876
Estonia,1992,,,,,1,,1,34,,,,,,,,-1.6424212,4.5266786,4.9359732,13.046534,4.3303008
Estonia,1993,,89.81194902772739,,4.4977179,1,.40510115,1,42,,,,,,,-1.6424212,4.5266786,4.9359732,13.046534,4.3303008,-.40343294
Estonia,1995,-3.608085329366284,28.7766137208514,,3.3595631,0,.47050261,1,52,4.5266786,-1.6424212,,,,,4.9359732,13.046534,4.3303008,-.40343294,10.106519,5.9795985
Estonia,1996,-8.390776983325662,23.050343349517,,3.1376808,0,.42366698,1,52,4.9359732,4.5266786,-1.6424212,,,,13.046534,4.3303008,-.40343294,10.106519,5.9795985,6.8023968
Estonia,1997,-11.08770029419881,10.5818789322146,,2.359143,0,.43036351,1,44,13.046534,4.9359732,4.5266786,-1.6424212,,,4.3303008,-.40343294,10.106519,5.9795985,6.8023968,7.56669
Estonia,2000,-5.258902393687928,4.0184895250876,,1.3909061,0,.67952317,1,42,10.106519,-.40343294,4.3303008,13.046534,4.9359732,4.5266786,5.9795985,6.8023968,7.56669,6.7674556,9.4902973,9.7187595
Ethiopia,1981,-3.406419196475485,6.13596718680434,25.16884153051974,1.8141677,1,1.0866113,1,6,,,,,,,.91601384,8.2350054,-2.8480215,-11.144353,9.6616125,13.85933
Ethiopia,1992,-1.143205034383801,10.5274440119592,89.7053380888344,2.3539855,1,.66331667,0,33,-8.6724806,-7.1374798,2.7264519,-.36104417,.50367486,13.85933,13.142834,3.1899645,6.1275115,12.426174,3.1339068,-3.4581392
Ethiopia,1996,.9308573730550628,-8.48424868948822,118.6656060417424,,.33333334,1.5025481,0,14,12.426174,6.1275115,3.1899645,13.142834,-8.6724806,-7.1374798,3.1339068,-3.4581392,5.1621456,6.0732174,8.3013067,1.5147257
Ethiopia,2001,-4.536205965381686,-8.23784453391135,70.24199502496602,,1,1.5508616,0,36,8.3013067,6.0732174,5.1621456,-3.4581392,3.1339068,12.426174,1.5147257,-2.1613598,13.572603,11.818766,10.834727,11.456167
Ethiopia,2009,-6.753483621036119,8.483644045302921,16.54602651531503,2.13814,.73913044,.73044443,1,30,8.8025532,10.788522,11.456167,10.834727,11.818766,13.572603,12.550538,11.178296,8.6478119,10.58227,10.257493,10.392463
Finland,1967,,5.37778183372857,,1.682276,1,1.0006453,1,,2.168829,2.372823,,,,,2.3032899,9.5932875,4.8137369,2.3569214,7.7354856,6.9838281
Finland,1975,-7.256013052404967,17.8113972340213,,2.8798385,0,.39135975,1,,1.8048983,3.2365329,6.9838281,7.7354856,2.3569214,4.8137369,.34438249,.23951083,2.9197073,7.1219263,5.3890481,1.3158789
Fiji,1974,,14.4984695078882,9.797176902627601,2.6740432,0,.69972026,1,,2.6011498,11.612868,7.4852767,6.8889866,12.702711,2.5964105,.53021121,2.7361631,5.9040117,1.8634014,12.22482,-1.603457
France,1969,,6.04596284173893,,1.7993908,1,.69413579,1,,7.1094751,4.4913087,4.9211488,5.2518373,,,6.1086798,5.3167157,4.511374,6.3445807,4.3009191,-.95988476
Gabon,1978,3.09161721068308,10.7641690976807,69.95383687403513,2.3762228,1,.78594965,1,,-24.049206,-12.582091,35.62534,19.190115,39.487095,10.182434,.47440529,2.5529373,5.0953293,-3.0975204,5.6082406,7.5089021
Gabon,1980,8.969254589692334,12.3403592565603,39.26373791099238,2.5128751,0,1.0340133,0,12,2.5529373,.47440529,-24.049206,-12.582091,35.62534,19.190115,5.0953293,-3.0975204,5.6082406,7.5089021,-2.3329494,-.80359775
Gabon,1986,-31.06812590141742,6.2853551225645,61.56326801160973,1.8382224,1,3.4014571,1,40,-.80359775,-2.3329494,7.5089021,5.6082406,-3.0975204,5.0953293,-17.146042,12.845353,8.54531,5.1922374,6.1125035,-3.0901456
Gabon,1989,-4.590789966304708,6.74083769633498,84.781145036216,1.9081842,.24418604,1.31653,1,54,8.54531,12.845353,-17.146042,-.80359775,-2.3329494,7.5089021,5.1922374,6.1125035,-3.0901456,3.9465549,3.7127547,4.9738479
Gabon,1991,1.384331813268075,-11.6861126920889,87.08554695626791,,.14285715,.70902884,1,56,6.1125035,5.1922374,8.54531,12.845353,-17.146042,-.80359775,-3.0901456,3.9465549,3.7127547,4.9738479,3.6250491,5.7383676
Gabon,1994,7.572753786452504,36.1162456962985,113.0088981385676,3.5867429,1,1.3186829,1,36,3.7127547,3.9465549,-3.0901456,6.1125035,5.1922374,8.54531,4.9738479,3.6250491,5.7383676,3.4778335,-8.9326229,-1.8829664
Gabon,1995,10.3786085974057,9.646531040796161,101.6142934759072,2.2665985,.55004531,3.3743114,0,63,4.9738479,3.7127547,3.9465549,-3.0901456,6.1125035,5.1922374,3.6250491,5.7383676,3.4778335,-8.9326229,-1.8829664,2.1352334
Gabon,2000,19.75181601891861,.504920025834855,91.46894864642383,-.68335521,.14279541,2.4091234,1,70,-1.8829664,-8.9326229,3.4778335,5.7383676,3.6250491,4.9738479,2.1352334,-.24903317,2.24733,.68954307,2.6762033,-2.8065784
Gabon,2004,11.91910133704165,.408205307439259,62.37633383339871,-.89598501,.60000002,1.3235008,1,58,.68954307,2.24733,-.24903317,2.1352334,-1.8829664,-8.9326229,2.6762033,-2.8065784,6.0081081,-3.3084307,.13033111,7.0898871
Gabon,2007,22.09312004172427,5.03031883679953,47.16365298018829,1.6154834,0,.94806457,1,37,6.0081081,-2.8065784,2.6762033,.68954307,2.24733,-.24903317,-3.3084307,.13033111,7.0898871,7.0917535,5.2510767,5.6386991
Gabon,2017,,2.65192583143898,46.29443075435051,.97528613,.61524546,4.3129582,0,,.47264203,2.0914421,3.8788993,4.3149643,5.6386991,5.2510767,.84295094,3.9449463,,,,
United Kingdom,1967,,2.48211560474808,,.90911126,1,1.2376578,1,,2.7864747,1.5731004,,,,,5.4410834,1.9240968,3.771188,3.5047176,4.3216677,6.5238485
United Kingdom,1969,,5.44666363048887,,1.6950033,1,.85862923,1,,1.9240968,5.4410834,2.7864747,1.5731004,,,3.771188,3.5047176,4.3216677,6.5238485,-2.4844041,-1.4736495
United Kingdom,1975,-1.433288446107168,24.2072876743291,,3.1866536,1,.35155314,1,,-1.4736495,-2.4844041,6.5238485,4.3216677,3.5047176,3.771188,2.9102662,2.4577506,4.2042603,3.7490168,-2.0313678,-.78774387
United Kingdom,1977,.0551351099995306,15.8402667458767,,2.7625551,.66964287,1.4912107,1,,2.4577506,2.9102662,-1.4736495,-2.4844041,6.5238485,4.3216677,4.2042603,3.7490168,-2.0313678,-.78774387,1.9948912,4.2218566
Georgia,1995,,,48.18499710982718,,.30769232,4.0632381,1,70,2.5999968,-10.399994,-29.300001,-44.899998,-21.1,-14.788226,11.200002,10.519041,3.1049027,2.869257,1.8383411,4.8054533
Georgia,1996,,,45.02304789982664,,1,8.0704346,0,77,11.200002,2.5999968,-10.399994,-29.300001,-44.899998,-21.1,10.519041,3.1049027,2.869257,1.8383411,4.8054533,5.4738369
Georgia,2001,-6.121920532842074,,58.72126603457984,,.45833334,4.2704968,0,58,4.8054533,1.8383411,2.869257,3.1049027,10.519041,11.200002,5.4738369,11.058723,5.7944965,9.5895739,9.4197702,12.578954
Georgia,2004,-6.949832139706159,,44.51745725371315,,1,2.8317115,0,64,5.7944965,11.058723,5.4738369,4.8054533,1.8383411,2.869257,9.5895739,9.4197702,12.578954,2.4185717,-3.6505136,6.2494879
Georgia,2008,-21.9710366794512,,61.17113794575364,,.77245349,9.2262964,1,23,2.4185717,12.578954,9.4197702,9.5895739,5.7944965,11.058723,-3.6505136,6.2494879,7.4000001,6.3690085,3.6213055,4.4319248
Georgia,2012,-11.88112873493446,,77.22688924749863,,0,2.3223712,1,15,6.3690085,7.4000001,6.2494879,-3.6505136,2.4185717,12.578954,3.6213055,4.4319248,3.0222075,2.9064388,4.8426032,4.8699346
Georgia,2014,-10.80700219743567,,83.49282351775158,,.80000001,.86193472,1,,4.4319248,3.6213055,6.3690085,7.4000001,6.2494879,-3.6505136,3.0222075,2.9064388,4.8426032,4.8699346,4.9823503,
Georgia,2017,-8.828879602561432,,110.9763863008106,,.57034218,1.796014,0,,4.8426032,2.9064388,3.0222075,4.4319248,3.6213055,6.3690085,4.8699346,4.9823503,,,,
Ghana,1966,,13.237885462654,,2.5830829,.86263734,1.7118934,1,,-4.2582903,,,,,,3.0753641,.36886033,6.006175,9.7234726,5.2161245,-2.4876554
Ghana,1967,,-8.422485897802851,,,1,1.430871,1,,3.0753641,-4.2582903,,,,,.36886033,6.006175,9.7234726,5.2161245,-2.4876554,2.8845842
Ghana,1968,,7.89473684210538,,2.0661962,1,.71989483,1,,.36886033,3.0753641,-4.2582903,,,,6.006175,9.7234726,5.2161245,-2.4876554,2.8845842,6.8525167
Ghana,1969,,7.3170731626012,,1.9902104,1,.25483534,1,,6.006175,.36886033,3.0753641,-4.2582903,,,9.7234726,5.2161245,-2.4876554,2.8845842,6.8525167,-12.431629
Ghana,1979,3.071953293460521,54.4412883345617,32.00010976041671,3.9971228,.60377359,1.7032931,1,,-2.5149415,8.4759359,2.2741072,-3.5301828,-12.431629,6.8525167,.47169593,-3.503067,-6.9236503,-4.5637374,8.6475697,5.0916171
Ghana,1983,-4.243357752746213,122.874514572592,41.4357298952512,4.8111634,1,6.2839198,1,30,-4.5637374,-6.9236503,-3.503067,.47169593,-2.5149415,8.4759359,8.6475697,5.0916171,5.1991606,4.794899,5.6281686,5.0858727
Ghana,1984,-.8793639881579385,39.6653137947267,44.97824103105691,3.6804771,1,4.1815529,1,32,8.6475697,-4.5637374,-6.9236503,-3.503067,.47169593,-2.5149415,5.0916171,5.1991606,4.794899,5.6281686,5.0858727,3.3288178
Ghana,1986,-1.489628476213011,24.5654160765001,49.39750473890162,3.2013397,1,1.6754738,1,33,5.1991606,5.0916171,8.6475697,-4.5637374,-6.9236503,-3.503067,4.794899,5.6281686,5.0858727,3.3288178,5.2818265,3.8794191
Ghana,1987,-1.929128686327078,39.8150678775363,67.11327789788956,3.6842453,.36894616,9.5616522,0,35,4.794899,5.1991606,5.0916171,8.6475697,-4.5637374,-6.9236503,5.6281686,5.0858727,3.3288178,5.2818265,3.8794191,4.8500004
Ghana,1988,-1.290920600867964,31.3592676264768,61.79806347208305,3.4455099,1,10.046048,0,35,5.6281686,4.794899,5.1991606,5.0916171,8.6475697,-4.5637374,5.0858727,3.3288178,5.2818265,3.8794191,4.8500004,3.2999997
Ghana,1995,-2.222690506598553,59.4615536991445,93.74239614782324,4.08533,.83333331,3.8575745,0,47,4.1124191,3.2999997,4.8500004,3.8794191,5.2818265,3.3288178,4.6024609,4.1963573,4.7003908,4.3999968,3.7,4
Ghana,1999,-12.49197659841203,12.4086689107146,94.02091148377025,2.5183954,.77018356,4.0526986,0,56,4.3999968,4.7003908,4.1963573,4.6024609,4.1124191,3.2999997,3.7,4,4.4999995,5.2000003,5.5999999,5.9000039
Ghana,2003,1.33230066757986,26.6749497261172,111.1626908242459,3.283725,1,3.3856435,0,65,5.2000003,4.4999995,4,3.7,4.3999968,4.7003908,5.5999999,5.9000039,6.3999124,4.3468194,9.1497993,4.8444872
Ghana,2009,-7.303012543011037,19.2507144305153,25.51062604934615,2.9575481,1,2.2921517,0,60,4.8444872,9.1497993,4.3468194,6.3999124,5.9000039,5.5999999,7.8997121,14.047124,9.2927895,7.3125248,2.8974388,2.1782067
Ghana,2015,-5.741223770092916,17.1499695007877,41.42866274828563,2.8419964,.80000001,1.9135064,0,,2.1782067,2.8974388,7.3125248,9.2927895,14.047124,7.8997121,3.447793,8.1434469,6.2634807,6.478395,,
Guinea,1982,,,,,.46000001,,1,12,,,,,,,,,,,3.2999389,6.3081169
Guinea,1986,-6.44335493859749,,99.80452930160355,,.77777779,1.6475244,1,39,,,,,,,3.2999389,6.3081169,4.0034761,4.3240628,2.6134231,3.2709472
Guinea,1987,-1.873587409664381,,108.2196790377817,,.55534244,3.3018301,0,39,3.2999389,,,,,,6.3081169,4.0034761,4.3240628,2.6134231,3.2709472,5.0441446
Guinea,1991,-9.579783855699658,,92.19665553628614,,.80000001,2.6274922,0,44,2.6134231,4.3240628,4.0034761,6.3081169,3.2999389,,3.2709472,5.0441446,3.9700992,4.6076732,4.461575,5.1816034
Guinea,1997,-2.407031967311134,,95.89650020098028,,.88898307,2.5747206,0,66,5.1816034,4.461575,4.6076732,3.9700992,5.0441446,3.2709472,3.6441212,3.8120041,2.5030606,3.6583464,5.1646094,1.2486013
Guinea,2001,-2.100447579329904,,106.4725546887614,,.40000001,2.8912282,0,63,3.6583464,2.5030606,3.8120041,3.6441212,5.1816034,4.461575,5.1646094,1.2486013,2.3401172,2.9972725,1.1644216,6.8274746
Guinea,2007,-7.236484540251754,22.8444219213782,60.20301322019669,3.1287069,.35164836,1.6961747,0,56,6.8274746,1.1644216,2.9972725,2.3401172,1.2486013,5.1646094,4.1366162,-1.1176386,4.8207154,5.6121044,5.9169116,3.9347839
Guinea,2012,-13.5979817532177,15.225101393202,19.20600874301461,2.7229455,1,3.482373,0,49,5.9169116,5.6121044,4.8207154,-1.1176386,4.1366162,6.8274746,3.9347839,3.7074516,3.81495,10.828807,10.299908,6.1997747
Guinea,2017,5.237858877301202,8.91513169824086,15.11843660919741,2.1877501,.28569651,1.6180639,0,,10.299908,10.828807,3.81495,3.7074516,3.9347839,5.9169116,6.1997747,5.5999999,,,,
"Gambia, The",1977,,12.3897308301286,27.20711491140619,2.5168679,1,2.1389968,1,,3.4395761,7.3512259,12.393429,5.8787937,9.250329,.24170478,6.3164463,-1.3281832,6.2700796,3.3218939,-.76458263,10.883227
"Gambia, The",1979,-17.88718163380312,6.12895770734282,39.71299297123623,1.8130248,1,.99809968,1,,-1.3281832,6.3164463,3.4395761,7.3512259,12.393429,5.8787937,6.2700796,3.3218939,-.76458263,10.883227,3.5352573,-.81226468
"Gambia, The",1982,-9.928727676613729,10.8558454553089,98.79607057385603,2.3847036,1,8.6357718,1,12,-.76458263,3.3218939,6.2700796,-1.3281832,6.3164463,3.4395761,10.883227,3.5352573,-.81226468,4.0910707,2.4543326,4.4768271
"Gambia, The",1984,3.726413054241807,22.0984594145328,129.095501516035,3.0955079,.20498832,7.4156804,1,19,3.5352573,10.883227,-.76458263,3.3218939,6.2700796,-1.3281832,-.81226468,4.0910707,2.4543326,4.4768271,5.8957219,3.5588794
"Gambia, The",1986,1.665189846907333,56.5601720135041,126.1123964469708,4.035305,.8555882,10.103979,0,33,4.0910707,-.81226468,3.5352573,10.883227,-.76458263,3.3218939,2.4543326,4.4768271,5.8957219,3.5588794,3.1070392,3.3786888
"Gambia, The",1988,12.09643927418581,11.6905868876764,119.5756295761322,2.4587839,.87816763,10.341165,0,40,4.4768271,2.4543326,4.0910707,-.81226468,3.5352573,10.883227,5.8957219,3.5588794,3.1070392,3.3786888,3.0121014,.15434596
"Gambia, The",1998,,1.11418841174715,56.38399417534479,.10812626,1,3.3269928,0,34,3.4999988,4.8999991,2.2235456,.88184822,.15434596,3.0121014,6.3999991,5.5,5.8000002,-3.2500002,6.8699994,7.0500002
"Gambia, The",2002,,8.60912474386326,107.0457606863347,2.1528227,.1429278,4.5278454,0,35,-3.2500002,5.8000002,5.5,6.3999991,3.4999988,4.8999991,6.8699994,7.0500002,-2.3517294,-.55558097,3.0432496,6.2559056
"Gambia, The",2007,-9.923171558606013,5.36913473708806,90.56297023436987,1.6806668,.90627009,2.9757786,0,49,3.0432496,-.55558097,-2.3517294,7.0500002,6.8699994,-3.2500002,6.2559056,6.6657243,5.9083357,-8.1304445,5.241569,2.8727689
"Gambia, The",2012,-10.19562703928218,4.25453477546377,62.03443258147734,1.4479854,.58333331,2.0198705,0,44,5.241569,-8.1304445,5.9083357,6.6657243,6.2559056,3.0432496,2.8727689,-1.4073825,4.058074,1.9433596,4.8226113,7.2348905
Guinea-Bissau,1987,-25.94393916114621,,291.4168990542969,,.71428573,3.9051991,0,18,2.9000001,-.79384762,4.1664929,9.1092234,-3.3982875,4.2000823,4.5999999,6.0999999,6.0999999,5.0999999,1.1,2.0999999
Guinea-Bissau,1995,-13.85219763440828,45.3653083621856,378.8422045584096,3.8147476,1,6.2719479,0,60,4.4000001,3.2,2.0999999,1.1,5.0999999,6.0999999,11.6,6.5,-28.099979,1.0255374,5.4269872,2.1889069
Guinea-Bissau,2000,,8.63632094930281,265.2055796869064,2.1559768,.35774648,5.0588236,0,37,5.4269872,1.0255374,-28.099979,6.5,11.6,4.4000001,2.1889069,-.98517752,.56851017,2.7614019,4.266099,2.3093579
Guinea-Bissau,2010,-8.337602986813755,2.51785140171702,131.1725212100064,.92340595,.6761905,4.014986,0,47,4.610971,3.3689749,3.2035673,3.2629554,2.3093579,4.266099,8.0847797,-1.712683,3.2559042,.96456075,6.1340828,6.2628055
Guinea-Bissau,2015,1.998634463252407,1.40460887286411,29.33225833104406,.33975887,.75,3.0325298,0,,6.1340828,.96456075,3.2559042,-1.712683,8.0847797,4.610971,6.2628055,5.9191766,3.8,4.6000938,,
Equatorial Guinea,1980,,,,,1,14.135088,1,1,,,,,,,5.7694206,2.2016759,5.0043874,1.0113816,12.905179,-2.3305564
Equatorial Guinea,1985,,,,,.5869565,15.037501,1,26,12.905179,1.0113816,5.0043874,2.2016759,5.7694206,,-2.3305564,4.4367375,2.6552622,-1.2291781,-1.7585641,-1.0222389
Equatorial Guinea,1988,-16.45066931620657,2.52365930599391,,.92570996,.71428573,17.217552,0,15,2.6552622,4.4367375,-2.3305564,12.905179,1.0113816,5.0043874,-1.2291781,-1.7585641,-1.0222389,34.745319,11.033213,16.668835
Equatorial Guinea,1993,2.089624204811579,5.4522847373328,,1.6960348,.35714287,13.21941,0,35,11.033213,34.745319,-1.0222389,-1.7585641,-1.2291781,2.6552622,16.668835,17.486263,66.579994,149.97296,23.774483,25.664015
Greece,2010,-10.10904986526788,4.71297286203605,,1.5503188,.66363508,13.471647,1,52,-5.4790368,-4.300734,-.33517244,3.2737467,5.6524334,.59914213,-9.132494,-7.3004942,-3.2414248,.73977685,-.43783382,-.19095235
Greece,2012,-2.512345956149336,1.50152796054581,,.40648323,.42986634,14.829468,0,62,-7.3004942,-9.132494,-5.4790368,-4.300734,-.33517244,3.2737467,-3.2414248,.73977685,-.43783382,-.19095235,1.5050994,1.9343706
Grenada,1975,,,,,1,,1,,,,,,,,,,5.3414021,5.6020837,-.53478402,1.5341876
Grenada,1976,,,,,1,,1,,,,,,,,,5.3414021,5.6020837,-.53478402,1.5341876,4.1242619
Grenada,1979,-1.086721152112206,20.8828828828831,22.23284673255247,3.0389299,1,.82263237,1,,5.6020837,5.3414021,,,,,-.53478402,1.5341876,4.1242619,3.6325748,3.5684652,5.9797082
Grenada,1981,-11.99448481715959,18.7874709409026,30.71217625592221,2.9331901,.84671533,3.4920468,1,3,1.5341876,-.53478402,5.6020837,5.3414021,,,4.1242619,3.6325748,3.5684652,5.9797082,7.1942739,9.0974255
Grenada,1983,-11.30470290730741,6.09534728193343,45.96136638984729,1.8075258,.083333336,10.949224,0,5,3.6325748,4.1242619,1.5341876,-.53478402,5.6020837,5.3414021,3.5684652,5.9797082,7.1942739,9.0974255,2.9667916,3.7677307
Grenada,2006,-32.44623236634267,4.25195321977968,67.56707417025142,1.4473785,1,3.4491127,0,29,-3.9953282,13.276188,-.64745033,9.463973,3.4373236,-2.0239,6.1234508,.94754261,-6.6132813,-.51126277,.7649768,-1.1551437
Grenada,2010,-26.44603729253251,3.43650905943355,76.67386789561562,1.2344562,.28774929,1.7364297,0,38,-.51126277,-6.6132813,.94754261,6.1234508,-3.9953282,13.276188,.7649768,-1.1551437,2.3514187,7.3440766,6.4431438,3.7356141
Grenada,2014,-10.91861106533267,-.98360305555493,76.95252682398424,,.5726496,2.3402622,0,,7.3440766,2.3514187,-1.1551437,.7649768,-.51126277,-6.6132813,6.4431438,3.7356141,4.4427404,4.1411529,1.9142866,
Guatemala,1966,,.684261974465198,,-.37941444,.46666667,1.0785935,1,,5.512104,,,,,,4.1121755,8.7660351,4.7369089,5.7078838,5.5837545,7.3330517
Guatemala,1967,,.48543689344876,,-.72270596,.74626863,.92191261,1,,4.1121755,5.512104,,,,,8.7660351,4.7369089,5.7078838,5.5837545,7.3330517,6.7828345
Guatemala,1968,,1.92632850230087,,.65561587,.30000001,.62092519,1,,8.7660351,4.1121755,5.512104,,,,4.7369089,5.7078838,5.5837545,7.3330517,6.7828345,6.37503
Guatemala,1969,,2.09728064471573,,.74064159,.5,.69954532,1,,4.7369089,8.7660351,4.1121755,5.512104,,,5.7078838,5.5837545,7.3330517,6.7828345,6.37503,1.9499909
Guatemala,1970,,2.34433934881415,10.33899723116075,.85200363,0,.7352941,1,,5.7078838,4.7369089,8.7660351,4.1121755,5.512104,,5.5837545,7.3330517,6.7828345,6.37503,1.9499909,7.3872657
Guatemala,1972,,.529703252323021,11.38614583840055,-.63543832,0,.46501955,1,,7.3330517,5.5837545,5.7078838,4.7369089,8.7660351,4.1121755,6.7828345,6.37503,1.9499909,7.3872657,7.8092208,4.9966898
Guatemala,1981,-6.653499622881222,11.4330679503505,16.06236428351883,2.4365098,1,.26165476,1,0,.64685863,3.7599781,4.7134562,4.9966898,7.8092208,7.3872657,-3.5300889,-2.5720913,.49669775,-.60933894,.1430496,3.5439832
Guatemala,1983,-2.474033039821744,4.53867815133257,21.54663874115723,1.5126358,.5,1.3554416,1,16,-2.5720913,-3.5300889,.64685863,3.7599781,4.7134562,4.9966898,.49669775,-.60933894,.1430496,3.5439832,3.8923872,3.9425895
Guatemala,1988,-5.279532887209527,10.8327037689913,35.32664121592942,2.3825698,.42888889,.92546558,1,20,3.8923872,3.5439832,.1430496,-.60933894,.49669775,-2.5720913,3.9425895,3.1025631,3.6582487,4.8383389,3.9271319,4.0337415
Guatemala,1992,-6.760948866220237,10.0459179984088,27.40766311162679,2.3071663,0,.72840989,1,32,4.8383389,3.6582487,3.1025631,3.9425895,3.8923872,3.5439832,3.9271319,4.0337415,4.9485474,2.9577799,4.36409,4.9935279
Guatemala,2002,-5.943561445404206,8.132630542810549,22.1284060264701,2.0958843,0,.52350944,1,39,3.866626,2.3325748,3.6088688,3.8470621,4.9935279,4.36409,2.5307915,3.1520817,3.260112,5.379777,6.3040538,3.2810798
Guatemala,2003,-4.741307724063581,5.6034767543447,23.87785144828038,1.7233872,0,.53677958,1,34,2.5307915,3.866626,2.3325748,3.6088688,3.8470621,4.9935279,3.1520817,3.260112,5.379777,6.3040538,3.2810798,.52604294
