Country,year,GrowthPWT,L1Growth,F1Growth,L2Growth,F2Growth,L3Growth,F3Growth,L4Growth,F4Growth,L5Growth,F5Growth
Jamaica,2010,-1.500157356,-4.526111603,1.708587408,-0.724928737,-0.605390847,1.433870316,0.546466112,2.857794762,0.685343623,0.889823675,
Jordan,1989,-11.34994984,1.450271368,-0.274539143,2.298030138,1.595721364,5.35793066,13.41284657,-2.745373249,4.382777691,4.201812744,4.866399765
Japan,1997,1.583028316,2.576574087,-2.023478746,1.923721075,-0.199537605,0.859874249,2.232390881,0.170913368,0.35483402,0.8156932,0.2891289
Kazakhstan,1999,2.650802612,-1.906071782,9.390471458,1.720004559,12.7047596,0.463757098,9.303571701,-8.603319168,8.919732094,-13.43245506,9.154165268
Kazakhstan,2008,3.262943029,8.565541267,1.196652293,10.1653595,7.045848846,9.257031441,7.039760113,9.154165268,4.846947193,8.919732094,5.803120136
Kenya,1985,4.185849667,1.752719283,6.92220211,1.356332183,5.754223347,3.620958567,6.013112068,3.695787907,4.58815527,5.440732002,4.125781536
Kenya,1992,-0.796346605,1.397785902,0.359141618,4.125781536,2.594995975,4.58815527,4.310929298,6.013112068,4.061378956,5.754223347,0.269957066
Kenya,1993,0.359141618,-0.796346605,2.594995975,1.397785902,4.310929298,4.125781536,4.061378956,4.58815527,0.269957066,6.013112068,3.300592184
Kyrgyz Republic,1995,-5.576450825,-22.4208622,6.844801426,-16.79374313,9.453949928,-14.89391232,2.09963727,-8.27722168,3.590548754,,5.300354481
Kyrgyz Republic,1997,9.453949928,6.844801426,2.09963727,-5.576450825,3.590548754,-22.4208622,5.300354481,-16.79374313,5.184855461,-14.89391232,-0.017327573
Cambodia,1971,-5.124800205,,-5.590178013,,-21.00309181,,-5.374830246,,-1.35871923,,0
Cambodia,1992,6.793839931,7.312651157,4.010088444,1.153510451,7.394993782,-0.259100169,5.75313139,15.00829697,4.49751091,19.50034714,5.46755743
Korea,1997,5.753454685,7.319938183,-5.626582623,9.139895439,10.7136507,8.806715965,8.54841423,6.622532845,4.425901413,5.992320061,7.169192791
Korea,1998,-5.626582623,5.753454685,10.7136507,7.319938183,8.54841423,9.139895439,4.425901413,8.806715965,7.169192791,6.622532845,2.891025782
Kuwait,1982,-12.4986372,-20.97922134,7.639121056,-21.58048058,5.108854294,13.01437378,-4.358197689,7.096877098,8.22039032,-3.923511028,7.831332684
Lao P.D.R.,1972,3.393494368,4.868246078,8.369539261,,3.577971458,,6.458353519,,2.913091183,,-2.014458179
Lao P.D.R.,1978,0.990035594,-2.014458179,-2.018408775,2.913091183,9.534531593,6.458353519,14.26430702,3.577971458,6.844105244,8.369539261,4.578597546
Lao P.D.R.,1986,4.769558907,4.945624828,-1.436056733,6.922114849,-2.030676126,4.578597546,13.26991272,6.844105244,6.489384174,14.26430702,4.206827641
Lao P.D.R.,1997,6.646250248,6.698850155,3.890922546,6.795076847,7.051794052,7.8432374,5.636878967,5.744357109,5.592100143,5.410794735,5.750211716
Lebanon,1984,36.79657745,20.46519852,21.75270653,-45.86890411,-7.013553143,0.548161745,15.46850204,3.396309137,-33.14095306,8.993322372,-55.25355148
Lebanon,1990,23.53342247,-55.25355148,32.3536911,-33.14095306,4.401625633,15.46850204,6.763970375,-7.013553143,7.699009418,21.75270653,6.330288887
Liberia,1980,-6.493340492,4.662843227,-3.966809511,5.595178604,1.739501834,0.93826443,-3.500139952,4.694477081,-0.590597332,-3.952881813,-2.040489197
Liberia,1991,-15.34450245,-71.397995,-43.21019363,2.749992609,-40.01103973,2.788344622,-24.54191399,1.779283881,-4.359894753,-1.186394572,11.44103622
Libya,2002,,,,,,,,,,,
Sri Lanka,1978,8.311861992,4.022619724,5.890458584,3.717202902,5.978195667,3.339022875,5.399405003,3.874866009,5.0556674,3.466178179,4.643210888
Sri Lanka,1989,1.954985976,2.741134644,6.052409172,1.608631849,4.70834589,4.184931278,4.285787582,4.894909859,6.686961174,4.927972317,5.495398045
Lesotho,1985,3.348132133,4.509045124,4.971184254,1.655043721,0.286365002,3.525793076,8.661603928,0.970877528,5.639060974,-2.783148527,5.968873978
Lithuania,1992,-23.90058517,-5.843091965,-17.70577431,,-10.27645111,,3.237113714,,5.021736145,,7.967248917
Lithuania,1995,3.237113714,-10.27645111,5.021736145,-17.70577431,7.967248917,-23.90058517,7.20152092,-5.843091965,-1.141123652,,3.760078192
Luxembourg,2008,-0.846697509,8.061775208,-5.52695179,4.984287739,5.521383286,3.165795803,2.533324003,4.316594124,-0.85067451,1.38796711,4.254858494
Latvia,1992,-42.86135483,-10.99547863,-16.09751892,,0.643848419,,-0.813975573,,2.326744795,,8.611276627
Latvia,1995,-0.813975573,0.643848419,2.326744795,-16.09751892,8.611276627,-42.86135483,6.328678608,-10.99547863,2.58771348,,5.260068417
Latvia,2008,-3.663950682,9.495103836,-15.48883629,11.2454977,-3.853587866,10.16679192,6.026213646,8.011810303,3.927104712,8.088482857,2.976884604
Morocco,1980,4.138952255,4.688877583,-2.805905342,2.221934795,9.184649467,5.872529507,-0.558726668,10.25946999,4.238450527,7.285902977,6.130642891
Morocco,1981,-2.805905342,4.138952255,9.184649467,4.688877583,-0.558726668,2.221934795,4.238450527,5.872529507,6.130642891,10.25946999,7.793001652
Morocco,1983,-0.558726668,9.184649467,4.238450527,-2.805905342,6.130642891,4.138952255,7.793001652,4.688877583,-2.516262293,2.221934795,10.02182579
Moldova,1999,-3.426273346,-6.765991688,2.085815907,1.633740306,5.960224152,-6.056848049,7.519681931,-1.384842634,6.413244724,-36.98926544,7.104802132
Moldova,2002,7.519681931,5.960224152,6.413244724,2.085815907,7.104802132,-3.426273346,7.233366489,-6.765991688,4.67371273,1.633740306,2.954352856
Madagascar,1981,-9.041835785,0.802334487,-1.845964193,9.359065056,0.806781888,-2.65835619,1.690317154,2.33720088,1.149239898,-3.117236614,1.940167069
Madagascar,1984,1.690317154,0.806781888,1.149239898,-1.845964193,1.940167069,-9.041835785,1.171205044,0.802334487,3.346776962,9.359065056,3.997899771
Madagascar,1988,3.346776962,1.171205044,3.997899771,1.940167069,3.08204031,1.149239898,-6.517372608,1.690317154,1.179178119,0.806781888,2.074881554
Madagascar,1994,-0.07163313,2.074881554,1.697715282,1.179178119,2.126153469,-6.517372608,3.623279095,3.08204031,3.845691204,3.997899771,4.592368603
Madagascar,2004,5.123476982,9.337136269,4.500112057,-13.5256834,4.900539875,5.816034794,6.053683758,4.62844944,6.885733128,4.592368603,-4.217716694
Maldives,1975,-8.326179504,5.570102215,0.597016573,1.565587282,10.66308498,2.395323515,13.70166397,5.076179981,10.13303089,,17.0357399
Mexico,1977,3.384833813,4.151398182,7.927146435,5.459309578,8.759653091,5.931326389,7.995765209,8.074165344,8.428625107,8.146806717,-0.709578574
Mexico,1981,8.428625107,7.995765209,-0.709578574,8.759653091,-4.390863895,7.927146435,3.536309004,3.384833813,2.734536171,4.151398182,-3.826198339
Mexico,1982,-0.709578574,8.428625107,-4.390863895,7.995765209,3.536309004,8.759653091,2.734536171,7.927146435,-3.826198339,3.384833813,1.838739872
Mexico,1994,4.320622921,1.931742311,-6.365346432,3.564381599,5.02492857,4.135540485,6.552528381,4.944053173,4.90793705,4.11255455,3.687998295
Mexico,1995,-6.365346432,4.320622921,5.02492857,1.931742311,6.552528381,3.564381599,4.90793705,4.135540485,3.687998295,4.944053173,6.38286829
"Macedonia, FYR",1993,-1.231850982,-8.507855415,-1.859250069,-3.18021369,-1.12105763,,1.177977443,,1.42984283,,3.323390007
Mali,1987,-2.385177135,14.94478321,0.249395698,8.156959534,7.222028255,0.678112388,2.381425381,-5.319874287,-0.19629845,6.044137955,9.247554779
Mali,1994,0.908029974,6.043564796,6.023863316,9.247554779,3.167704582,-0.19629845,4.783985138,2.381425381,7.766561031,7.222028255,5.5443573
Malta,1984,0.937958598,-0.614274979,2.552422285,2.258751154,3.811622143,3.258100748,4.028274059,6.812314034,8.078931808,9.976187706,7.861797333
Malta,1993,4.383257866,4.58423996,5.49720335,6.068564415,6.149477959,6.101417542,3.707744598,7.861797333,5.123461723,8.078931808,4.998561382
Myanmar,1975,4.005873203,2.975008249,5.36638689,1.472954273,5.111964226,0.44238922,6.034123421,3.183154821,4.606843948,111.5274429,7.60832119
Myanmar,1990,2.777984142,3.628660679,-0.652740061,-12.05016994,9.222310066,-4.088059425,5.864058495,-1.062979817,7.211557865,2.811105967,6.717305183
Myanmar,1996,6.243683815,6.717305183,5.497650623,7.211557865,4.834792614,5.864058495,10.3865509,9.222310066,12.87971401,-0.652740061,10.74551201
Myanmar,2001,10.74551201,12.87971401,11.35564518,10.3865509,12.9658947,4.834792614,12.7202177,5.497650623,12.72401428,6.243683815,12.28908539
Mongolia,1990,-2.548605204,4.095336914,-9.702645302,4.9788661,-9.979483604,3.480658293,-3.049137115,9.00812912,2.274042845,5.523773193,6.12082243
Mongolia,1997,3.92049098,2.325658321,3.471451521,6.12082243,3.165080547,2.274042845,1.050727487,-3.049137115,2.909957886,-9.979483604,4.624513149
Mongolia,2008,8.526259422,9.756160736,-1.276795387,8.209814072,6.170993328,7.002885342,15.94859028,10.09773254,11.61802101,6.770214558,11.01890278
Mozambique,1984,2.985294342,-14.10786057,-9.23733139,-3.871448517,1.600039005,1.273901701,4.65199852,4.14099741,4.445173264,3.028525114,6.297483921
Mozambique,1987,4.65199852,1.600039005,4.445173264,-9.23733139,6.297483921,2.985294342,0.995024383,-14.10786057,4.783736229,-3.871448517,-5.373136997
Malawi,1982,1.432762027,-11.43922901,4.128552914,8.958233833,3.843291998,3.272464514,4.599469185,7.98744297,2.012370586,4.246442318,-0.995370805
Malawi,1994,-12.31718063,10.22803497,8.638098717,-8.249256134,9.232803345,7.511395931,3.722275257,4.660752296,2.330497503,3.982851982,1.23513031
Malaysia,1997,7.06703949,9.533474922,-7.644290924,9.375519753,5.95663023,8.812117577,8.488204002,9.435462952,0.516347587,8.512319565,5.250692844
Malaysia,1998,-7.644290924,7.06703949,5.95663023,9.533474922,8.488204002,9.375519753,0.516347587,8.812117577,5.250692844,9.435462952,5.627156258
Namibia,1984,-0.499326319,-2.534653425,0.211558923,-1.151361823,5.312633991,1.151361823,4.05232048,6.439044952,0.244625315,3.725581169,2.123881102
Niger,1983,-4.867510319,1.610074639,-18.42276573,0.607065976,7.438875675,-2.257739782,-1.858780861,6.903150558,-1.387507796,12.63912773,5.918519497
Niger,1994,2.638622999,0.925938427,3.231765032,0.207747787,4.963979244,0.36205703,0.494910687,-0.768277645,11.96656132,-0.726907194,0.988912106
Nigeria,1983,-6.854717255,-1.738048553,-1.366200686,-0.905176997,10.73703957,2.19265008,1.868181109,-2.795070171,-0.69581753,-2.941634655,7.309370041
Nigeria,1989,6.902385712,7.309370041,10.75764942,-0.69581753,0.011713094,1.868181109,2.596232176,10.73703957,1.54507637,-1.366200686,0.781653523
Nigeria,1991,0.011713094,10.75764942,2.596232176,6.902385712,1.54507637,7.309370041,0.781653523,-0.69581753,2.125899076,1.868181109,4.049055576
Nigeria,1997,2.849053144,4.049055576,2.776462793,2.125899076,0.473119229,0.781653523,5.181499481,1.54507637,4.316545486,2.596232176,19.34879112
Nigeria,2009,6.704557896,6.08152914,7.547605991,6.250358582,4.771707535,5.856153011,4.190244675,6.308684826,5.253945351,9.965970039,6.118655682
Nicaragua,1979,-30.7596283,-7.422410965,4.50855732,6.094524384,5.22440958,4.920532703,-0.819711387,2.173067093,4.509962082,11.96111584,-1.578486443
Nicaragua,1980,4.50855732,-30.7596283,5.22440958,-7.422410965,-0.819711387,6.094524384,4.509962082,4.920532703,-1.578486443,2.173067093,-4.167498589
Nicaragua,1985,-4.167498589,-1.578486443,-1.022516966,4.509962082,-0.708860278,-0.819711387,-13.29591465,5.22440958,-1.753229856,4.50855732,-0.052412525
Nicaragua,1990,-0.052412525,-1.753229856,-0.189779758,-13.29591465,0.385888875,-0.708860278,-0.391350478,-1.022516966,3.281299114,-4.167498589,5.744439125
Nicaragua,2000,4.019704342,6.799487591,2.917858839,3.644451618,0.751105666,3.890000582,2.489492893,6.152326107,5.175875664,5.744439125,4.193236828
Netherlands,2008,1.684784174,3.631723642,-3.840405703,3.458158255,1.392930746,2.137362719,1.649935961,2.010365725,-1.062665343,0.2835145,-0.496608645
Norway,1991,3.058210373,1.908491015,3.462509394,0.992646396,2.748468876,-0.173083365,4.927979469,1.764342904,4.101090431,3.958247185,4.905677319
Nepal,1984,9.24081707,-3.02325511,5.963588238,3.710433245,4.464490414,8.011713028,1.681398511,-2.34780097,7.416849136,2.34242487,4.236677647
Nepal,1988,7.416849136,1.681398511,4.236677647,4.464490414,4.530824661,5.963588238,6.171984673,9.24081707,4.025941849,-3.02325511,3.774605036
Nepal,1992,4.025941849,6.171984673,3.774605036,4.530824661,7.898902893,4.236677647,3.409648657,7.416849136,5.200113773,1.681398511,5.126712799
New Zealand,1984,4.682665825,3.431611776,1.601759434,0.925819695,2.669844866,4.55065012,0.948942125,1.275034308,-0.351687431,2.168127775,0.156059548
Pakistan,1972,1.444514632,1.538556695,6.347153664,10.65512085,5.18320322,7.386570454,3.178958654,5.369974613,4.503582954,4.060348034,3.729199409
Panama,1983,-1.53542161,3.780410051,2.129869938,8.547124863,4.953133106,14.1626749,4.366416931,4.387885094,2.978487253,9.353695869,-10.69053555
Panama,1988,-10.69053555,2.978487253,1.550170183,4.366416931,7.787717342,4.953133106,9.001449585,2.129869938,7.882668495,-1.53542161,5.312114239
Peru,1976,1.43674314,4.210940361,0.348454177,8.972038269,-2.678045273,6.087804794,4.00929594,3.418436527,5.773420811,4.488291264,5.403389454
Peru,1978,-2.678045273,0.348454177,4.00929594,1.43674314,5.773420811,4.210940361,5.403389454,8.972038269,-0.222968519,6.087804794,-10.99051571
Peru,1981,5.403389454,5.773420811,-0.222968519,4.00929594,-10.99051571,-2.678045273,3.544718742,0.348454177,2.0401752,1.43674314,9.007804871
Peru,1983,-10.99051571,-0.222968519,3.544718742,5.403389454,2.0401752,5.773420811,9.007804871,4.00929594,9.281747818,-2.678045273,-9.917161942
Peru,1988,-9.917161942,9.281747818,-13.13856506,9.007804871,-5.110973358,2.0401752,2.194987774,3.544718742,-0.541977406,-10.99051571,5.110730171
Philippines,1983,1.857261777,3.555373192,-7.605719566,3.365976572,-7.587300777,5.020562172,3.359707355,5.487104893,4.221270561,5.042625427,6.534331322
Philippines,1997,5.055392265,5.68138504,-0.578393281,4.572546482,3.035377979,4.294091225,4.316703796,2.094223261,2.852906466,0.337033093,3.581081152
Philippines,1998,-0.578393281,5.055392265,3.035377979,5.68138504,4.316703796,4.572546482,2.852906466,4.294091225,3.581081152,2.094223261,4.850743294
Papua New Guinea,1995,,,,,,,,,,,
Poland,1981,-10.50414753,-6.187551975,-4.884333134,3.774974108,5.414550781,5.259492874,5.487409115,6.846545696,3.572975159,7.627182484,4.13852787
Poland,1992,2.48387146,-7.273819923,3.670128822,-12.26980495,5.157487869,0.160228401,6.720860481,4.049631596,5.880322456,1.938939214,6.25944519
Portugal,1983,-0.173259377,2.112895012,-1.897882819,1.605153918,2.768754482,4.487145901,4.057519913,5.48567915,6.186048031,2.777048826,7.221931934
Portugal,2008,0.199067667,2.461457729,-3.023353815,1.541122317,1.880895257,0.763860285,-1.843747616,1.795369029,-4.11163187,-0.938593924,-1.136594534
Paraguay,1982,-0.988399625,8.356579781,-3.045890093,10.83272171,3.027708292,10.75707626,3.892803907,10.75091553,0.008486075,10.37645054,4.236567497
Paraguay,1984,3.027708292,-3.045890093,3.892803907,-0.988399625,0.008486075,8.356579781,4.236567497,10.83272171,6.164092064,10.75707626,5.635921001
Paraguay,1989,5.635921001,6.164092064,3.045636892,4.236567497,2.438549757,0.008486075,1.784018636,3.892803907,4.058409214,3.027708292,3.054829359
Paraguay,1995,5.309943676,3.054829359,0.422289312,4.058409214,2.927930593,1.784018636,0.546466231,2.438549757,-1.487274408,3.045636892,-3.389671087
Paraguay,2002,14.00101471,2.05141139,4.23000288,-3.389671087,3.977268934,-1.487274408,2.111055613,0.546466231,4.695152283,2.927930593,5.279754639
Romania,1982,3.868407965,0.112293154,5.870826721,4.167270184,5.799639702,6.142285347,-0.098074868,7.028650761,2.30979681,8.085207939,0.831259131
Romania,1990,-5.779591084,-5.961879253,-13.83224392,-0.498214334,-9.175551414,0.831259131,1.517268538,2.30979681,3.85660696,-0.098074868,6.89495182
Romania,1996,3.796811819,6.89495182,-4.936003208,3.85660696,-2.109366179,1.517268538,-0.40233621,-9.175551414,2.366893053,-13.83224392,5.441239834
Russia,1998,-5.492997169,1.371681094,6.157574654,-3.674451113,9.572511673,-4.186425209,4.965762138,-13.58196545,4.634697914,-9.101942062,7.041984558
Russia,2008,5.114888191,8.190324783,-8.143665314,7.838068008,4.405259609,6.181157589,4.175759315,6.930167198,3.348846197,7.041984558,1.331885338
Rwanda,1991,-3.720665932,-2.428543568,6.434925079,-0.652042866,-9.022598267,0.723528922,-66.96722412,0.137622982,28.91007042,4.409128666,13.8721571
Sudan,1979,-5.148907661,-6.114151955,1.512811303,6.037849903,7.173966885,15.41382694,2.040093899,14.59468365,-5.138697624,10.8363657,-6.486973286
Sudan,1981,7.173966885,1.512811303,2.040093899,-5.148907661,-5.138697624,-6.114151955,-6.486973286,6.037849903,5.272349834,15.41382694,13.29639912
Sudan,1988,8.554800987,-0.331639767,-5.625350475,13.29639912,7.242220402,5.272349834,6.370560169,-6.486973286,4.467452049,-5.138697624,1.001195192
Sudan,1994,5.8241539,1.001195192,5.824148178,4.467452049,5.750560284,6.370560169,5.88106823,7.242220402,7.919609547,-5.625350475,4.147965908
Senegal,1981,-1.193439364,-3.347256422,14.27128983,9.201649666,2.154536963,-6.448336124,-4.086774349,-2.733189821,3.709922075,8.54394722,4.453722477
Senegal,1988,4.933087826,3.917151928,-1.414729714,4.453722477,3.829891205,3.709922075,-0.397369087,-4.086774349,2.18937993,2.154536963,-2.24338603
Senegal,1994,2.829281807,-2.24338603,4.617685318,2.18937993,5.089206219,-0.397369087,3.076225996,3.829891205,5.7312603,-1.414729714,6.165788651
Sierra Leone,1977,0.845926523,-0.725518465,3.778493643,0,4.972773552,3.431709528,2.826277494,3.424559355,3.889084816,0.907329679,1.737401366
Sierra Leone,1983,-0.101367369,1.737401366,4.26863718,3.889084816,2.302480936,2.826277494,1.449301839,4.972773552,3.955748081,3.778493643,2.435520649
Sierra Leone,1989,3.337651014,2.435520649,3.577287436,3.955748081,-8.330011368,1.449301839,-10.14381409,2.302480936,0.054289751,4.26863718,3.440130472
Sierra Leone,1990,3.577287436,3.337651014,-8.330011368,2.435520649,-10.14381409,3.955748081,0.054289751,1.449301839,3.440130472,2.302480936,-10.56382561
Sierra Leone,1998,-0.840964079,-19.3534584,-8.470609665,-28.4841671,3.736593246,-10.56382561,16.69535255,3.440130472,23.44027901,0.054289751,8.900005341
El Salvador,1986,0.632602036,1.95620954,2.652849674,2.273607731,1.603114724,0.769506693,1.044147968,-5.7645998,3.342924833,-8.632058144,3.513947248
El Salvador,1989,1.044147968,1.603114724,3.342924833,2.652849674,3.513947248,0.632602036,7.272368908,1.95620954,7.110618591,2.273607731,5.874397278
Serbia,2000,7.472904682,-12.95005417,4.872071266,2.401391506,6.874024868,6.938459873,4.320711613,2.397186995,8.660430908,5.531229973,5.392385006
São Tomé and Príncipe,1987,-2.97390151,-6.009100914,1.979017973,8.892518044,3.087168455,-6.219948769,-2.176148415,-3.951007605,1.193845034,3.045921326,0.697563648
São Tomé and Príncipe,1992,0.697563648,1.193845034,1.093984485,-2.176148415,2.176154613,3.087168455,1.980262995,1.979017973,1.488860488,-2.97390151,0.991396487
São Tomé and Príncipe,1997,0.991396487,1.488860488,2.469247103,1.980262995,2.469259977,2.176154613,0.447372407,1.093984485,3.01846242,0.697563648,1.983268738
Suriname,1990,-4.000538349,4.425927639,2.706518412,8.30766201,0.375236273,-7.622830391,-6.937185287,-1.736828208,3.333781719,13.07038116,0.008488817
Suriname,1995,0.008488817,3.333781719,1.032114983,-6.937185287,5.580684662,0.375236273,2.303663254,2.706518412,-1.413650632,-4.000538349,2.043801785
Suriname,2001,4.101951122,2.043801785,2.739293575,-1.413650632,6.093468189,2.303663254,7.695337772,5.580684662,3.848436356,1.032114983,5.604263306
Slovak Republic,1998,3.933429718,5.883599281,-0.205276623,6.538648129,1.202912331,5.679132462,3.262660027,6.020598412,4.423488617,1.883483171,5.276999474
Slovenia,1992,-5.618627071,-9.321362495,2.803740978,,5.190424442,,4.025055408,,3.455870867,,4.987912178
Slovenia,2008,3.246867895,6.711299419,-8.118067741,5.501852512,1.230159163,3.924943686,0.647262573,4.259758949,-2.755931139,2.802460432,-1.063390017
Sweden,1991,-1.152588129,0.751839519,-1.165356755,2.620179653,-2.087249517,2.526843786,4.006266117,3.298826456,3.945438862,2.655740976,1.50646615
Sweden,1993,-2.087249517,-1.165356755,4.006266117,-1.152588129,3.945438862,0.751839519,1.50646615,2.620179653,2.859210253,2.526843786,4.139897346
Sweden,2008,-0.558607519,3.348263264,-5.323898792,4.581552505,5.816449642,2.779345989,2.629524469,4.229804993,-0.286731631,2.357724905,1.233572006
Swaziland,1985,2.175377369,0.958113492,9.572167397,0.438064396,12.82511616,3.832417488,8.374377251,4.63509655,8.179207802,2.321583986,8.795322418
Swaziland,1995,3.563455105,2.710773706,4.231568336,3.116187572,3.40664196,2.469169378,2.809776068,5.091424465,2.741968155,8.795322418,2.319854021
Seychelles,2008,-2.163753748,9.910429001,-1.113355994,8.988847733,5.775393009,8.623874664,7.598566532,-2.040979147,6.593492985,-6.539108276,6.806675911
Syria,1988,12.45712471,1.889529109,-18.65969658,-5.072111607,4.485061646,5.935396194,7.604646683,-4.156983376,12.63712978,1.419053078,5.049332142
Chad,1983,14.54762268,5.236760139,4.960083008,-11.43478203,7.5867939,-6.238266468,5.767446041,-24.13213348,3.593800545,-0.470738262,7.36143446
Chad,1992,2.273659706,3.727645397,-1.766114593,3.192954779,5.554362297,1.812890768,1.388890743,7.36143446,2.116362095,3.593800545,5.488894463
Chad,1994,5.554362297,-1.766114593,1.388890743,2.273659706,2.116362095,3.727645397,5.488894463,3.192954779,6.688831806,1.812890768,-0.501606584
Togo,1979,5.816140652,9.601119995,-4.637197018,5.410335541,-6.390942574,-0.472767025,-3.778029442,-0.622369111,-5.294014931,4.163336277,5.714645386
Togo,1993,-17.82713699,-3.334292889,13.04522038,0.226133421,6.551465988,5.729903221,7.383441448,4.018177986,3.738017559,9.643808365,-2.215024948
Togo,1994,13.04522038,-17.82713699,6.551465988,-3.334292889,7.383441448,0.226133421,3.738017559,5.729903221,-2.215024948,4.018177986,2.587679625
Thailand,1983,5.43385458,5.214020252,5.593068123,5.738991261,4.542484283,4.673918724,5.386135578,5.176907063,9.092737198,9.929160118,12.47641087
Thailand,1997,-2.797941208,5.509333134,-7.958848,7.823849678,4.480428696,7.709950924,4.423522949,8.335205078,3.332013607,8.847223282,6.182380676
Thailand,1998,-7.958848,-2.797941208,4.480428696,5.509333134,4.423522949,7.823849678,3.332013607,7.709950924,6.182380676,8.335205078,6.942633152
Tajikistan,1999,3.630138397,5.150547504,8.102122307,1.671530128,9.124180794,-18.34683418,10.28063965,-13.2389183,10.53515911,-23.95270538,9.774348259
Turkmenistan,1993,1.488862038,-16.21188164,-18.99489021,-4.714680672,-7.47240448,,6.485093594,,-12.10383129,,6.859278202
Turkmenistan,2008,13.71137428,10.48941612,5.924442768,10.40635204,8.799072266,12.25747585,13.71441555,4.879405975,10.52770901,3.216539621,9.712677956
Trinidad and Tobago,1986,-3.336557865,-4.209828377,-4.667255878,-5.922549725,-3.999554873,-10.88198185,-0.827024579,3.732977867,1.492430329,4.483145237,2.648387432
Trinidad and Tobago,1989,-0.827024579,-3.999554873,1.492430329,-4.667255878,2.648387432,-3.336557865,-1.661577582,-4.209828377,-1.458982348,-5.922549725,3.500114441
Tunisia,1991,3.829321146,6.836432934,7.516058445,3.403478146,2.163789988,1.608689904,3.13296175,4.79068327,2.32136488,-2.021407366,6.907444954
Turkey,1978,1.493296981,3.348134518,-0.626444936,9.951075554,-2.476196766,6.927544117,4.740980625,5.443330288,3.500823498,3.209708214,4.849543095
Turkey,1982,3.500823498,4.740980625,4.849543095,-2.476196766,6.496140957,-0.626444936,4.154096127,1.493296981,6.780151367,3.348134518,9.06107235
Turkey,1984,6.496140957,4.849543095,4.154096127,3.500823498,6.780151367,4.740980625,9.06107235,-2.476196766,2.098186731,-0.626444936,0.251328796
Turkey,1991,0.922246337,8.851723671,5.812067032,0.251328796,7.735004425,2.098186731,-5.610136509,9.06107235,6.944416046,6.780151367,6.770834923
Turkey,1996,6.770834923,6.944416046,7.258860111,-5.610136509,3.045029163,7.735004425,-3.423281908,5.812067032,6.554858208,0.922246337,-5.86622858
Turkey,2000,6.554858208,-3.423281908,-5.86622858,3.045029163,5.981342793,7.258860111,5.131326199,6.770834923,8.950068474,6.944416046,8.067286491
Turkey,2001,-5.86622858,6.554858208,5.981342793,-3.423281908,5.131326199,3.045029163,8.950068474,7.258860111,8.067286491,6.770834923,6.666275501
Tanzania,1984,3.326626301,-2.405071974,4.488538742,0.590499401,1.873851657,-0.505135953,4.812888145,2.946615458,3.979776621,3.294814348,3.914801598
Tanzania,1985,4.488538742,3.326626301,1.873851657,-2.405071974,4.812888145,0.590499401,3.979776621,-0.505135953,3.914801598,2.946615458,4.367691517
Tanzania,1987,4.812888145,1.873851657,3.979776621,4.488538742,3.914801598,3.326626301,4.367691517,-2.405071974,5.544961929,0.590499401,3.466686726
Tanzania,1990,4.367691517,3.914801598,5.544961929,3.979776621,3.466686726,4.812888145,4.08366251,1.873851657,2.988230944,4.488538742,3.502797365
Uganda,1980,-3.458915234,-13.35313416,3.786759853,-4.082203388,7.504280567,1.342306137,6.151815891,0,-4.729547977,-1.342306137,-0.317594618
Uganda,1981,3.786759853,-3.458915234,7.504280567,-13.35313416,6.151815891,-4.082203388,-4.729547977,1.342306137,-0.317594618,0,1.50901556
Uganda,1988,7.522188187,6.201339722,6.671226501,1.50901556,6.000446796,-0.317594618,5.359498978,-4.729547977,4.526126862,6.151815891,6.819391727
Uganda,1994,10.25884247,6.819391727,8.976599693,4.526126862,6.038347244,5.359498978,5.353468895,6.000446796,8.908203125,6.671226501,6.39415741
Ukraine,1998,-1.963129282,-3.033817053,-0.160949722,-10.58452988,5.723757267,-12.95460129,8.463717461,-26.05086708,5.201972008,-15.34066677,9.090603828
Ukraine,2008,2.218695164,7.895763397,-16.41257668,7.298484325,4.010501385,3.025012016,5.302194118,11.14997673,0.152202427,9.090603828,0.045426439
Ukraine,2009,-16.41257668,2.218695164,4.010501385,7.895763397,5.302194118,7.298484325,0.152202427,3.025012016,0.045426439,11.14997673,-7.074611187
Uruguay,1972,-1.565026522,0.119819514,0.364236355,3.73605299,3.094817638,6.627170086,5.698156834,1.113672256,3.907609701,-2.783965826,1.167276978
Uruguay,1981,1.88117981,5.826086044,-9.86199379,5.985984802,-6.031156063,5.127628326,-1.098261714,1.167276978,1.464710832,3.907609701,8.486120224
Uruguay,1983,-6.031156063,-9.86199379,-1.098261714,1.88117981,1.464710832,5.826086044,8.486120224,5.985984802,7.63408947,5.127628326,-0.008703959
Uruguay,1990,0.911826193,1.277341366,3.130898476,-0.008703959,8.712452888,7.63408947,2.571679592,8.486120224,7.035693169,1.464710832,-1.460992932
Uruguay,2002,-8.047258377,-3.920011044,0.802060723,-1.948730111,4.883013725,-1.958266497,7.194780827,4.41976881,4.016887188,4.813297749,6.336417675
United States,1988,4.117696285,3.402928352,3.614742994,3.45161128,1.900476336,4.151871681,-0.072686985,7.00760746,3.493507385,4.528623104,2.708030462
