Country,year,pop,Gshare,GDPRank,CAB,EXDEBT,ToT,Infl,Fcast5,Fcast4,Fcast3,Fcast2,Fcast1,nowcast,Banking,Currency,Debt,CPIA,RateRegime,DPWT,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,GrowthFall,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,IMF
MALDIVES    ,1975,.136434,.16956547,.14564504,.4867570910600444,.3040214499897782,78.75514874724844,,,,,,,,0,1,0,,4,-8.326149,5.5700779,1.5655994,2.3953438,5.07617,,,.59700012,10.66308,13.701677,10.133028,17.035723,0
Mexico,1977,64.337694,.069351785,.92524147,-2.19282545452364,29.78451190186082,113.1322778588299,,,,,,,,0,1,0,,4,3.3847809,4.1514397,5.4593086,5.9313774,8.0740929,8.1468582,-4.5732498,7.9271317,8.7596893,7.9957962,8.4285736,-.70953369,1
Mexico,1994,92.663664,.13331141,.99853718,-5.625083363075051,26.77592028272997,92.32079154883446,.070511431,,4.996192,4.9896049,5.0041981,3.9993014,1.5068251,1,0,0,,9,4.3206215,1.9317627,3.5643578,4.1355133,4.9440384,4.1126251,.50640106,-6.3652992,5.02491,6.5525055,4.9078941,3.6880493,1
"Macedonia, FYR",1993,1.964924,.26063848,.60564083,-4.075184519900594,30.45049215255342,81.9462955594265,,,,,,,,1,0,0,,14,-1.2318611,-8.5078239,-3.1802177,,,,,-1.8592834,-1.1210442,1.1779785,1.4298439,3.3233643,0
MALI,1987,8.073178,.36286449,.077000774,-9.253899402174854,63.79993957824786,127.4695775105207,,,,,,,,1,0,0,2,1,-2.3851395,14.944744,8.1569672,.67815781,-5.3198814,6.0441017,7.5256348,.24938583,7.2219849,2.3814201,-.19626617,9.2475891,1
MALI,1994,9.383607999999999,.2863836,.078577876,-3.500313415233944,97.52667637260437,104.7376133856223,.32051283,,4.999999,4.9999981,5.1000023,4.9000015,2.3999958,0,1,0,3.1,1,.90808868,6.0435295,9.2475891,-.19626617,2.3814201,7.2219849,-.38223267,6.0237885,3.1677246,4.7840118,7.7665329,5.5443764,0
Malta,1984,.334592,.14201394,1.0471103,,,,.012475834,,,,,,,1,0,0,,11,.93803406,-.61435699,2.2587776,3.2581329,6.8122864,9.9761963,-9.038353,2.5524139,3.8115501,4.0283203,8.0789566,7.861805,0
Malta,1993,.365838,.18344271,1.4457539,,,,.045827303,,3.6906347,3.690639,3.6906435,3.9383676,4.1745939,0,1,0,,11,4.3832779,4.5842171,6.0685158,6.1014175,7.861805,8.0789566,-3.6956787,5.4972649,6.1493874,3.7077904,5.1234245,4.9985886,0
Myanmar,1975,30.640635,.30209136,.079527654,,,,,,,,,,,0,1,0,,14,4.005909,2.974987,1.47295,.44240952,3.1830788,111.52744,-.79059601,5.3664207,5.1118851,6.0341835,4.6068192,7.6083183,0
Myanmar,1990,42.007309,.28160238,.07673718,,,,,,1.6502432,1.6426919,1.6263529,1.6087618,1.5529727,0,1,0,,14,2.7779579,3.6287308,-12.050247,-4.0880203,-1.0629654,2.8110504,-.033187866,-.65279007,9.2223167,5.8641434,7.2114944,6.7173004,0
Myanmar,1996,45.290888,.2279014,.085324034,,,,,1.5638088,7.000001,6.9999962,6.999999,6.9999948,7.0000062,0,1,0,,12,6.2437057,6.7173004,7.2114944,5.8641434,9.2223167,-.65279007,6.8964005,5.4976463,4.8348427,10.386467,12.879753,10.745525,0
Myanmar,2001,48.195684,.23624235,.090721503,-4.864050593964981,166.3783548482066,97.89900437243483,.53924054,7,4.0331697,4.0232129,4.7752218,5.1608553,5.2085447,0,1,0,,14,10.745525,12.879753,10.386467,4.8348427,5.4976463,6.2437057,4.5017242,11.355591,12.965965,12.720203,12.724018,12.289047,0
MONGOLIA    ,1990,2.184145,.6229924,.30932206,-20.57147356182904,4.091935773423052,,,,,,,,,0,1,0,,2,-2.5485992,4.0953636,4.9788475,3.4806252,9.0081215,5.523777,-8.7919235,-9.7026825,-9.9794388,-3.0491829,2.2740364,6.1208725,1
MONGOLIA    ,1997,2.335694,.20598184,.20221375,5.370135907347033,42.84021509403981,,.20508973,,5.9999967,6.0000043,5.9999866,5.0000081,3.0100038,0,1,0,3.077,14,3.9204597,2.3256302,6.1208725,2.2740364,-3.0491829,-9.9794388,13.536072,3.4714699,3.1651497,1.050663,2.9099464,4.6245575,1
MOZAMBIQUE  ,1984,12.968335,.12346803,.061863285,-7.713476441691239,58.30627847234312,105.0893677613936,.29789716,,,,,,,0,0,1,,2,2.9852867,-14.107895,-3.8714409,1.2739182,4.1410446,3.0284882,,-9.2372894,1.5999794,4.6520233,4.4451714,6.297493,0
MOZAMBIQUE  ,1987,13.142516,.10095859,.052164793,-13.87275344186069,122.2036863761026,110.3298749441577,1.8532476,,,,,,,1,1,0,2.3,14,4.6520233,1.5999794,-9.2372894,2.9852867,-14.107895,-3.8714409,20.864677,4.4451714,6.297493,.99496841,4.7838211,-5.3731918,1
MALAWI,1982,6.483571,.23821858,.12146679,-5.458297353594158,43.09569326013877,194.6854916244193,.12510639,,,,,,,0,0,1,3.4,12,1.4327049,-11.439228,8.9582443,3.272438,7.9874992,4.2464256,-2.3283005,4.1285515,3.8433075,4.5994759,2.0123482,-.99534988,1
MALAWI,1994,9.725612,.13216682,.096631177,-8.683916952725191,100.1127179461394,113.4929273474686,.65964526,,4.5028453,4.497551,4.4982119,4.5064039,4.4973335,0,1,0,3.1,14,-12.317181,10.228062,-8.2492828,7.511425,4.6607018,3.98283,-12.138939,8.6380959,9.2328072,3.7222862,2.3304939,1.2351036,1
Malaysia,1997,21.808125,.13330325,1.0831488,-5.517571832196031,40.96526134567773,106.6273985210926,.029161604,7.4600105,7.499999,7.3999991,7.2999988,6.5,7.5000005,1,0,0,,8,7.0670128,9.5335007,9.3755722,8.8120461,9.435463,8.5123062,-1.4451981,-7.6442719,5.9566498,8.4881783,.51631927,5.2507401,0
Namibia,1984,1.112044,.18230118,.48200583,,,,,,,,,,,0,1,0,,1,-.4992485,-2.5346756,-1.151371,1.151371,6.4390182,3.7256241,,.21152496,5.3126335,4.0523529,.24461746,2.1238327,0
NIGER       ,1983,6.472970999999999,.24713758,.1206846,-3.429286387116223,35.08347489448408,260.9973722936003,.06554307,,,,,,,1,0,1,3.4,1,-4.8674583,1.609993,.60710907,-2.2577286,6.9031715,12.639141,-17.506599,-18.422794,7.4388504,-1.8587112,-1.3875008,5.9185028,1
NIGER       ,1994,9.039088,.21515934,.068437666,-8.069755461701037,101.9364708437237,175.9582381007052,.40584415,,4.3016162,4.3000021,4.1999998,4.2000008,3.8978822,0,1,0,2.1,1,2.6386261,.92601776,.20771027,.36201477,-.76828003,-.72689056,2.9970169,3.2317162,4.9639702,.49495697,11.966515,.98896027,1
NIGERIA     ,1983,79.729311,.57161665,.5150851,,,,,,,,,,,0,1,1,2.8,14,-6.8547249,-1.7380714,-.90513229,2.192688,-2.7951241,-2.9416084,.75435638,-1.3662338,10.737038,1.868248,-.69589615,7.3094368,0
NIGERIA     ,1989,93.179755,.050216015,.0885268,,,,,,,,,,,0,1,0,3.1,13,6.9023132,7.3094368,-.69589615,1.868248,10.737038,-1.3662338,8.3089828,10.757732,.011634827,2.596283,1.5450478,.78163147,1
NIGERIA     ,1991,98.085436,.047567006,.066000134,1.999914261797009,55.48588143617217,80.57637336059938,,,4.4479656,4.6377139,4.4780974,3.8144283,3.9866245,1,0,0,2.9,14,.011634827,10.757732,6.9023132,7.3094368,-.69589615,1.868248,8.5414886,2.596283,1.5450478,.78163147,2.1259308,4.0491104,1
NIGERIA     ,1997,113.975055,.054328401,.03614461,.2935872937410856,15.40422496732367,79.51007868783428,.10213333,4.6353087,4.383832,4.2066607,4.0465307,3.7678909,3.6376047,0,1,0,2.318,12,2.8490067,4.0491104,2.1259308,.78163147,1.5450478,2.596283,2.3309708,2.776432,.47311783,5.1815033,4.3166161,19.348717,0
NIGERIA     ,2009,155.207145,.10613627,.27578485,4.662050861870363,8.158302183036973,129.641371903882,.13930404,4.7677641,6.2319407,5.9342818,5.2152267,4.9854569,2.9047663,1,0,0,3.483333333333333,7,6.7046165,6.0814857,6.2503815,5.8561325,6.3087463,9.9658966,-22.364998,7.5475693,4.7717094,4.1902542,5.2538872,6.118679,0
NICARAGUA   ,1979,3.157356,.10444176,.38109043,12.98045050027613,84.92758823411278,,,,,,,,,0,1,0,1.9,13,-30.759621,-7.4223518,6.0944557,4.920578,2.1730423,11.961079,-44.031143,4.5084953,5.2244186,-.81968307,4.5099258,-1.5784264,1
NICARAGUA   ,1985,3.709091,.23294368,.47677916,-20.00105517579661,149.9886688950504,,,,,,,,,0,1,0,1.5,14,-4.1675568,-1.5784264,4.5099258,-.81968307,5.2244186,4.5084953,-8.6759567,-1.0225296,-.70877075,-13.295937,-1.7532349,-.052452087,0
NICARAGUA   ,1990,4.144564,.22112031,.27321675,-58.78137535953309,1847.27983654568,,,,3.2945726,3.2684135,3.2328,3.2079463,1.000792,1,1,0,2,14,-.052452087,-1.7532349,-13.295937,-.70877075,-1.0225296,-4.1675568,4.0742874,-.18978119,.385952,-.39138794,3.2813072,5.7444572,1
Norway,1991,4.262367,.17987289,2.5659115,3.595806537761032,56.65526461235126,54.04135094181376,.028006589,,2.1384363,2.1421831,2.3546977,3.7396612,3.6074862,1,0,0,,11,3.0582428,1.908493,.99258423,-.17299652,1.7642975,3.9582253,-.92468262,3.4625053,2.7484894,4.9279213,4.1010857,4.9057007,0
NEPAL       ,1984,16.337117,.26605907,.083213352,-8.781679393444247,,,.015654119,,,,,,,0,1,0,2.8,8,9.240818,-3.023243,3.7104607,8.0117226,-2.3478508,2.3425102,6.8994522,5.9635162,4.4645309,1.6814232,7.4168205,4.2366982,1
NEPAL       ,1988,17.865238,.255153,.093699723,-6.031642777004684,29.26463539463659,,.089665718,,,,,,,1,0,0,3.3,8,7.4168205,1.6814232,4.4645309,5.9635162,9.240818,-3.023243,10.437775,4.2366982,4.5308113,6.1719894,4.0259361,3.7745476,0
NEPAL       ,1992,19.76557,.19866572,.098248683,-5.766527199485805,47.95827112111593,,.19299702,,5.3083014,5.2443504,5.1044412,4.7812905,4.2723398,0,1,0,2.9,10,4.0259361,6.1719894,4.5308113,4.2366982,7.4168205,1.6814232,2.3429871,3.7745476,7.8989029,3.4096718,5.2000999,5.1267624,1
New Zealand,1984,3.243078,.19513343,1.8714484,-8.850557101932205,,87.11186493929678,,,,,,,,0,1,0,,11,4.6827316,3.4316063,.92582703,4.5506477,1.2749672,2.1681786,2.5138855,1.601696,2.6699066,.94890594,-.35171509,.15611649,0
PAKISTAN,1972,61.341255,.17200859,.19101818,,,,,,,,,,,0,1,0,,,1.4444351,1.5385628,10.655117,7.3865891,5.3699493,4.0603638,-4.4496536,6.3471794,5.1832199,3.178978,4.5035362,3.729248,0
Panama,1983,2.121921,.23423426,.6549753,3.828190690524511,57.52892840019032,78.50731421072453,.020942409,,,,,,,0,0,1,,1,-1.5354156,3.780365,8.5471153,14.162731,4.3878555,9.3537331,-13.937759,2.1298409,4.9531937,4.3663979,2.9785156,-10.690594,1
Panama,1988,2.368772,.24656866,.60428244,13.96809706248947,83.73502964768878,106.9858458732578,.0085098976,,,,,,,1,0,0,,1,-10.690594,2.9785156,4.3663979,4.9531937,2.1298409,-1.5354156,-9.7682953,1.5501976,7.7877045,9.0014458,7.8826904,5.3120613,0
Peru,1976,15.639898,.23884368,.37727925,-11.95292704029963,48.60134962309375,25.87402751856481,,,,,,,,0,1,0,,14,1.4368057,4.2109489,8.9719772,6.0878754,3.4184456,4.4882774,-3.0517578,.34837723,-2.6780128,4.0093422,5.7733536,5.4034233,1
Peru,1978,16.491087,.24767864,.35759625,-6.253692337912753,75.53852990939672,24.68293243093562,,,,,,,,0,0,1,,14,-2.6780128,.34837723,1.4368057,4.2109489,8.9719772,6.0878754,-8.7657928,4.0093422,5.7733536,5.4034233,-.22296906,-10.990524,1
Peru,1981,17.792551,.23308715,.37051189,-9.67488093687308,39.47931186046651,53.85550160944143,,,,,,,,0,1,0,,14,5.4034233,5.7733536,4.0093422,-2.6780128,.34837723,1.4368057,3.9669037,-.22296906,-10.990524,3.5447121,2.0401955,9.0078354,1
Peru,1983,18.660443,.26339641,.37032557,-6.843714248023057,65.97120186910993,66.07216284245136,1.2507249,,,,,,,1,0,0,,14,-10.990524,-.22296906,5.4034233,5.7733536,4.0093422,-2.6780128,-8.3126068,3.5447121,2.0401955,9.0078354,9.2817307,-9.9171638,1
Peru,1988,20.909897,.22784536,.4160988,-5.438616801982546,54.81485318851041,68.42194598927752,17.220541,,,,,,,0,1,0,,14,-9.9171638,9.2817307,9.0078354,2.0401955,3.5447121,-10.990524,1.0732651,-13.13858,-5.1110268,2.1950722,-.54197311,5.1106453,0
Philippines,1983,51.455037,.18001316,.3198975,-7.51138256230375,62.30543148649986,131.8473592416723,.13126495,,,,,,,1,1,1,,10,1.8572807,3.5553932,3.3659935,5.0205231,5.4871559,5.0425529,-3.185463,-7.6057434,-7.5873375,3.3596992,4.221344,6.5342903,1
Philippines,1997,73.042605,.19248387,.38368362,-4.769067887285105,54.81625379826782,132.1747244189922,.065217391,6.1999979,5.5000024,5.3999972,5.1999993,4.9999971,5.2999973,1,0,0,,4,5.0554276,5.6814194,4.5724869,4.2941093,2.0941734,.33712387,4.718399,-.57840347,3.0353546,4.3167114,2.8529167,3.5810471,1
PAPUA NEW GUINEA,1995,,,,13.58823384700788,26.43403578123114,76.28572218107991,.18703242,4.3870416,.53222609,5.2598863,-2.6068566,0,-4.5752206,0,1,0,2.5,8,,,,,,,-.31013489,,,,,,1
Poland,1981,36.145211,.22860301,.53039396,-7.430087313740175,53.12531686187294,,,,,,,,,0,0,1,,15,-10.50415,-6.1875343,3.774929,5.2595139,6.8465233,7.6272011,,-4.8843384,5.4145813,5.4873466,3.5730362,4.1384697,0
Poland,1992,38.396826,.27102783,.7858454,-3.49892812442701,53.68330181282001,,.44431773,,4.9999976,4.9999995,4.9999967,3.5000088,2.9999933,1,0,0,,14,2.4839401,-7.2738647,-12.269783,.16021729,4.0495872,1.9390106,,3.6701202,5.1574707,6.720829,5.8803558,6.2594414,1
Portugal,1983,9.904444,.21315919,.99885005,-5.774081808273195,,79.24423786316969,.33510637,,,,,,,0,1,0,,8,-.17328262,2.1129608,1.6051292,4.487133,5.48563,2.7770996,-2.9504776,-1.8979073,2.7688026,4.0575027,6.1860085,7.2219849,1
Paraguay,1982,3.366726,.1540042,.35265824,-6.85238495305174,21.98040579453105,84.57974257793333,.28442436,,,,,,,0,0,1,,12,-.98838806,8.3565712,10.832691,10.757065,10.750961,10.376453,-12.287521,-3.045845,3.0276299,3.8928032,.0084877014,4.2366028,0
Paraguay,1984,3.56775,.13111855,.33650613,-6.436496615415793,30.84592023350353,89.36263798266324,.28442436,,,,,,,0,1,0,,12,3.0276299,-3.045845,-.98838806,8.3565712,10.832691,10.757065,-8.4320068,3.8928032,.0084877014,4.2366028,6.1640739,5.6359291,0
Paraguay,1989,4.103909,.11808717,.34982619,6.317598331718849,59.2634111704396,98.36759766022624,.28442436,,,,,,,0,1,0,,14,5.6359291,6.1640739,4.2366028,.0084877014,3.8928032,3.0276299,3.9276123,3.0456543,2.4385452,1.7840385,4.0583611,3.0549049,0
Paraguay,1995,4.760853,.094070651,.35629493,-2.398912859286725,171.3566056175429,100,.1053316,2.7011192,3.5000024,3.4999981,3.4999847,3.4999886,3.4999993,1,0,0,,7,5.3098679,3.0549049,4.0583611,1.7840385,2.4385452,3.0456543,2.5596619,.42228699,2.9279709,.54645538,-1.4872551,-3.3896446,0
Paraguay,2002,5.508615,.056686409,.33730081,9.79927799812142,244.4756117596411,99.11612451928417,.14522861,4.9999957,2.9999969,3.0000005,3.3,3.5999999,2.5999999,0,1,0,,12,14.000988,2.0513535,-3.3896446,-1.4872551,.54645538,2.9279709,-4.1765213,4.2300224,3.9772987,2.1110535,4.6951294,5.2797318,1
Romania,1982,22.842426,.19122371,.6313104,1.878539435518241,16.21769001278687,64.83773864001951,,,,,,,,0,0,1,,15,3.8683891,.11234283,4.1672707,6.1422348,7.0286751,8.0852509,,5.8708191,5.7995796,-.09803772,2.3097992,.83122253,0
Romania,1990,23.489361,.17901951,.63055515,-4.535351517232475,9.025813889755142,82.62706986650683,,,1.8442106,1.4628377,1.620726,1.9437668,-3.5032396,1,0,0,,14,-5.7795525,-5.961895,-.49819946,.83122253,2.3097992,-.09803772,,-13.832283,-9.1754913,1.5172958,3.8565636,6.8949699,1
Romania,1996,22.804526,.22464101,.58924651,-6.542185929051876,23.93356041647503,91.03705412890972,.56899548,5.0000038,4.5000005,4.4999962,4.5000062,4.4999976,4.0000005,0,1,0,,14,3.7967682,6.8949699,3.8565636,1.5172958,-9.1754913,-13.832283,17.629051,-4.9360275,-2.1093369,-.40235519,2.3669243,5.4412842,1
Russia,1998,147.38544,.33362815,.69370371,.0752245049613672,63.76413012528342,76.78263332960162,.84399998,5.1999941,3.9999921,2.0000029,0,-5.9999952,-6.0000033,1,1,1,,15,-5.4929733,1.3716698,-3.6744118,-4.1864395,-13.581944,-9.101963,3.6218643,6.157589,9.572506,4.9657822,4.6346664,7.0419312,1
RWANDA      ,1991,7.071393,.35530573,.089743607,-1.837592801114059,39.11422672244701,123.8254421635714,.21408464,,4.1974783,4.1817269,3.8918042,3.715785,1.5524148,0,1,0,3.6,8,-3.720665,-2.4285316,-.65202713,.7235527,.1376152,4.4091225,-7.8741074,6.4349174,-9.0226173,-66.967247,28.910112,13.872147,1
SUDAN       ,1979,18.48318,.096199855,.13772354,-4.708714183971839,39.6359214493739,137.8255045879784,,,,,,,,0,0,1,2.5,15,-5.148983,-6.1141014,6.0378075,15.413857,14.59465,10.836411,-15.985107,1.5128136,7.174015,2.0401001,-5.1386833,-6.4869881,1
SUDAN       ,1981,19.785179,.090315007,.14781566,-19.28428414872459,87.07408826834725,107.2814986155104,,,,,,,,0,1,0,2.5,15,7.174015,1.5128136,-5.148983,-6.1141014,6.0378075,15.413857,-8.2397461,2.0401001,-5.1386833,-6.4869881,5.2722931,13.296413,1
SUDAN       ,1988,24.404316,.081606098,.1646989,-17.70434697458456,114.7624466377232,175.9835705957976,,,,,,,,0,1,0,2,15,8.5547447,-.33159256,13.296413,5.2722931,-6.4869881,-5.1386833,-2.3731232,-5.6253433,7.2422028,6.3706398,4.467392,1.0012627,0
SUDAN       ,1994,29.230635,.10924534,.14016293,-22.74596495224475,238.9251917692688,124.7290016622395,1.1547849,,3.0000129,2.9999938,3.0000005,3.0000014,2.9999945,0,1,0,1,14,5.8240891,1.0012627,4.467392,6.3706398,7.2422028,-5.6253433,-7.5534821,5.8241844,5.7505608,5.8810234,7.9195976,4.1480064,0
SENEGAL     ,1981,5.723541,.37313896,.14501087,-14.21407664587503,40.91770592989249,103.5097778147231,.11284722,,,,,,,0,0,1,3.4,1,-1.193428,-3.3473015,9.2017174,-6.4483643,-2.7332306,8.5439682,-3.5997391,14.271259,2.154541,-4.0867805,3.7099838,4.4536591,1
SENEGAL     ,1988,7.062539999999999,.25255287,.21122563,-8.313542433929319,70.82303805888485,111.5815616121498,-.02079208,,,,,,,1,0,0,2.7,1,4.9330711,3.9172173,4.4536591,3.7099838,-4.0867805,2.154541,4.8793793,-1.4147758,3.8299561,-.39739609,2.1893501,-2.2433281,1
SENEGAL     ,1994,8.475135999999999,.16462097,.16321173,-7.457337269344647,84.11461516559344,103.3726464164419,.37538716,,4.5151663,4.4695883,4.8495021,4.7251449,2.4143872,0,1,0,2.6,1,2.8292656,-2.2433281,2.1893501,-.39739609,3.8299561,-1.4147758,-3.9180756,4.617691,5.0891876,3.0761719,5.7312965,6.1657906,1
SIERRA LEONE,1977,2.886607,.29655993,.1254864,-5.550583323631252,28.13636310347941,168.1295223878767,,,,,,,,0,0,1,1.3,12,.84590912,-.72555542,0,3.4317017,3.4245491,.90732574,-.84934235,3.778553,4.972744,2.8263092,3.8890839,1.7374039,1
SIERRA LEONE,1983,3.29653,.25933534,.13243234,-.9879625937970904,22.73874149876041,133.3098712908779,.83127493,,,,,,,0,1,0,2.5,14,-.10137558,1.7374039,3.8890839,2.8263092,4.972744,3.778553,-4.5030594,4.2686462,2.3024559,1.4492989,3.9557457,2.4354935,1
SIERRA LEONE,1989,3.878211,.13882758,.14119609,-3.46511152579273,60.49526198735472,133.3098763902264,.8554287,,,,,,,0,1,0,1.2,14,3.3376694,2.4354935,3.9557457,1.4492989,2.3024559,4.2686462,-3.2842636,3.5773277,-8.3300591,-10.143757,.054264069,3.440094,0
El Salvador,1986,4.986528,.24640043,.10543285,5.019720282815486,76.86780510874634,124.5085741326075,.30339894,,,,,,,0,1,0,,12,.63257217,1.9561768,2.2736549,.76951981,-5.7645798,-8.6320877,11.227608,2.6528358,1.6031265,1.044178,3.3429146,3.5139084,0
El Salvador,1989,5.184221,.25724119,.10290874,-6.158683820985199,67.14727224484066,97.40479351620417,.23486024,,,,,,,1,0,0,,12,1.044178,1.6031265,2.6528358,.63257217,1.9561768,2.2736549,-.3704071,3.3429146,3.5139084,7.2724342,7.1105957,5.8744431,1
Serbia,2000,7.516346,.27801746,.57935685,-1.913146901604107,97.75679869086626,77.49166580848214,1.1195884,,,,,,,0,1,0,,14,7.4728966,-12.950039,2.4013519,6.9384575,2.3971558,5.531311,,4.8721313,6.8739891,4.3207169,8.6604118,5.3923607,1
Sao Tome & Principe,1987,.107264,.19480103,.19071564,-9.960122908302811,107.8956672675455,140.649008294609,.25000003,,,,,,,0,1,0,2,8,-2.9738903,-6.0091019,8.8924885,-6.2199116,-3.951025,3.0459404,,1.9790173,3.0871868,-2.1761894,1.1938572,.69756508,0
Sao Tome & Principe,1992,.118346,.14635207,.16774231,-28.36051215087463,225.6905736307135,70.75439322113041,.27335134,,3.9908741,3.9908762,3.9908714,2.9574902,1.9672552,1,1,0,3.2,10,.69756508,1.1938572,-2.1761894,3.0871868,1.9790173,-2.9738903,,1.0940075,2.1761417,1.980257,1.4888763,.99139214,0
Sao Tome & Principe,1997,.13011,.15444466,.13845167,-29.28241127747781,625.0339776960493,73.91302479683401,.80473,3.9908702,4.9999981,3.9999976,4.0000029,2.4999988,2.4999986,0,1,0,2.53,14,.99139214,1.4888763,1.980257,2.1761417,1.0940075,.69756508,,2.4692535,2.4692535,.44736862,3.0184746,1.9832611,0
Suriname,1990,.408276,.22476475,.59341025,-.3339098044478348,18.79170177253638,106.8382130394245,,,2.8154266,2.5596275,2.317625,2.3823721,2.4857531,0,1,0,,12,-4.000473,4.4259071,8.3076477,-7.6228142,-1.7368317,13.070393,1.3856888,2.7065277,.37517548,-6.9372177,3.3338547,.0084877014,0
Suriname,1995,.44583,.24999754,.49312225,6.763576780572328,19.24699286395329,101.4805236757462,-.49322215,2.8339903,1.4999998,1.4999926,1.3000109,1.0000023,-.40001106,0,1,0,,14,.0084877014,3.3338547,-6.9372177,.37517548,2.7065277,-4.000473,1.5802383,1.0320663,5.5807114,2.3036957,-1.4137268,2.0438194,0
Suriname,2001,.48421,.16453815,.53963494,-7.669823807296218,32.16371806653,95.28594650676881,.0087834923,4.500001,4.4000039,4.4000039,4.4000039,3.8999977,3.3999987,0,1,0,,2,4.101944,2.0438194,-1.4137268,2.3036957,5.5807114,1.0320663,3.1862259,2.7393341,6.093502,7.6952934,3.8484573,5.6042671,0
Slovak Republic,1998,5.382521,.2742961,1.1860719,-9.582709039654642,52.19144466001676,106.2917996519851,.058893215,,1.5000041,1.5000038,2.0000041,3.0000002,3.9906039,1,0,0,,10,3.9334297,5.8836937,6.5385818,5.6791306,6.0206413,1.8835068,2.0498276,-.20532608,1.2028694,3.2627106,4.4235229,5.2769661,0
Slovenia,1992,2.005535,.22305597,1.4882034,5.663303744243243,,95.15142784216967,,,,,,,,1,0,0,,14,-5.6186676,-9.3214035,,,,,,2.8038025,5.1903725,4.0250778,3.4558296,4.9880028,0
Sweden,1991,8.616534999999999,.22370657,2.6128843,-1.748275424787835,,106.021855992945,.069690786,,.39999816,.40000144,.90000015,.91502035,-.0072325864,1,0,0,,8,-1.1526108,.75187683,2.6202202,2.5268555,3.2987595,2.6557922,-3.808403,-1.16539,-2.0872116,4.0061951,3.945446,1.5065193,0
Sweden,1993,8.737499999999999,.23287815,2.4783268,-1.242250468291708,,109.1519503767498,.046714056,,3.1529751,3.2207844,3.1772683,1.5344604,-1.6835918,0,1,0,,12,-2.0872116,-1.16539,-1.1526108,.75187683,2.6202202,2.5268555,-4.6142578,4.0061951,3.945446,1.5065193,2.859211,4.1399002,0
Swaziland,1985,.705492,.28634307,.34765807,-5.385554639571866,23.16729116132158,177.9875481655157,.18211383,,,,,,,0,1,0,,2,2.1754265,.9581089,.4380703,3.8323879,4.6350956,2.3216248,-8.0106735,9.5721245,12.825108,8.3744049,8.1791878,8.7953568,0
Swaziland,1995,.963428,.12326596,.68623722,-1.523549463491404,13.19346938479397,148.7788242417798,.1013363,4.1631765,3.5000043,3.5000036,3.4999988,3.4999952,3.5000005,1,0,0,,2,3.5634995,2.7107239,3.1162262,2.4691582,5.0913811,8.7953568,-14.364052,4.2315483,3.40662,2.8098106,2.7420044,2.3198128,0
Syria,1988,11.730217,.24382223,.14607275,-.7921385450316142,131.1123723087945,51.75809949328251,,,,,,,,0,1,0,,10,12.457085,1.8895149,-5.0721169,5.9354782,-4.1570663,1.4190674,,-18.659687,4.4850349,7.6046944,12.637138,5.049324,0
CHAD        ,1983,4.830055,.26154178,.12869094,4.496795593261427,10.83783096104999,92.71731175609202,.116,,,,,,,1,0,0,,1,14.547634,5.236721,-11.434746,-6.2382698,-24.132156,-.47073364,15.035439,4.9600601,7.5868607,5.7674408,3.5937309,7.3615074,0
CHAD        ,1992,6.350174,.28275323,.13240252,-4.543798178861894,33.72560091634863,78.13387584434081,-.068000004,,3.5000389,3.5000517,3.4735665,3.2838244,3.1435294,1,0,0,1.9,1,2.2736549,3.7276268,3.192997,1.8128395,7.3615074,3.5937309,10.115242,-1.7661095,5.55439,1.3888359,2.116394,5.4888725,0
CHAD        ,1994,6.773104,.27491063,.12312147,-2.826901895939819,55.09019011818617,129.1351546132443,.15290411,,3.000001,5.8229928,7.4615798,6.8815446,1.4140948,0,1,0,2.2,1,5.55439,-1.7661095,2.2736549,3.7276268,3.192997,1.8128395,4.886055,1.3888359,2.116394,5.4888725,6.6887856,-.50153732,1
TOGO        ,1979,2.642845,.21182862,.15385342,-25.69843486429078,28.79197081966242,,,,,,,,,0,0,1,2.2,1,5.8161736,9.6011162,5.4102898,-.47273636,-.62236786,4.1633606,-10.025597,-4.6372414,-6.3908577,-3.7780762,-5.2940369,5.7147026,1
TOGO        ,1993,4.081398,.19338027,.09598773,-5.834919812661212,15.18454473125403,99.29342378874675,.023506366,,4.8143787,4.6999984,4.4000049,4.2999978,3.2000015,1,0,0,2.3,1,-17.827225,-3.3342361,.22611618,5.729866,4.0182114,9.6438408,-22.795868,13.045311,6.5514565,7.3834419,3.7380219,-2.2150993,1
Thailand,1983,50.183106,.23820065,.35645416,-6.946499294687733,31.27475167413997,110.1008249159688,,,,,,,,1,0,0,,4,5.4338455,5.2140236,5.7390213,4.6739578,5.1768303,9.9291801,-4.3657303,5.5930138,4.5425415,5.3861618,9.0927124,12.476349,0
Thailand,1997,60.544937,.18517219,.67306232,-2.011653836287613,72.76330041527265,111.2902613247424,.074912094,8.1658316,6.4999971,6.4999995,5.4999981,3.5000026,2.499999,1,0,0,,4,-2.7978897,5.5092812,7.8238487,7.70998,8.3352089,8.8472366,-10.565567,-7.958889,4.4804573,4.4235229,3.3320427,6.1823845,1
