Country,year,pop,Gshare,GDPRank,CAB,EXDEBT,ToT,Infl,Fcast5,Fcast4,Fcast3,Fcast2,Fcast1,nowcast,Banking,Currency,Debt,CPIA,RateRegime,DPWT,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,GrowthFall,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,IMF
Ecuador,1982,8.392935,.29052225,.5570696,-6.866430918343522,35.93548363864046,173.7055650797578,.244,,,,,,,1,1,1,,14,1.1803627,3.8674355,4.7897339,5.1668167,6.3828468,6.3300133,-.97904205,-2.8614998,4.1166306,4.2510986,3.0508041,-6.1698914,1
Egypt,1979,42.32174,.46452761,.11345742,-5.324455894469177,149.5393333371831,138.3887053127222,.098306999,,,,,,,0,1,0,,10,9.7959518,7.6206207,7.4977875,12.846279,4.9628258,2.4551392,3.408432,9.4864845,3.687191,9.4466209,14.551926,9.71241,0
Egypt,1984,48.061546,.41309929,.17632838,-8.10131552613456,75.6778383986159,133.0026709829192,.1958046,,,,,,,0,0,1,,10,9.71241,14.551926,9.4466209,3.687191,9.4864845,9.7959518,.049591064,6.533432,1.9739151,7.5671196,5.1650047,5.6529999,0
Egypt,1990,56.397273,.17512578,.19149876,-2.698940793321714,47.98234544015245,150.402288669054,.21379772,,-1.3574712,0,.22676256,-.451469,-.44943991,0,1,0,,10,5.6529999,5.6529999,5.1650047,7.5671196,1.9739151,6.533432,-.84819794,5.2035332,6.4508438,2.8629303,3.8721085,4.4569016,1
ERITREA     ,1993,,,,22.1760639287189,.497107916183518,,.10619469,,,,,,,1,0,0,,1,,,,,,,,,,,,,0
Spain,1977,36.687352,.10642884,1.3479731,-2.03023069050826,,68.84603255103171,,,,,,,,1,0,0,,8,2.7990341,3.2503128,.5408287,5.4665565,7.5000763,7.8346252,-5.0355911,1.452446,.041484833,2.1847725,-.13256073,1.2387276,1
Spain,1983,38.415495,.14703347,1.3068686,-1.423694434690317,,58.19536693865754,.12234607,,,,,,,0,1,0,,8,1.7546654,1.2387276,-.13256073,2.1847725,.041484833,1.452446,.30212402,1.7688751,2.2949219,3.20158,5.3986549,4.9688339,0
Estonia,1992,1.520879,.23796183,.89081544,,,,,,,,,,,1,1,0,,2,-23.785877,-8.3380699,,,,,,-5.9119225,-2.0118713,4.1770935,5.1869392,11.152935,1
ETHIOPIA    ,1993,53.477944,.075836569,.063826822,-.5468687659162603,100.8372995445618,141.9742272907749,.047143035,,5.4501781,5.421628,5.4157495,4.5779595,4.0458403,0,1,0,2.5,10,12.542534,-9.329319,-7.491684,.25968552,-6.2944412,28.487968,11.845589,3.4270287,5.9410095,12.69207,2.8008461,-4.1294098,0
Finland,1991,5.009380999999999,.19887047,2.1829293,-5.249419286584951,,104.055444098665,.04549763,,4.0985651,3.6933992,2.5155554,.7841087,-2.9918833,1,0,0,,8,-6.0965538,.67358017,4.9624443,5.0786972,3.4972191,2.6896477,-8.7860107,-3.3811569,-.73719025,3.8636208,4.1210175,3.5935402,0
Finland,1993,5.061465,.18550451,2.0433474,-1.260670802817554,,101.0122430992336,.029160529,,3.7924659,4.1129694,3.7848659,1.5020167,-2.0927584,0,1,0,,8,-.73719025,-3.3811569,-6.0965538,.67358017,4.9624443,5.0786972,-5.8158875,3.8636208,4.1210175,3.5935402,6.0641289,5.2863121,0
Fiji,1998,.800314,.24345312,.48614681,-.450868207914113,13.59176109609019,,.08127854,5,2.9999962,2.9999993,4.9481134,4.5225382,4.0084219,0,1,0,,8,1.2916565,-2.2245407,4.6883583,2.4692535,4.9741745,1.7128944,-.81596375,8.4341049,-1.7147064,1.9803047,3.1498909,.99506378,0
Gabon,1986,.853039,.20797883,.86861318,-19.38518839245268,34.43889321428673,88.63303954564256,,,,,,,,0,0,1,,1,-.80690384,-2.3605347,7.2402954,5.4566383,-3.1464577,4.9696922,-5.7765961,-18.809032,12.084866,8.1996918,5.0619125,5.9329987,1
Gabon,1994,1.058625,.11643957,.79672122,7.522017140484608,71.34448769277336,87.11775528726425,.46950436,,2.2168703,2.1852877,1.6583229,1.4474384,-.81853676,0,1,0,,1,5.3331375,2.3591995,-3.1389236,5.9329987,5.0619125,8.1996918,-4.5541763,4.8539162,3.5611153,5.5797577,2.9147148,-11.224937,1
Gabon,2002,1.289192,.23129895,.6965,6.365512622278881,64.96884223977246,106.15269070273,.00420964,3.7409122,2.2299535,1.8786539,.67357534,-.46300462,.98864228,0,0,1,,1,-1.8117905,2.3262024,-1.3246536,-11.224937,2.9147148,5.5797577,-5.8290482,2.4627686,.79126358,1.0883331,-3.1734467,6.1398506,0
United Kingdom,2007,61.15182,.17901903,2.2425182,-2.448902272534282,,99.21379878388899,.021013597,2.8428771,2.6686194,2.6936688,2.5681138,2.3235428,3.057301,1,0,0,,11,2.5531769,2.6269913,2.9523849,2.4580002,3.2821655,2.4633408,-.098800659,-.46796799,-4.2823792,1.5284538,1.9532204,1.1721611,0
GEORGIA     ,1991,5.418449,.64123762,.8651768,,,,,,,,,,,1,0,0,,14,-23.995018,,,,,,-15.170097,-58.883476,-34.65929,-10.960388,2.5448799,10.693359,0
GHANA       ,1978,10.35449,.15609634,.23443493,-.2289908339312565,6.895642637473975,11.67671342622232,,,,,,,,0,1,0,1.9,14,8.1357956,2.2486687,-3.594017,-13.275051,6.6279411,5.3966522,5.2921295,-2.5452614,.45967102,-3.5568237,-7.172966,-4.6731949,1
GHANA       ,1982,11.488112,.19004737,.1673609,-.3762207596550798,1.255352564307871,40.90858618618022,.16786771,,,,,,,1,0,0,2.5,14,-7.172966,-3.5568237,.45967102,-2.5452614,8.1357956,2.2486687,-9.4236374,-4.6731949,8.2939148,4.955101,5.0813675,4.6834946,1
GHANA       ,1993,15.907244,.15020381,.18303894,-7.28596522306318,8.420421100742786,25.49964485846981,.27655759,,6.0000019,5.9999995,5.9999976,6.000011,5.4999995,0,1,0,3.7,12,4.7361374,3.8060188,5.1470757,3.2746315,4.9607277,5.4755211,-.73947906,3.2168388,3.9445877,4.493618,4.1125298,4.5869827,0
GHANA       ,2009,23.713164,.15947168,.14831488,-5.460778521487099,26.61498474327997,74.56798076290475,.094591014,5,5.3260403,7.057056,22.511942,4.9919825,4.5309386,0,1,0,3.841666666666667,8,4.7305107,8.7557793,4.2541504,4.4512749,6.0113907,5.2145958,-.71697235,7.6053619,13.142395,8.8852882,7.0584297,3.9624214,1
GUINEA      ,1982,4.684991999999999,.09402819,.21297736,-5.081080167119077,73.99179063052304,,,,,,,,,0,1,0,2.5,10,1.7839432,.60787201,2.5681496,-1.2151718,6.5752983,-3.4106255,,1.2916565,1.3902664,4.8789978,3.0665398,3.2466888,1
GUINEA      ,1985,5.078689,.092814222,.217355,-2.284867681084092,73.34485393461668,,,,,,,,,1,0,1,2,15,4.8789978,1.3902664,1.2916565,1.7839432,.60787201,2.5681496,,3.0665398,3.2466888,6.1170578,3.9254189,4.2332649,1
GUINEA      ,1993,7.155564,.11329468,.18218824,-6.052543252027289,85.36054942338902,125.328318302251,.049956933,,5.1799321,5.4048376,5.4006796,5.394865,4.934195,1,0,0,2.4,8,4.9251556,3.2200813,1.4443398,4.2332649,3.9254189,6.1170578,-1.1959076,3.9227486,4.573822,4.364872,5.0518036,3.5793304,0
GUINEA      ,2005,9.669022999999999,.10560746,.067949966,-1.282792665269806,110.1369884338651,92.84318318230042,.29663333,6,5.6084852,6.0442667,5.4338827,4.9314556,2.9503007,0,1,0,3.016666666666667,8,2.9558182,2.273941,1.1928558,5.0693512,3.633213,2.4722099,.48084259,2.4692535,1.7840385,4.7837257,-.30040741,1.8821716,0
"GAMBIA, THE ",1985,.732092,.10008809,.18804163,-2.154718979528842,76.43060239696725,,.25455064,,,,,,,0,1,0,2,15,3.3351898,2.7898312,-3.5729408,6.7929268,16.587019,.2415657,-6.8969727,2.1199226,3.0245781,4.9635887,3.5210609,3.5297394,1
"GAMBIA, THE ",2003,1.350345,.084749617,.1154032,-7.357659787718943,117.352518992368,112.1117740329741,.17563683,5.0438871,4.5177398,4.8023658,5.0229082,5.4764938,7.4396253,0,1,0,3.2,8,2.2769928,.45614243,5.6231499,5.9538364,6.6217899,3.5894394,3.204155,8.8096619,-.94628334,1.1176109,3.5666943,5.5764675,0
GUINEA-BISSAU,1980,.8498859999999999,.81512064,.12554693,-35.71399237252892,260.4860084561711,241.0906371125433,,,,,,,,0,1,0,2.8,2,-17.378998,1.974535,12.33325,-7.4401379,4.8251629,7.5530052,-24.932098,-.49872398,4.1141987,-3.4591675,5.3540707,4.2101383,0
GUINEA-BISSAU,1994,1.155111,.15648448,.12922864,-10.56985709777332,157.9266415305095,166.99522611382,.19277237,,4.2415271,4.0393367,3.7050698,3.0841351,2.5969951,0,1,0,2.8,15,2.9197216,2.2504807,3.04842,2.9560566,3.2461643,4.4014454,-2.7713776,3.9371967,3.6781311,5.8210373,-18.524551,12.42218,1
Equatorial Guinea,1980,.220605,.51774657,.09332335,,126.5328356847155,474.6154630544355,,,,,,,,0,1,0,,8,4.7267437,-5.1216602,-5.1352024,7.0622444,.28944016,6.3709259,,5.6089401,2.175045,4.885149,1.0071754,1.9665718,1
Equatorial Guinea,1983,.273199,.58171713,.10712133,,229.4370156545088,371.0190820281985,.60057628,,,,,,,1,0,0,,8,4.885149,2.175045,5.6089401,4.7267437,-5.1216602,-5.1352024,,1.0071754,1.9665718,-3.8667202,7.2109699,5.1431656,0
Equatorial Guinea,1994,.433197,.39337224,.034248203,-.2890228803737704,197.7597636706235,712.6707307614279,.43745849,,3.8329608,4.4204512,4.960218,5.300004,8.8999968,0,1,0,,1,8.9656353,9.0591431,12.484789,.32186508,-2.4869442,-2.7977943,16.653824,11.067772,29.715014,66.917274,16.282272,20.864964,0
Greece,1983,9.822998999999999,.16925304,1.3682566,-3.783702449960005,,95.03465230918184,.20224719,,,,,,,0,1,0,,12,-1.0844231,-1.139164,-1.5659332,.67491531,3.229332,6.9963455,-8.080864,1.9906044,2.4785995,.51631927,-2.2848129,4.1985512,0
Greece,2012,11.109662,.25180972,1.3014339,-3.831143699922597,241.8386640054997,96.57919723105627,.0031810296,2.5999999,3.7501647,2.75,0,-4,-6,0,,1,,1,-7.5806618,-9.5767975,-5.6344032,-4.3959618,-.33578873,3.2213211,-10.802078,-3.2505035,.6518364,,,,1
Guatemala,1986,8.320497999999999,.1222937,.36911032,-.3134498869434303,36.50546878194373,151.8593193315493,.215,,,,,,,0,1,0,,14,.13952255,-.59080124,.47168732,-2.5856972,-3.6135674,.66404343,-.50201416,3.4826279,3.818512,3.8668633,3.0553818,3.592968,0
GUYANA      ,1982,,,,-39.33576551348816,210.7746508702485,132.3308597680161,.19314981,,,,,,,0,0,1,2.5,7,,,,,,,-11.470604,,,,,,0
GUYANA      ,1987,,,,-19.38335385527204,266.3449227033974,138.4086119820294,.34561694,,,,,,,0,1,0,1,7,,,,,,,15.040398,,,,,,0
GUYANA      ,1993,,,,-17.53235323195534,281.8318334813426,107.3521669247508,.068000004,,5.0000014,5.0000024,4.8999991,5.0000048,6.5000024,1,0,0,3.1,7,,,,,,,11.657333,,,,,,1
HONDURAS    ,1981,3.750843,.15535407,.25303185,-7.857322762779375,42.43576783403565,106.1682559708259,.091508053,,,,,,,0,0,1,3.1,2,2.5016785,.66623688,4.5589447,9.536171,9.8793983,9.9851608,-7.4834824,-1.4010429,-.92859268,4.2538643,4.1028976,.72011948,1
HONDURAS    ,1990,4.903363,.10668641,.26189739,-1.92867751550286,95.4375749017821,102.2561202446315,.36420789,,4.0055475,3.9553652,3.8502996,2.8884742,3.1062717,0,1,0,3,14,.096797943,4.2349815,4.5066833,5.856514,.72011948,4.1028976,-4.0061951,3.2002449,5.4718018,6.0437202,-1.3118744,3.9989471,1
Croatia,1998,4.491742,.23326342,1.0976584,-5.770329894496099,42.2927509455614,99.55562531581447,.060190413,,3.5000031,3.5000014,3.9999928,4.4999986,5.0000048,1,0,0,,8,1.8447876,6.4339638,5.7076454,6.6104889,5.704689,-8.3661079,,-.93994141,3.6982536,3.37677,5.1135063,5.4089546,0
HAITI       ,1992,7.386974,.071407385,.11053842,-14.16217019759188,158.2630832277269,170.1003565243782,.15180983,,3.6564386,3.6564326,3.3151712,3.2222924,3.2791529,0,1,0,2.2,10,-5.4572105,1.8647194,1.0327339,-2.9566765,3.1033516,-.75149536,,-5.5840492,-12.719345,9.4326019,4.0593147,2.6665688,0
HAITI       ,1994,7.674911,.086667195,.089753889,-.9013878597292746,51.9060516347447,139.2159953797834,.41976365,,3.9999995,3.5000007,3.0000031,2.5000002,1.9999949,1,0,0,1,14,-12.719345,-5.5840492,-5.4572105,1.8647194,1.0327339,-2.9566765,,9.4326019,4.0593147,2.6665688,2.1601677,2.6765823,1
HAITI       ,2003,8.976554999999999,.040520322,.10895609,-1.502011583742095,43.48874567043538,113.288522821984,.37780532,2.0002384,3,3,2,1,0,0,1,0,2.275,14,.36182404,-.25415421,-1.0482788,.8638382,2.6765823,2.1601677,-1.7951965,-3.5824776,1.7838478,2.2279739,3.2885551,.84037781,0
Hungary,1991,10.370223,.28388244,1.1005971,1.163512702952552,60.59994197394054,98.10724609868802,.322,,4.9551139,4.4556503,3.9882054,2.0181744,-5.1068382,1,0,0,,10,-12.660789,-3.5592079,.73366165,-.065231323,3.9712906,1.523304,,-3.11203,-.57783127,2.9046059,1.4784813,.043296814,1
Indonesia,1979,144.640402,.133898,.18260142,1.138921672315425,21.21241614687478,62.76031821199069,.20651834,,,,,,,0,1,0,,7,6.0630798,7.5532913,8.4033012,6.6534996,4.8600197,7.363224,-.28877258,9.4191551,7.6336861,2.215004,8.4113121,6.7421913,0
Indonesia,1997,203.707717,.16375218,.39510879,-1.457723407327221,55.93177302716114,89.55826178036494,.10268298,5.9999948,6.4999967,6.4999938,6.4999976,6.1999989,7.0000019,1,0,0,,7,4.592514,7.5274467,7.8997612,7.2692871,7.0025444,6.9717407,-1.7024994,-14.071751,.78792572,4.80299,3.5786629,4.401207,1
INDIA,1993,924.4756329999999,.1494316,.1343182,-.4080559799416726,32.61684605313457,102.5154336236057,.09504132,,6.5000052,6.3803878,5.8799419,5.4025092,4.8043795,1,0,0,3.6,4,4.8360825,5.2785873,.42247772,5.5064201,6.36549,9.4614983,-4.5507431,7.1982384,7.3675156,7.1340561,4.3807983,5.8150291,0
Iran,1985,47.290793,.18501183,.31673655,-.5152447768799201,2.990351570244993,160.9250688397151,,,,,,,,0,1,0,,12,1.8504143,-7.4075699,10.514164,20.840549,-5.8654785,-24.33424,26.184654,-10.297394,-.17223358,-6.2747955,5.9514046,12.746906,0
Iran,1992,58.13009899999999,.16813058,.35686797,-14.93227338233954,32.72827132371052,72.49968189044672,.21945344,,6.4999952,6.500001,6.499999,6.4999981,6.4999976,0,0,1,,12,3.2447815,11.970234,12.746906,5.9514046,-6.2747955,-.17223358,3.4170151,-1.4819145,-1.7128944,2.3726463,6.1570168,1.3414383,0
Iran,2000,65.85006199999999,.22284494,.55418521,3.671346547016336,2.22200682723973,100,.085000001,3.0000038,5.0000019,4.999999,4.4999976,3.9999952,3.4000027,0,1,0,,12,5.6810379,1.982975,2.0586014,1.3414383,6.1570168,2.3726463,3.3084869,2.3639679,7.7691078,8.2862854,4.2452812,4.1225433,0
Iceland,1975,.217958,.15723187,2.2220044,-8.975248065367184,,104.9640217569157,,,,,,,,0,1,0,,14,.64401627,5.5494308,6.5844536,5.9940338,12.275553,7.1938992,-8.3124161,5.7886124,8.4545135,5.8426857,4.746151,5.5888176,0
Iceland,1981,.230525,.15657276,2.6540215,-4.069291634798399,,96.35444916138479,.49289554,,,,,,,0,1,0,,14,4.1765213,5.5888176,4.746151,5.8426857,8.4545135,5.7886124,-1.6119003,2.1317482,-2.1746635,4.046154,3.239727,6.0818672,0
Iceland,1989,.252219,.19096766,3.0525515,-1.316549241436185,,94.82770352185375,.25205478,,,,,,,0,1,0,,8,.25815964,-.089740753,8.200264,6.0818672,3.239727,4.046154,-3.7879944,1.162529,-.22373199,-3.4321785,1.3049126,3.5452843,0
Israel,1975,3.33676,.51841205,1.65518,-12.40983459832187,,82.2634210476956,,,,,,,,0,1,0,,14,3.1913757,6.2750816,5.4369926,11.463642,10.391903,11.972427,-3.8612366,.32196045,1.0299683,5.4062843,6.0227394,1.6566277,1
Israel,1977,3.513516,.41761908,1.5384268,-1.906265142421826,,86.24976779539946,.4254249,,,,,,,1,0,0,,14,1.0299683,.32196045,3.1913757,6.2750816,5.4369926,11.463642,-10.433769,5.4062843,6.0227394,1.6566277,5.2022934,2.0610809,0
Israel,1980,3.744667,.41005665,1.4319466,-3.690375771857786,,84.5207947291493,1.8857031,,,,,,,0,1,0,,14,1.6566277,6.0227394,5.4062843,1.0299683,.32196045,3.1913757,-1.5348434,5.2022934,2.0610809,3.3039093,.92887878,3.9575577,0
Israel,1985,4.082781,.37405977,1.8339239,3.733702165769349,,86.23553952249326,1.8517495,,,,,,,0,1,0,,14,3.9575577,.92887878,3.3039093,2.0610809,5.2022934,1.6566277,2.3010254,4.104805,6.8963051,2.8684616,.57315826,7.0599556,0
Italy,1981,56.489623,.15223618,1.8055741,-3.518815551531072,,84.44502402984159,.19506909,,,,,,,0,1,0,,12,.84066391,3.3724785,5.7884216,3.1887054,2.528286,6.8829536,-6.0424805,.41275024,1.1624336,3.1748772,2.7596474,2.8198242,0
Jamaica,1978,2.089015,.17824338,.52189296,-1.583393303610426,42.30634942386207,183.1110789425434,.49383539,,,,,,,0,1,1,,14,.54283142,-2.4075508,-6.6752434,-.30612946,-3.9635658,1.2677193,5.5879593,-1.858902,-5.8973312,2.5267601,1.2187004,2.2601128,1
Jamaica,1983,2.24989,.15164053,.38903019,-10.40473389093914,99.92944180409506,180.6766537044347,.16657333,,,,,,,0,1,0,,8,2.2601128,1.2187004,2.5267601,-5.8973312,-1.858902,.54283142,1.9449234,-.85849762,-4.7541618,1.6689301,7.4375153,2.8443336,1
Jamaica,1991,2.403082,.13656172,.44631207,-3.978064264244944,95.22714423925163,204.3855875542161,.85096854,,3.6026795,3.5969112,3.5989001,3.600827,4.0012803,0,1,0,,14,.87032318,5.3144455,6.6149712,2.8443336,7.4375153,1.6689301,2.8598785,9.8313332,1.9483566,.88796616,1.0240555,.31318665,1
Jamaica,1996,2.51234,.22788125,.47481441,-1.449790744817029,52.20169742741783,114.4286495665115,.15842153,3.6026816,2.0000019,2.0000019,1.9999959,2,.99999601,1,0,0,,8,.31318665,1.0240555,.88796616,1.9483566,9.8313332,.87032318,-4.838562,-.989151,-1.2340546,.98390579,.68902969,1.2726784,0
Jamaica,2010,2.741253,.21832843,.4049179,-7.972359545534532,64.93820095990398,92.22616231476172,.11739642,3.5,2.075,2.0059123,1.9614153,1.7561356,-.13097064,0,0,1,,7,-1.5001297,-4.5261383,-.72488785,1.4338493,2.8577805,.88977814,-2.3670197,1.7086029,-.60539246,.54645538,.68531036,,1
Jordan,1989,3.209466,.40943494,.45308018,3.650420051110071,150.7841221891314,96.04385728799825,.25935373,,,,,,,1,1,1,,10,-11.349964,1.4503479,2.2979736,5.357933,-2.7453423,4.2017937,-22.734642,-.27456284,1.5956879,13.412857,4.3828011,4.8664093,1
Japan,1997,125.048424,.13467413,2.8015435,2.154884245640325,,90.27944885009458,.021451779,3.2999973,3.2405434,3.8262458,2.9861085,2.0520043,1.1436627,1,0,0,,13,1.583004,2.5765419,1.9237518,.85992813,.17089844,.81567764,.25501251,-2.0235062,-.19950867,2.2324562,.35476685,.28915405,0
Kazakhstan,1999,15.059994,.24271601,.42290851,-1.013605774645349,71.65676095260719,142.4942399575057,.1809468,3.0001216,4.5,4,4,3,-1.5,0,1,0,,7,2.6507378,-1.9060135,1.7199516,.46377182,-8.6032867,-13.432503,16.131783,9.3905449,12.704754,9.3035698,8.9197159,9.154129,1
KENYA       ,1985,19.660713,.26942104,.20771036,-1.315099769999695,58.64248050924047,58.95141782996664,.10231317,,,,,,,1,0,0,3,2,4.1858673,1.752758,1.3563156,3.6209106,3.6957741,5.4408073,-1.2306213,6.9221497,5.7542801,6.0131073,4.5881271,4.1257858,1
KENYA       ,1992,25.029754,.1077085,.18678133,-3.155432233886846,55.53758653817697,132.1905335423573,.33668298,,5.5000362,5.499938,5.4999871,4.5000119,2.0000348,1,0,0,3,14,-.79631805,1.3978004,4.1257858,4.5881271,6.0131073,5.7542801,-6.5704346,.35915375,2.5949478,4.310894,4.0614128,.2699852,1
KYRGYZ REP.,1997,4.734761,.3808544,.20340268,-7.833028644727159,74.13602171550791,87.25373632742432,.12979153,,4.5005665,4.6002765,6.6995935,7.6995325,6.9006882,0,1,0,3.385,14,9.4539642,6.8448067,-5.5764198,-22.420883,-16.793728,-14.893913,24.406815,2.0996094,3.5905838,5.3003311,5.1848412,-.017261505,1
CAMBODIA,1971,7.167716,.051097725,.17114614,,,,,,,,,,,0,1,0,,,-5.124855,,,,,,,-5.5901527,-21.003056,-5.3748131,-1.3587952,0,0
CAMBODIA,1992,9.659238,.095196843,.10931936,-1.008662138620573,26.07760774929804,78.9188311298385,1.12,,5.5899348,5.5899425,5.4651647,5.4482169,5.0746689,0,1,0,2.3,14,6.7937851,7.3126793,1.1534691,-.25911331,15.008354,19.500351,,4.0101051,7.3949814,5.7531357,4.4975281,5.4676056,0
Korea,1997,45.283939,.095156714,1.7286015,-1.844741249889801,28.98765343343798,128.261859438592,.065738074,7.6825404,6.8999977,6.9999967,6.6999979,5.999999,5.9999976,1,0,0,,7,5.7535172,7.3199272,9.1399193,8.8067055,6.6225052,5.9923172,-.23880005,-5.6265831,10.713577,8.5484505,4.4259071,7.1691513,1
Kuwait,1982,1.518855,.15539297,4.0243015,22.57789546516488,51.5825212690616,22.12189823578484,.084584996,,,,,,,1,0,0,,7,-12.498665,-20.979214,-21.58041,13.014317,7.0968628,-3.9235115,,7.639122,5.1088333,-4.3581963,8.2203865,7.8313828,0
"LAO, PDR",1972,2.837967,.26856017,.086149603,,,,,,,,,,,0,1,0,,,3.393507,4.8682213,,,,,,8.3695412,3.5779953,6.4583778,2.9130936,-2.0145416,0
"LAO, PDR",1978,3.164146,.27119404,.087181844,1.241798997467196,32.5380824120863,47.6772700812861,,,,,,,,0,1,0,2.2,12,.99010468,-2.0145416,2.9130936,6.4583778,3.5779953,8.3695412,,-2.0184517,9.5345497,14.264297,6.8441391,4.5785904,0
"LAO, PDR",1986,3.78523,.29427621,.13045259,-4.759596658763766,45.93703450119393,49.08749921975541,,,,,,,,0,1,0,2,12,4.7696114,4.9456596,6.9220543,4.5785904,6.8441391,14.264297,,-1.4361382,-2.0306587,13.269901,6.4893723,4.2068481,0
Lebanon,1984,2.667229,.66989332,.5450266,-26.78767454922825,4.969240581646182,107.9579146464144,.2530328,,,,,,,0,1,0,,14,36.79657,20.465183,-45.868874,.548172,3.396225,8.9933395,,21.752739,-7.0135117,15.468502,-33.141041,-55.253506,0
Lebanon,1990,2.703019,.51008505,.36078802,-38.68321338063862,19.16344613813131,26.87300204763953,.77075344,,4.4541612,4.3656187,4.1619954,3.9031935,3.0022454,1,1,0,,14,23.53344,-55.253506,-33.141041,15.468502,-7.0135117,21.752739,,32.353687,4.4015884,6.7640305,7.6990128,6.330204,0
LIBERIA,1980,1.892529,.090405151,.11591006,,,,,,,,,,,0,0,1,2.8,1,-6.4933777,4.6628475,5.5952072,.93827248,4.6944618,-3.9528847,-.65460205,-3.9668083,1.739502,-3.5001278,-.5906105,-2.0404816,1
LIBERIA,1991,2.06606,.050789062,.044606786,,,,,,2.6920218,2.2421112,2.2107012,1.9473633,2.8830843,1,0,0,1,15,-15.344524,-71.397972,2.7499676,2.788353,1.7792702,-1.1863708,-13.651848,-43.210175,-40.01107,-24.541903,-4.3598652,11.44104,0
Libya,2002,,,,3.970885904971079,,,-.072684325,2.6124492,3.05,2.9000001,2.55,2.45,-.55000001,0,1,0,,6,,,,,,,,,,,,,0
SRI LANKA,1978,14.534087,.14216579,.24239899,-5.613791862091665,70.11313087163033,93.72907859289411,,,,,,,,0,1,0,3.4,8,8.3118439,4.0226936,3.7171364,3.3390999,3.8748741,3.4661293,-1.3196945,5.8904648,5.9782028,5.3993225,5.0557137,4.6432495,1
SRI LANKA,1989,17.111785,.31943473,.28058729,-6.988207825005937,61.19759783362034,75.83637148673678,.15103118,,,,,,,1,0,0,2.9,7,1.954937,2.7411461,1.6086578,4.1849136,4.8949242,4.9279213,-2.7002335,6.0523987,4.7083855,4.2858124,6.6869736,5.4953575,0
LESOTHO     ,1985,1.467856,.24225897,.10169531,-9.657168528146377,54.56302195467055,64.85635154996152,.19831224,,,,,,,0,1,0,2,2,3.3481121,4.5090675,1.6550541,3.5257816,.97088814,-2.7831554,5.3598404,4.9711704,.2863884,8.6616039,5.6390285,5.9689045,0
Lithuania,1992,3.690788,.24575517,.94057143,,,,,,,,,,,0,1,0,,14,-23.900604,-5.8430672,,,,,,-17.705727,-10.276413,3.2370567,5.0217628,7.9672813,1
Latvia,1992,2.611306,.28731242,.96242452,11.29976933714882,2.551113186312393,88.6144335794496,,,,,,,,0,1,0,,14,-42.861366,-10.995483,,,,,,-16.097546,.6439209,-.8140564,2.3267746,8.6112976,1
Latvia,1995,2.487988,.34947851,.72983718,-.2987849129105181,28.41050159410376,106.259446449857,.2313956,,4.9998941,4.9997096,5.0001554,4.1999998,.39999977,1,0,0,,10,-.8140564,.6439209,-16.097546,-42.861366,-10.995483,,,2.3267746,8.6112976,6.3286781,2.5876999,5.2600861,1
Morocco,1980,20.071902,.2745176,.23453492,-4.020377599640646,43.42474818225141,136.3870446359639,.096887559,,,,,,,1,0,0,,11,4.1389465,4.6888351,2.2219658,5.8725357,10.259438,7.2859764,-3.7088394,-2.8059006,9.1846466,-.55875778,4.2385101,6.1306,1
Morocco,1983,21.583746,.28421736,.300789,-6.081657395225613,73.70463308696645,130.0172117765372,.12537883,,,,,,,0,0,1,,11,-.55875778,9.1846466,-2.8059006,4.1389465,4.6888351,2.2219658,-.83122253,4.2385101,6.1306,7.793045,-2.5162697,10.021782,1
MOLDOVA,1999,4.22427,.26035726,.14263657,-5.817102894696026,124.0957972371612,106.9918611666536,.43799999,3.7735813,5.9999356,5.0000148,2.9999819,1.0000747,-5.0000143,0,1,0,3.175,14,-3.4262657,-6.7659378,1.6337395,-6.056881,-1.3848305,-36.989307,,2.0857811,5.9602737,7.5196266,6.413269,7.1047783,1
MADAGASCAR  ,1981,8.983494,.34755528,.094586551,-10.09202901845073,41.01404898493661,85.84476015113066,.30456853,,,,,,,0,0,1,2.2,2,-9.0418816,.8023262,9.3590736,-2.6583672,2.337265,-3.1172752,-7.0850372,-1.845932,.80680847,1.6902924,1.1492729,1.940155,1
MADAGASCAR  ,1984,9.714342,.27200183,.11990746,-6.576094014132154,72.69186430923161,121.4614785816655,.09759479,,,,,,,0,1,0,3.1,8,1.6902924,.80680847,-1.845932,-9.0418816,.8023262,9.3590736,-7.7085495,1.1492729,1.940155,1.1712074,3.3467293,3.9978981,1
MADAGASCAR  ,1988,10.877757,.20509443,.11006763,-6.14117800201151,122.3915661720139,130.0747194613149,.17321271,,,,,,,1,0,0,3.3,12,3.3467293,1.1712074,1.940155,1.1492729,1.6902924,.80680847,2.4488449,3.9978981,3.0820847,-6.5174103,1.1792183,2.0748138,1
MADAGASCAR  ,1994,13.039754,.10827998,.081859484,-9.306115237909566,79.1453228888889,119.3131800171032,.61215574,,4.9548168,5.0065494,4.7959585,4.2011256,3.2900994,0,1,0,2.6,14,-.071620941,2.0748138,1.1792183,-6.5174103,3.0820847,3.9978981,-4.069519,1.697731,2.1261215,3.6232948,3.8456917,4.5924187,0
