Country,year,Country_code,CAB,Infl,EXDEBT,rgdpe,pop,Gshare,GDPRank,advecon,Banking,Currency,Debt,Region,AmountAgreedPercentGDP,WGI,conditions,DPWT,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6,FGrowth7,IMF
Latvia,1995,LVA,-.2792496705926179,24.975935531675,,20582.85,2.5084729,.43475583,.73823512,1,1,0,0,Europe,.71941,.69526178,86,-1.0987438,.64592946,-14.868682,-34.858837,-10.412539,,2.3540189,8.9929218,6.5332379,2.6214769,5.5311871,6.4613085,7.1026945,1
Latvia,2008,LVA,-12.59338676052166,15.4023191064986,,43901.086,2.171881,.28107524,1.0843003,1,1,0,0,Europe,6.7545753,.69526178,62,-3.547612,9.9792309,12.054515,10.697421,8.3350124,8.4312887,-14.401627,-3.9408119,6.3809028,4.0345907,2.4299264,1.8583962,2.9716032,1
Morocco,1980,MAR,-6.473713434700831,9.408379474379551,45.68664341218361,53250.164,20.019848,.27346805,.23887388,0,1,0,0,MidEast,4.8518133,-.12556395,32,4.2258039,4.8005457,2.246803,6.0483856,10.804225,7.5578909,-2.7669127,9.6196651,-.55718184,4.3295593,6.3224673,8.1046944,-2.4848609,1
Morocco,1983,MAR,-5.450245562730522,6.20793538870313,83.07868841417873,63261.707,21.528502,.28148916,.29797021,0,0,0,1,MidEast,1.9733565,-.12556395,56,-.55718184,9.6196651,-2.7669127,4.2258039,4.8005457,2.246803,4.3295593,6.3224673,8.1046944,-2.4848609,10.541213,2.482512,3.883502,1
Moldova,1999,MDA,-5.797829527022322,39.2559806891746,99.26703161590902,7572.3779,4.2242732,.25024521,.14174344,0,0,1,0,Europe,11.349051,-.59329057,145,-3.368238,-6.5421762,1.6470758,-5.8770747,-1.3752853,-30.919159,2.1077151,6.1414256,7.8096366,6.6233625,7.3632741,7.5013981,4.784657,1
Moldova,2002,MDA,-1.191466092755151,5.30124390261599,110.9086845791127,8734.7168,4.1766162,.172011,.15444463,0,0,0,1,Europe,,-.59329057,77,7.8096366,6.1414256,2.1077151,-3.368238,-6.5421762,1.6470758,6.6233625,7.3632741,7.5013981,4.784657,2.9984286,7.8375845,-5.9895906,0
Madagascar,1981,MDG,-10.09293111308992,30.5381774327712,45.59641065168199,11817.879,8.9713449,.46728003,.12240514,0,0,0,1,Africa,3.5753276,-.80920458,52,-8.645113,.80556303,9.811018,-2.623338,2.3647287,-3.069149,-1.8290207,.81004083,1.7046832,1.1558721,1.9591039,1.1780893,3.4034193,1
Madagascar,1984,MDG,-6.575967882934542,9.856620954338879,76.47109023337005,13174.94,9.7808723,.44105312,.13448897,0,0,1,0,Africa,1.1507229,-.80920458,58,1.7046832,.81004083,-1.8290207,-8.645113,.80556303,9.811018,1.1558721,1.9591039,1.1780893,3.4034193,4.0788884,3.1300268,-6.3095288,1
Madagascar,1988,MDG,-6.141055063420343,26.8537971413812,161.7731200257269,15293.985,10.952395,.2935895,.13957635,0,1,0,0,Africa,.73179102,-.80920458,83,3.4034193,1.1780893,1.9591039,1.1558721,1.7046832,.81004083,4.0788884,3.1300268,-6.3095288,1.1861491,2.0965576,-.071607187,1.7122175,1
Maldives,1975,MDV,,,,201.42223,.136519,.16494843,.15317339,0,0,1,0,Island,,-.032802548,,-7.988986,5.7281604,1.5779047,2.4242444,5.2072253,,.59880954,11.252346,14.684728,10.664207,18.572851,11.764716,-3.0122135,0
Mexico,1977,MEX,,29.0641247103462,39.43228076292707,635637.38,64.345886,.067974716,.95862049,0,0,1,0,LatAm,.73920768,.18174872,,3.4645665,4.0983663,5.7192369,6.0661759,8.3665323,8.4233217,8.3713837,9.1292162,8.3655033,8.7940331,-.7070688,-4.295855,3.5995717,1
Mexico,1994,MEX,-5.619811679089305,6.96581237191123,27.15966492895749,1243140.3,92.349144,.10467517,1.2438213,0,1,0,0,LatAm,5.0852594,.18174872,56,4.9410758,3.5539057,3.6286607,4.2222447,5.0683179,4.1982856,-6.2912226,6.7732544,6.8468518,5.1639252,2.7535577,4.9424524,-.40439206,1
Mali,1987,MLI,-10.21425836558287,,98.96534548492238,6331.4292,8.0677576,.42967218,.079829141,0,1,0,0,Africa,2.9901361,-.84390533,30,-2.3569589,16.119291,8.4988718,.68041283,-5.1808429,6.2305298,.24971375,7.489202,2.4100146,14.64912,-1.7910403,4.5154228,7.1483779,1
Myanmar,1990,MMR,,17.6267750314504,,32744.146,40.626251,.2737411,.075320803,0,0,1,0,Asia,,-1.358637,0,2.8169243,3.6953022,-11.35244,-4.00563,-1.0573481,2.8509915,-.65061241,9.6609459,6.0394082,7.4779558,6.9480457,6.4427271,5.6515808,0
Myanmar,1996,MMR,,16.2753966377374,,42578.883,43.793308,.21886376,.083779171,0,0,1,0,Asia,,-1.358637,0,6.4427271,6.9480457,7.4779558,6.0394082,9.6609459,-.65061241,5.6515808,4.9535694,10.945134,13.745926,11.344086,12.025522,13.843996,0
Myanmar,2001,MMR,-2.346359947422586,21.1013053769229,94.0618975332747,56427.621,46.627995,.22005466,.090455472,0,0,1,0,Asia,,-1.358637,0,11.344086,13.745926,10.945134,4.9535694,5.6515808,6.4427271,12.025522,13.843996,13.564667,13.568964,13.075785,11.991443,10.255299,0
Myanmar,2007,MMR,6.841285596085048,35.0245970717698,39.94461135856844,116869.91,49.171585,.16635427,.13223836,0,0,1,0,Asia,,-1.358637,0,11.991443,13.075785,13.568964,13.564667,13.843996,12.025522,10.255299,10.550004,10.157612,5.5914822,7.3326716,8.4259996,7.9909143,0
Myanmar,2012,MMR,-2.101589987729259,1.46758322674671,19.94002022851583,217841.67,50.986515,.19744264,.21701908,0,0,1,0,Asia,,-1.358637,0,7.3326716,5.5914822,10.157612,10.550004,10.255299,11.991443,8.4259996,7.9909143,6.992846,5.8919921,6.8415461,,,0
Mongolia,1990,MNG,-24.1738310890104,,1.008003219754557,7240.0737,2.184145,.62393492,.30977729,0,0,1,0,Asia,1.293955,-.40484515,12,-2.5164053,4.1803498,5.1048927,3.5419409,9.4263268,5.6791816,-9.2468014,-9.4976854,-3.0031199,2.3000979,6.3120174,2.3529193,3.998354,1
Mongolia,1997,MNG,5.756459575531903,36.5561148948773,51.8599222038608,5646.7114,2.335695,.20699219,.20156597,0,0,1,0,Asia,3.8905809,-.40484515,105,3.998354,2.3529193,6.3120174,2.3000979,-3.0031199,-9.4976854,3.5324123,3.2157004,1.0562667,2.9527094,4.7331071,7.0046563,10.625157,1
Mongolia,2008,MNG,-12.28375713027328,27.966472303207,40.06744058651854,17499.279,2.6281309,.25547427,.35717699,0,1,0,0,Asia,5.1536574,-.40484515,74,8.9003038,10.247938,8.5562248,7.2539172,10.625157,7.0046563,-1.2686867,6.365386,17.290979,12.319548,11.649058,7.8853359,2.3794904,1
Mozambique,1984,MOZ,,,39.67622249333636,8025.8525,12.85378,.12192557,.06234131,0,0,0,1,Africa,,-.58257008,0,3.0303013,-13.157888,-3.7974756,1.2820505,4.2279363,3.0748491,-8.8235302,1.6129084,4.7619019,4.5454521,6.5000029,.99999136,4.8999972,0
Mozambique,1987,MOZ,,,181.828652694722,6764.752,13.020861,.099245742,.052847531,0,1,1,0,Africa,2.3454397,-.58257008,23,4.7619019,1.6129084,-8.8235302,3.0303013,-13.157888,-3.7974756,4.5454521,6.5000029,.99999136,4.8999972,-5.2313251,8.7671356,6.1588683,1
Mozambique,2015,MOZ,-40.32763542015001,,95.5961396212761,34725.75,28.010691,.16176489,.062570445,0,0,1,0,Africa,1.9332539,-.58257008,,6.5939064,7.4441452,7.1413159,7.1982403,7.1177344,6.687623,3.7633867,3.7368309,,,,,,1
Mauritania,1984,MRT,-15.22749163311955,,192.0527150975415,3462.1882,1.720812,.22604926,.20087822,0,1,0,0,Africa,1.7833909,-.63604891,58,-2.1336803,2.4893167,-7.6408386,3.9845388,.70068604,10.014495,3.3522308,5.8109784,2.3120341,1.2183677,3.6915011,-1.0387626,2.8591554,1
Malawi,1982,MWI,-9.465036661543877,9.821162444320819,77.91194537478263,7960.6519,6.4844518,.23631673,.1218013,0,0,0,1,Africa,2.058136,-.5738346,34,1.4430797,-10.809197,9.3717451,3.3265984,8.315094,4.3379016,4.2149558,3.9181058,4.7068796,2.0327597,-.99044275,3.2884908,4.0632324,1
Malawi,1994,MWI,-15.28870636445556,34.6496361508323,177.5038839082434,10385.731,9.7969761,.13165927,.097952552,0,0,1,0,Africa,1.8171815,-.5738346,82,-11.588825,10.769397,-7.9181719,7.8006983,4.7710748,4.0632324,9.0221615,9.672451,3.7924185,1.2023504,1.2398756,1.5795708,-4.7951808,1
Malawi,2012,MWI,-12.35251560486693,21.271265001378,22.71676033408641,15649.3,16.097305,.076863296,.049380329,0,0,1,0,Africa,3.5265601,-.5738346,77,-.60377407,6.2487888,5.4710913,8.3281269,7.6396894,9.5999947,6.2573481,6.2134404,3.2595868,2.6972392,5.0792475,,,1
Malaysia,1997,MYS,-5.934935544360929,2.66251459711942,,285129.44,21.565325,.13334779,1.1023608,0,1,0,0,Asia,,1.0105685,0,7.3227425,10.002699,9.8290901,9.2120419,9.8949413,8.8851242,-7.3594189,6.1376147,8.8588667,.51767004,5.3909945,5.7885013,6.7834363,0
Namibia,1984,NAM,,,,6363.7036,1.111132,.16081409,.57182074,0,0,1,0,Africa,,.15062898,,-.23689143,-1.8234478,-.39809036,.97144639,6.650877,3.7958486,.4641667,4.7672749,3.5537701,.81314528,1.8586733,2.0474617,8.1656075,0
Namibia,2015,NAM,-13.69249726713477,3.39566065540328,,27360.154,2.425561,.2191378,.56930864,0,0,1,0,Africa,,.15062898,,6.1067276,6.3516679,5.6149325,5.0614824,5.0912266,6.0393639,.70009571,-.77033055,,,,,,0
New Caledonia,1981,NCL,,,,,,,,0,0,1,0,Rich,,,0,,,,,,,,,,,,,,0
Niger,1983,NER,-3.429340371643564,-2.48960568671487,55.16621339769819,7583.1982,6.5298939,.24031462,.11775844,0,1,0,1,Africa,1.0671598,-.76110137,42,-4.7509432,1.6231037,.60891569,-2.232446,7.1469913,13.472619,-16.825356,7.7225509,-1.8416116,-1.3779273,6.097168,-.72426885,-.76533312,1
Niger,1994,NER,-8.069823792289691,36.0410583134242,100.6430876982284,6680.3379,9.151763,.21107961,.067447275,0,0,1,0,Africa,1.7031581,-.76110137,56,2.6737425,.93023694,.20796311,.36271226,-.76533312,-.72426885,3.2845552,5.0892448,.4961431,12.711987,.99381447,-2.583533,7.5178647,1
Nigeria,1983,NGA,-4.46140983299636,23.2123315511559,18.22993086586729,396048.69,79.46228,.57451153,.50539774,0,0,1,1,Africa,,-1.0271187,0,-6.6250544,-1.7230344,-.9010908,2.2168586,-2.7563643,-2.898792,-1.3569103,11.334655,1.8857398,-.69340384,7.5831347,7.1461744,11.357616,0
Nigeria,1989,NGA,2.476001513844086,50.4666881235915,71.86096861500425,85181.023,92.844353,.049918979,.088748157,0,0,1,0,Africa,1.3836139,-1.0271187,56,7.1461744,7.5831347,-.69340384,1.8857398,11.334655,-1.3569103,11.357616,.011705304,2.6302223,1.5570734,.78472853,2.1486497,4.1321483,1
Nigeria,1991,NGA,2.448287959440061,13.0069731037428,71.85022084342266,68087.906,97.726326,.048223123,.06650202,0,1,0,0,Africa,.88854742,-1.0271187,48,.011705304,11.357616,7.1461744,7.5831347,-.69340384,1.8857398,2.6302223,1.5570734,.78472853,2.1486497,4.1321483,2.8900313,2.8153634,1
Nigeria,1997,NGA,.3089349901582797,8.52987421383634,54.5128729555879,49652.852,113.52271,.054089762,.03646693,0,0,1,0,Africa,,-1.0271187,0,2.8900313,4.1321483,2.1486497,.78472853,1.5570734,2.6302223,2.8153634,.4742392,5.318089,4.411067,21.347471,10.232947,10.479488,0
Nigeria,2009,NGA,4.751082114829537,11.5376727473054,5.748672944451371,745791.44,154.40218,.1038546,.27720273,0,1,0,0,Africa,,-1.0271187,0,6.9344134,6.2702608,6.4498358,6.0310192,6.5119319,10.479488,7.8397431,4.8873906,4.279274,5.3944168,6.3097191,2.6526916,-1.6168674,0
Nigeria,2016,NGA,.670596860349573,15.6753405526234,7.750488662832174,825143.88,185.98964,.070254184,.22229901,0,0,1,0,Africa,,-1.0271187,,-1.6168674,2.6526916,6.3097191,5.3944168,4.279274,4.8873906,.81454849,,,,,,,0
Nicaragua,1979,NIC,11.79433119382679,,116.2018781769034,12725.002,3.1573551,.10729972,.37250683,0,0,1,0,LatAm,2.8751574,-.79134011,,-26.47879,-7.1536384,6.2840691,5.0435996,2.19684,12.705863,4.6117363,5.3632922,-.81636363,4.6132121,-1.5660975,-4.0818481,-1.0173097,1
Nicaragua,1985,NIC,-28.72402269930929,,233.8038425313669,17646,3.7090909,.22704586,.48303166,0,0,1,0,LatAm,,-.79134011,0,-4.0818481,-1.5660975,4.6132121,-.81636363,5.3632922,4.6117363,-1.0173097,-.70635068,-12.449922,-1.7379433,-.052397009,-.18960212,.3866359,0
Nicaragua,1990,NIC,-30.23412174944525,,1111.269877062629,12224.646,4.1445651,.22107859,.27564201,0,1,1,0,LatAm,3.7548726,-.79134011,32,-.052397009,-1.7379433,-12.449922,-.70635068,-1.0173097,-4.0818481,-.18960212,.3866359,-.39058271,3.3357236,5.9126339,6.3455281,3.9666479,1
Netherlands,2008,NLD,4.109267048892015,2.48650198289454,,789878.56,16.568733,.20340002,2.5572979,1,1,0,0,Rich,,1.8698956,0,1.6990571,3.6984758,3.5186391,2.1603651,2.0307052,.28392127,-3.7675817,1.4026614,1.6636243,-1.0570381,-.19033545,1.4196945,2.2607546,0
Norway,1991,NOR,4.124615654717915,3.43819599109133,,113858.95,4.2694712,.16830726,2.5454788,1,1,0,0,Rich,,1.9051074,0,3.0846722,1.9324416,1.0382832,-.25535437,1.7533803,4.0423222,3.5744064,2.8453119,5.0554576,4.1539431,5.027998,5.2846165,2.6244586,0
Nepal,1984,NPL,-3.687012193108032,2.84578495716263,17.93780531807201,13506.273,16.347242,.26421508,.08249101,0,0,1,0,Asia,.72277158,-.78042293,0,9.6812344,-2.9780102,3.7801323,8.3413963,-2.3204582,2.3700795,6.144999,4.5656581,1.695614,7.6988254,4.3276954,4.6350374,6.3664312,1
Nepal,1992,NPL,-5.330988052465923,17.149523624344,52.66668473494437,20467.658,19.773771,.19949184,.098109104,0,0,1,0,Asia,1.3900656,-.78042293,71,4.1080837,6.3664312,4.6350374,4.3276954,7.6988254,1.695614,3.8467484,8.219245,3.4684443,5.3376927,5.2604008,2.9425504,4.483716,1
New Zealand,1984,NZL,,6.17125347924443,,60353.543,3.243036,.19653781,1.8580892,1,0,1,0,Rich,,1.7764407,0,4.7930007,3.4921839,.93011576,4.6546659,1.2842773,2.1918082,1.6146698,2.7057929,-4.3110981,2.0040269,.52592266,.6496374,-1.6425411,0
Pakistan,1972,PAK,,5.18323764549142,43.49454155673496,110204.95,61.338261,.17178108,.19611752,0,0,1,0,MidEast,1.1662956,-.61259228,,1.4550004,1.5504524,11.24349,7.6662154,5.5167809,4.1439118,6.552907,5.3198919,3.2300334,4.6065283,3.7995927,8.0025148,4.8054972,1
Panama,1983,PAN,3.35429081404249,2.10284124368167,,13821.239,2.1219389,.23024261,.66048026,0,0,0,1,Rich,2.7068911,.14214627,32,-1.5236855,3.8527663,8.9230299,15.214646,4.4855843,9.8051186,2.1527126,5.0778408,4.4631467,3.0232949,-10.138927,1.5622458,8.0989914,1
Panama,1988,PAN,12.22135306540301,.359220844928173,,14503.768,2.368618,.24222772,.61204886,0,1,0,0,Rich,,.14214627,0,-10.138927,3.0232949,4.4631467,5.0778408,2.1527126,-1.5236855,1.5622458,8.0989914,9.4190044,8.2016792,5.4557471,2.8501494,1.7516774,0
Peru,1976,PER,,33.4832756634567,50.67769599414945,62154.453,15.639901,.22069563,.39440376,0,0,1,0,LatAm,.71870202,-.27165607,,1.4471109,4.3008595,9.386837,6.2769327,3.4775364,4.5905371,.34906292,-2.6425037,4.0907445,5.9433432,5.5520406,-.22272263,-10.408083,1
Peru,1978,PER,-1.543721206952826,57.8487826251505,82.36481764677123,61463.359,16.491083,.22811805,.3652989,0,0,0,1,LatAm,1.8435766,-.27165607,,-2.6425037,.34906292,1.4471109,4.3008595,9.386837,6.2769327,4.0907445,5.9433432,5.5520406,-.22272263,-10.408083,3.6082854,2.061136,1
Peru,1981,PER,-7.980745331786205,75.4332687576064,42.16987777744479,73544.688,17.792549,.2151102,.38408807,0,0,1,0,LatAm,3.2927458,-.27165607,30,5.5520406,5.9433432,4.0907445,-2.6425037,.34906292,1.4471109,-.22272263,-10.408083,3.6082854,2.061136,9.4259653,9.7261429,-9.4412708,1
Peru,1983,PER,-5.027221251623865,111.150635209158,70.63238971444747,69098.75,18.660439,.24276629,.37548631,0,1,0,0,LatAm,1.4560083,-.27165607,56,-10.408083,-.22272263,5.5520406,5.9433432,4.0907445,-2.6425037,3.6082854,2.061136,9.4259653,9.7261429,-9.4412708,-12.312049,-4.9825602,1
Peru,1988,PER,-11.77979069739839,667.019328585961,131.3499439182513,88709.195,20.909895,.21103638,.42405003,0,0,1,0,LatAm,,-.27165607,0,-9.4412708,9.7261429,9.4259653,2.061136,3.6082854,-10.408083,-12.312049,-4.9825602,2.2192576,-.54050297,5.2435679,12.308372,7.4113903,0
Philippines,1983,PHL,-8.343324482425077,10.0293565620481,74.83376971236505,160954.48,51.455032,.17586023,.31719109,0,1,1,1,Asia,1.0138878,-.021372635,34,1.8746202,3.6193261,3.4232697,5.1487293,5.6404362,5.1719322,-7.3236852,-7.3066082,3.4167848,4.3116302,6.7525506,6.2053089,3.0369658,1
Philippines,1997,PHL,-5.283914106273306,5.59025939650602,58.26565355104775,334278.78,73.064766,.18927406,.38145083,0,1,0,0,Asia,,-.021372635,64,5.1853604,5.8458719,4.6786904,4.3876262,2.1163044,.33760694,-.57671607,3.0819156,4.4112163,2.8939865,3.6459048,4.9703665,6.6976271,0
Papua New Guinea,1995,PNG,14.53314560327021,17.280932681459,57.33620757081989,,,,,0,0,1,0,Asia,2.3389773,-.64168406,92,,,,,,,,,,,,,,1
Poland,1981,POL,,19.1271820448877,,208463.5,35.87373,.22951651,.53997195,0,0,0,1,Rich,,.60160446,0,-9.9712811,-6.0000172,3.8471339,5.40026,7.0863585,7.9255948,-4.7669673,5.5638299,5.6407542,3.6375754,4.2253499,1.9578679,4.1327434,0
Poland,1992,POL,-3.290329703111389,46.0985621037432,,312866.72,38.191776,.26848713,.7764619,0,1,0,0,Rich,.69201785,.60160446,48,2.514977,-7.0155783,-11.546462,.16035314,4.1327434,1.9578679,3.7383134,5.292798,6.9518604,6.0565724,6.4593587,4.6147838,4.6420321,1
Portugal,1983,PRT,-5.991851451683971,24.0027623802917,,96188.977,9.9584169,.21122047,.97944665,1,0,1,0,Europe,1.7461938,1.1077012,40,-.17311215,2.135371,1.6181096,4.5893359,5.6389441,2.8159604,-1.8799808,2.8074419,4.1409492,6.3813925,7.48911,6.4406371,3.9505298,1
Portugal,2008,PRT,-12.19376587590194,2.58850657657964,,290331.5,10.652099,.20653377,1.4620738,1,1,0,0,Europe,,1.1077012,0,.19926712,2.4920027,1.5530547,.76678991,1.8115827,-.93420696,-2.9780996,1.8986872,-1.8268508,-4.0282564,-1.1301558,.89318705,1.8220638,0
Paraguay,1982,PRY,-6.915879735156843,5.12006543713196,,11945.594,3.366719,.15257075,.35202822,0,0,0,1,LatAm,,-.90222234,0,-.98352885,8.7156763,11.441227,11.356965,11.350108,10.933916,-2.9999769,3.0740206,3.9695642,.0084837675,4.3275971,6.3580341,5.7977667,0
Paraguay,1984,PRY,-7.049475222811238,20.3114625460255,,11953.432,3.5677519,.12954256,.33451343,0,0,1,0,LatAm,,-.90222234,0,3.0740206,-2.9999769,-.98352885,8.7156763,11.441227,11.356965,3.9695642,.0084837675,4.3275971,6.3580341,5.7977667,3.0924935,2.4685214,0
Paraguay,1989,PRY,5.372307419946522,26.4221267235586,,14883.631,4.1039109,.11635919,.35081887,0,0,1,0,LatAm,,-.90222234,0,5.7977667,6.3580341,4.3275971,.0084837675,3.9695642,3.0740206,3.0924935,2.4685214,1.8000226,4.1418877,3.094177,5.4383192,.41606712,0
Paraguay,1995,PRY,-2.398913877663246,13.4254143646407,32.05432012409099,18987.797,4.76085,.093056761,.35882995,0,1,0,0,LatAm,,-.90222234,0,5.4383192,3.094177,4.1418877,1.8000226,2.4685214,3.0924935,.41606712,2.9861407,.58962053,-1.4964468,-3.3253956,2.0504069,15.028564,0
Paraguay,2002,PRY,8.613075886786742,10.5102420856612,51.12075252778039,25459.328,5.5086112,.056122769,.34131342,0,0,1,0,LatAm,.91048503,-.90222234,34,15.028564,2.0504069,-3.3253956,-1.4964468,.58962053,2.9861407,4.3207436,4.0574207,2.1334851,4.807117,5.4216218,6.3591232,-3.9656899,1
Romania,1996,ROU,-6.960486314181089,38.8293013382852,23.08017729799757,176737.28,22.804165,.26722908,.66782635,0,0,1,0,Europe,1.1661842,-.25356176,145,3.8698158,7.1382151,3.9319417,1.5288315,-8.7672243,-12.923184,-4.815804,-2.0873663,-.40141073,2.395093,5.5920186,5.184175,5.5244713,1
Romania,1998,ROU,-6.996190522512884,59.0965827541167,24.53548235441404,165073.25,22.458076,.23869953,.60186803,0,1,0,0,Europe,1.5212368,-.25356176,133,-2.0873663,-4.815804,3.8698158,7.1382151,3.9319417,1.5288315,-.40141073,2.395093,5.5920186,5.184175,5.5244713,8.3587837,4.1716933,1
Russian Federation,1998,RUS,.026225709921156,27.6856798076743,67.80195540553092,1258016.8,147.381,.32284006,.69894344,0,1,1,1,Europe,1.9986849,-.3757759,247,-5.3448625,1.3811431,-3.6077638,-4.099998,-12.699998,-8.7000046,6.3511028,10.045655,5.0911183,4.7437763,7.2958565,7.1759562,6.376184,1
Russian Federation,2008,RUS,6.25797790658799,14.1107677840442,25.97188515890078,3055051,143.08319,.24408664,1.1453551,0,1,0,0,Europe,,-.3757759,0,5.2479482,8.5350847,8.15343,6.376184,7.1759562,7.2958565,-7.8208842,4.5037251,4.2641773,3.6559005,1.7853597,.6999554,-2.5000339,0
Russian Federation,2014,RUS,2.791903023424237,7.8201697001385,27.59019627990064,3705777.5,143.76138,.18843009,1.2878337,0,0,1,0,Europe,,-.3757759,,.6999554,1.7853597,3.6559005,4.2641773,4.5037251,-7.8208842,-2.5000339,-.19995561,1.5455898,,,,,0
Rwanda,1991,RWA,,19.6371658148374,42.61277402213124,6773.5249,7.0517588,.36610931,.091684036,0,0,1,0,Africa,2.1943674,-.29914072,47,-3.6522965,-2.3992877,3.2499282,.038511112,.13771893,4.5077667,6.6464739,-8.6275282,-48.81237,33.522614,14.880431,14.336972,9.2033358,1
Sudan,1979,SDN,-2.838978810313178,31.1384550107529,45.5703886375192,21362.842,14.002303,.067414567,.14101306,0,0,0,1,Africa,6.1079588,-1.3133783,,-5.0185995,-5.9309874,6.2238517,16.665215,15.713469,11.445287,1.524314,7.4375658,2.0610445,-5.0089016,-6.2810416,5.413805,14.220894,1
Sudan,1981,SDN,-6.437588536647451,24.5757243336575,64.20309840476807,24353.025,15.02727,.062125158,.15058805,0,0,1,0,Africa,2.3657291,-1.3133783,34,7.4375658,1.524314,-5.0185995,-5.9309874,6.2238517,16.665215,2.0610445,-5.0089016,-6.2810416,5.413805,14.220894,-.33109838,8.931385,1
Sudan,1988,SDN,-2.324646953323456,64.7005631001051,77.83746443204379,30408.02,18.86632,.056922168,.1611021,0,0,1,0,Africa,,-1.3133783,0,8.931385,-.33109838,14.220894,5.413805,-6.2810416,-5.0089016,-5.470047,7.5109143,6.577867,4.5687356,1.0062282,5.9971004,5.9970856,0
Sudan,1993,SDN,-2.276681755230257,101.380423763813,199.1204108183213,30782.553,22.535936,.10563444,.12952709,0,0,1,0,Africa,,-1.3133783,0,1.0062282,4.5687356,6.577867,7.5109143,-5.470047,8.931385,5.9971004,5.9970856,5.9191308,6.0574427,8.2416496,4.2352018,8.3862753,0
Sudan,2012,SDN,-9.187527717605624,35.5652488678551,34.96160507428864,139166.78,35.990192,.10371537,.19641005,0,0,1,0,Africa,,-1.3133783,0,-2.2,-.30000237,8.7881041,8.8922396,2.181493,5.7683463,2.1999989,3.2000036,2.9999974,3.5000043,3.1999979,,,0
Senegal,1981,SEN,-11.47579773757163,5.91319372031626,42.7038978476987,11517.035,5.7503381,.34104013,.18610798,0,0,0,1,Africa,1.8471557,-.30254212,30,-1.1863481,-3.2918591,9.6382961,-6.2448325,-2.6961792,8.9195738,15.339859,2.177918,-4.0043855,3.7795908,4.5543933,3.9948869,5.0567813,1
Senegal,1988,SEN,-6.410666814323927,-1.82668225079298,63.89571343829472,18974.166,7.107976,.22966503,.26681918,0,1,0,0,Africa,3.0806892,-.30254212,60,5.0567813,3.9948869,4.5543933,3.7795908,-4.0043855,2.177918,-1.4047577,3.9041772,-.3965905,2.213522,-2.2184098,2.8696868,4.7259569,1
Senegal,1994,SEN,-3.819203905539312,32.2936668569551,77.58194166083997,19154.23,8.5121727,.14943311,.20791939,0,0,1,0,Africa,5.2021608,-.30254212,87,2.8696868,-2.2184098,2.213522,-.3965905,3.9041772,-1.4047577,4.7259569,5.2209344,3.1240327,5.8986769,11.123562,-1.2368301,4.580914,1
Sierra Leone,1977,SLE,-7.136364767104844,,43.3636840335549,3843.5295,3.1348,.33700147,.11898123,0,0,0,1,Africa,1.5223172,-1.2346718,,.84950948,-.72289234,0,3.4912694,3.4838748,.91146266,3.8507836,5.0984964,2.8665936,3.9657011,1.7525767,-.10131976,4.3610549,1
Sierra Leone,1983,SLE,-1.769628331151735,,67.34065477952549,4337.3354,3.6087511,.29596782,.12187422,0,0,1,0,Africa,4.7316632,-1.2346718,38,-.10131976,1.7525767,3.9657011,2.8665936,5.0984964,3.8507836,4.3610549,2.3291955,1.4598528,4.0350332,2.4654281,3.3939724,3.6420393,1
Sierra Leone,1989,SLE,-6.403397039078864,,123.2221272552869,5595.0986,4.2494678,.14998427,.12736356,0,0,1,0,Africa,,-1.2346718,0,3.3939724,2.4654281,4.0350332,1.4598528,2.3291955,4.3610549,3.6420393,-7.9924974,-9.6462994,.054304916,3.4999962,-10.025002,-24.786667,0
Sierra Leone,1998,SLE,-4.943038821940641,,206.1984081762398,4643.0635,4.3536458,.091495059,.087327018,0,0,1,0,Africa,,-1.2346718,0,-.83743334,-17.595865,-24.786667,-10.025002,3.4999962,.054304916,-8.1217775,3.8072824,18.169937,26.417324,9.3131142,6.5979514,4.5050955,0
El Salvador,1986,SLV,3.098246275277655,31.9350161472763,53.49687357086662,12594.479,4.9889431,.23032115,.26500571,0,0,1,0,LatAm,,-.2780458,0,.63459784,1.975479,2.2996476,.77247423,-5.6015892,-8.2699909,2.6883502,1.6160387,1.0496116,3.3994331,3.5764129,7.5433402,7.3695254,0
El Salvador,1989,SLV,-4.44717349577913,17.6340799385345,51.08688011943614,13349.205,5.1859431,.22668701,.24900018,0,1,0,0,LatAm,1.0025927,-.2780458,28,1.0496116,1.6160387,2.6883502,.63459784,1.975479,2.2996476,3.3994331,3.5764129,7.5433402,7.3695254,6.0503631,6.3965755,1.7055901,1
Serbia,2000,SRB,,71.1206287946541,176.9591769954869,51462.586,7.516346,.23506145,.51178098,0,0,1,0,Europe,2.07552,-.24414589,107,7.7590203,-12.146589,2.43046,7.1848292,2.4261596,5.6870589,4.9930143,7.1158781,4.4150748,9.0465126,5.5404878,4.9045491,5.8886271,1
South Sudan,2015,SSD,-4.042118381165919,52.8146520738376,,,,,,0,0,1,0,Africa,,-2.083009,,,,,,,,,,,,,,,0
