Country,year,AmountAgreedPercentGDP,DWDI,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6
Ecuador,1994,1.0963768,4.2582502,1.9732181,2.1143107,4.2913423,3.679914,1.005778,2.2525487,1.7317475,4.3278646,3.2665293,-4.7393856,1.0918015
Ecuador,2000,1.6314223,1.0918015,-4.7393856,3.2665293,4.3278646,1.7317475,2.2525487,4.0156298,4.0967765,2.7228773,8.2110205,5.2913084,4.4035263
"Egypt, Arab Rep.",1977,1.0134175,9.0030441,13.27969,8.939147,1.5589386,3.5068302,3.0556805,8.628768,4.5476894,10.011329,7.3485541,9.9071712,5.0944066
"Egypt, Arab Rep.",1987,.79907155,3.8327527,4.7445254,5.7915058,9.7457628,5.0944066,9.9071712,5.4613204,4.9208684,5.6670294,1.1254046,4.4728594,2.9007907
"Egypt, Arab Rep.",1991,.85775191,1.1254046,5.6670294,4.9208684,5.4613204,3.8327527,4.7445254,4.4728594,2.9007907,3.9731722,4.6424589,4.9887304,5.4923549
"Egypt, Arab Rep.",1996,.5825941,4.9887304,4.6424589,3.9731722,2.9007907,4.4728594,1.1254046,5.4923549,5.5754976,6.0534387,6.3700037,3.5352519,2.390204
Spain,1978,.11193085,1.4630034,2.8385744,3.3037915,.54220331,5.6187859,7.7884655,.041546509,2.2087281,-.13246861,1.2464617,1.7701157,1.7846875
Estonia,1992,,,,,,,,,-1.6424246,4.5266819,4.9359717,13.046535,4.3302956
Estonia,1993,,,,,,,,-1.6424246,4.5266819,4.9359717,13.046535,4.3302956,-.40343556
Estonia,1995,.48385915,4.5266819,-1.6424246,,,,,4.9359717,13.046535,4.3302956,-.40343556,10.10652,5.9796028
Estonia,1996,.42670745,4.9359717,4.5266819,-1.6424246,,,,13.046535,4.3302956,-.40343556,10.10652,5.9796028,6.8023911
Estonia,1997,.4372842,13.046535,4.9359717,4.5266819,-1.6424246,,,4.3302956,-.40343556,10.10652,5.9796028,6.8023911,7.5666919
Estonia,2000,.68051451,10.10652,-.40343556,4.3302956,13.046535,4.9359717,4.5266819,5.9796028,6.8023911,7.5666919,6.7674565,9.4902964,9.7187595
Ethiopia,1981,1.0866113,,,,,,,.91601384,8.2350054,-2.8480215,-11.144353,9.6616125,13.85933
Ethiopia,2009,.73044443,8.8025532,10.788522,11.456167,10.834727,11.818766,13.572603,12.550538,11.178296,8.6478119,10.58227,10.257493,10.392463
Finland,1967,1.0006453,2.168829,2.372823,,,,,2.3032899,9.5932875,5.3339076,2.3569202,7.7354856,6.9838281
Finland,1975,.39106926,1.8048977,3.2365336,6.9838281,7.7354856,2.3569202,5.3339076,.34438297,.2395104,2.919708,7.1219263,5.3890476,1.2715987
Fiji,1974,.69972026,2.6011498,11.612868,7.4852767,6.8889866,12.702711,2.5964105,.53021121,2.7361631,5.9040117,1.8634014,12.22482,-1.603457
France,1969,.69994426,7.1094751,4.4913087,4.9211488,5.2518373,,,6.1086798,5.3167157,4.511374,6.3445807,4.3009191,-.9598847
Gabon,1978,.78594965,-24.049206,-12.582091,35.62534,19.190115,39.487095,10.182434,.47440529,2.5529373,5.0953293,-3.0975204,5.6082406,7.5089021
Gabon,1986,3.4014571,-.80359775,-2.3329494,7.5089021,5.6082406,-3.0975204,5.0953293,-17.146042,12.845353,8.54531,5.1922374,6.1125035,-3.0901456
Gabon,1989,1.31653,8.54531,12.845353,-17.146042,-.80359775,-2.3329494,7.5089021,5.1922374,6.1125035,-3.0901456,3.9465549,3.7127547,4.9738479
Gabon,1991,.70902884,6.1125035,5.1922374,8.54531,12.845353,-17.146042,-.80359775,-3.0901456,3.9465549,3.7127547,4.9738479,3.6250491,5.7383676
Gabon,1994,1.3186829,3.7127547,3.9465549,-3.0901456,6.1125035,5.1922374,8.54531,4.9738479,3.6250491,5.7383676,3.4778335,-8.9326229,-1.8829664
Gabon,2000,2.4091234,-1.8829664,-8.9326229,3.4778335,5.7383676,3.6250491,4.9738479,2.1352334,-.24903317,2.24733,.68954307,2.6762033,-2.8065784
Gabon,2004,1.3258771,.68954307,2.24733,-.24903317,2.1352334,-1.8829664,-8.9326229,2.6762033,-2.8065784,6.0081081,-3.3084307,.13033111,7.0898871
Gabon,2007,.94931859,6.0081081,-2.8065784,2.6762033,.68954307,2.24733,-.24903317,-3.3084307,.13033111,7.0898871,7.0917535,5.2510767,5.6386991
United Kingdom,1967,1.2591584,2.7864747,1.5731004,,,,,5.4410834,1.9240968,2.7100055,3.4843225,4.30195,6.5085769
United Kingdom,1969,.88749355,1.9240968,5.4410834,2.7864747,1.5731004,,,2.7100055,3.4843225,4.30195,6.5085769,-2.4633944,-1.4802558
United Kingdom,1975,.35155314,-1.4802558,-2.4633944,6.5085769,4.30195,3.4843225,2.7100055,2.909302,2.4429107,4.202219,3.741693,-2.0280113,-.77111238
United Kingdom,1977,1.4912107,2.4429107,2.909302,-1.4802558,-2.4633944,6.5085769,4.30195,4.202219,3.741693,-2.0280113,-.77111238,2.0103438,4.2218657
Georgia,1995,4.0632381,2.5999959,-10.399994,-29.300001,-44.900002,-21.1,-14.788226,11.200003,10.519041,3.1049032,2.8692567,1.8383417,4.8054519
Georgia,2008,9.2262964,2.4185722,12.578953,9.4197712,9.5895739,5.7944965,11.058723,-3.6505139,6.2494879,7.4000001,6.4000001,3.5999999,4.4000001
Georgia,2012,2.4164472,6.4000001,7.4000001,6.2494879,-3.6505139,2.4185722,12.578953,3.5999999,4.4000001,3,2.9000001,4.8000002,4.8000002
Georgia,2014,.92028803,4.4000001,3.5999999,6.4000001,7.4000001,6.2494879,-3.6505139,3,2.9000001,4.8000002,4.8000002,,
Ghana,1966,1.7118934,-4.2582903,,,,,,3.0753641,.36886033,6.006175,9.7234726,5.2161245,-2.4876554
Ghana,1967,1.430871,3.0753641,-4.2582903,,,,,.36886033,6.006175,9.7234726,5.2161245,-2.4876554,2.8845842
Ghana,1968,.71989483,.36886033,3.0753641,-4.2582903,,,,6.006175,9.7234726,5.2161245,-2.4876554,2.8845842,6.8525167
Ghana,1969,.25483534,6.006175,.36886033,3.0753641,-4.2582903,,,9.7234726,5.2161245,-2.4876554,2.8845842,6.8525167,-12.431629
Ghana,1979,1.7032931,-2.5149415,8.4759359,2.2741072,-3.5301828,-12.431629,6.8525167,.47169593,-3.503067,-6.9236503,-4.5637374,8.6475697,5.0916171
Ghana,1983,6.2839198,-4.5637374,-6.9236503,-3.503067,.47169593,-2.5149415,8.4759359,8.6475697,5.0916171,5.1991606,4.794899,5.6281686,5.0858727
Ghana,1984,4.1815529,8.6475697,-4.5637374,-6.9236503,-3.503067,.47169593,-2.5149415,5.0916171,5.1991606,4.794899,5.6281686,5.0858727,3.3288178
Ghana,1986,1.6754738,5.1991606,5.0916171,8.6475697,-4.5637374,-6.9236503,-3.503067,4.794899,5.6281686,5.0858727,3.3288178,5.2818265,3.8794191
Guinea,1982,,,,,,,,,,,,3.2999389,6.3081169
Guinea,1986,1.6475244,,,,,,,3.2999389,6.3081169,4.0034761,4.3240628,2.6134231,3.2709472
"Gambia, The",1977,2.1389968,3.4395761,7.3512259,12.393429,5.8787937,9.250329,.24170478,6.3164463,-1.3281832,6.2700796,3.3218939,-.76458263,10.883227
"Gambia, The",1979,.99809968,-1.3281832,6.3164463,3.4395761,7.3512259,12.393429,5.8787937,6.2700796,3.3218939,-.76458263,10.883227,3.5352573,-.81226468
"Gambia, The",1982,8.6357718,-.76458263,3.3218939,6.2700796,-1.3281832,6.3164463,3.4395761,10.883227,3.5352573,-.81226468,4.0910707,2.4543326,4.4768271
"Gambia, The",1984,7.4156804,3.5352573,10.883227,-.76458263,3.3218939,6.2700796,-1.3281832,-.81226468,4.0910707,2.4543326,4.4768271,5.8957219,3.5588794
Equatorial Guinea,1980,14.135088,,,,,,,5.7694206,2.2016759,5.0043874,1.0113816,12.905179,-2.3305564
Equatorial Guinea,1985,15.037501,12.905179,1.0113816,5.0043874,2.2016759,5.7694206,,-2.3305564,4.4367375,2.6552622,-1.2291781,-1.7585641,-1.0222389
Greece,2010,13.471647,-5.4790373,-4.3007336,-.33517256,3.273747,5.6524339,.59914207,-9.132494,-7.3004942,-3.241425,.73977715,-.43783394,-.1909523
Grenada,1975,,,,,,,,,,5.3414021,5.6020837,-.53478402,1.5341876
Grenada,1976,,,,,,,,,5.3414021,5.6020837,-.53478402,1.5341876,4.1242619
Grenada,1979,.82263237,5.6020837,5.3414021,,,,,-.53478402,1.5341876,4.1242619,3.6325748,3.5684652,5.9797082
Grenada,1981,3.4920468,1.5341876,-.53478402,5.6020837,5.3414021,,,4.1242619,3.6325748,3.5684652,5.9797082,7.1942739,9.0974255
Guatemala,1966,1.0785935,5.512104,,,,,,4.1121755,8.7660351,4.7369089,5.7078838,5.5837545,7.3330517
Guatemala,1967,.92191261,4.1121755,5.512104,,,,,8.7660351,4.7369089,5.7078838,5.5837545,7.3330517,6.7828345
Guatemala,1968,.62092519,8.7660351,4.1121755,5.512104,,,,4.7369089,5.7078838,5.5837545,7.3330517,6.7828345,6.37503
Guatemala,1969,.69954532,4.7369089,8.7660351,4.1121755,5.512104,,,5.7078838,5.5837545,7.3330517,6.7828345,6.37503,1.9499909
Guatemala,1970,.7352941,5.7078838,4.7369089,8.7660351,4.1121755,5.512104,,5.5837545,7.3330517,6.7828345,6.37503,1.9499909,7.3872657
Guatemala,1972,.46501955,7.3330517,5.5837545,5.7078838,4.7369089,8.7660351,4.1121755,6.7828345,6.37503,1.9499909,7.3872657,7.8092208,4.9966898
Guatemala,1981,.26165476,.64685863,3.7599781,4.7134562,4.9966898,7.8092208,7.3872657,-3.5300889,-2.5720913,.49669775,-.60933894,.1430496,3.5439832
Guatemala,1983,1.3554416,-2.5720913,-3.5300889,.64685863,3.7599781,4.7134562,4.9966898,.49669775,-.60933894,.1430496,3.5439832,3.8923872,3.9425895
Guatemala,1988,.92546558,3.8923872,3.5439832,.1430496,-.60933894,.49669775,-2.5720913,3.9425895,3.1025631,3.6582487,4.8383389,3.9271319,4.0337415
Guatemala,1992,.72840989,4.8383389,3.6582487,3.1025631,3.9425895,3.8923872,3.5439832,3.9271319,4.0337415,4.9485474,2.9577799,4.36409,4.9935279
Guatemala,2002,.52350271,3.866626,2.3325748,3.6088688,3.8470621,4.9935279,4.36409,2.5307915,3.1520817,3.260112,5.379777,6.3040538,3.2810798
Guatemala,2003,.53677285,2.5307915,3.866626,2.3325748,3.6088688,3.8470621,4.9935279,3.1520817,3.260112,5.379777,6.3040538,3.2810798,.526043
Guatemala,2009,2.575278,.526043,3.2810798,6.3040538,5.379777,3.260112,3.1520817,2.8694878,4.1620488,2.9698575,3.6975856,4.1741691,4.1400442
Guyana,1967,2.9978838,4.313622,5.233274,,,,,1.0248276,6.9943867,4.2554569,3.1128509,-3.3176708,1.2447194
Guyana,1968,1.7410228,1.0248276,4.313622,5.233274,,,,6.9943867,4.2554569,3.1128509,-3.3176708,1.2447194,7.7028399
Guyana,1969,1.6044925,6.9943867,1.0248276,4.313622,5.233274,,,4.2554569,3.1128509,-3.3176708,1.2447194,7.7028399,8.4830217
Guyana,1970,1.120239,4.2554569,6.9943867,1.0248276,4.313622,5.233274,,3.1128509,-3.3176708,1.2447194,7.7028399,8.4830217,1.5369133
Guyana,1971,1.4224198,3.1128509,4.2554569,6.9943867,1.0248276,4.313622,5.233274,-3.3176708,1.2447194,7.7028399,8.4830217,1.5369133,-2.6386797
Guyana,1972,1.0652459,-3.3176708,3.1128509,4.2554569,6.9943867,1.0248276,4.313622,1.2447194,7.7028399,8.4830217,1.5369133,-2.6386797,-1.8061888
Guyana,1973,1.5530246,1.2447194,-3.3176708,3.1128509,4.2554569,6.9943867,1.0248276,7.7028399,8.4830217,1.5369133,-2.6386797,-1.8061888,-1.8356962
Guyana,1974,1.3856703,7.7028399,1.2447194,-3.3176708,3.1128509,4.2554569,6.9943867,8.4830217,1.5369133,-2.6386797,-1.8061888,-1.8356962,1.7338897
Guyana,1975,1.2269278,8.4830217,7.7028399,1.2447194,-3.3176708,3.1128509,4.2554569,1.5369133,-2.6386797,-1.8061888,-1.8356962,1.7338897,1.4961659
Guyana,1976,1.8418899,1.5369133,8.4830217,7.7028399,1.2447194,-3.3176708,3.1128509,-2.6386797,-1.8061888,-1.8356962,1.7338897,1.4961659,-13.190134
Guyana,1978,1.5431575,-1.8061888,-2.6386797,1.5369133,8.4830217,7.7028399,1.2447194,-1.8356962,1.7338897,1.4961659,-13.190134,-6.7923865,-5.028738
Honduras,1966,1.8183471,5.3738422,,,,,,5.9775429,6.5981832,.65543884,3.6267209,3.9950037,5.7623048
Honduras,1968,1.7006803,6.5981832,5.9775429,5.3738422,,,,.65543884,3.6267209,3.9950037,5.7623048,7.8698525,-1.2276417
Honduras,1969,1.6467065,.65543884,6.5981832,5.9775429,5.3738422,,,3.6267209,3.9950037,5.7623048,7.8698525,-1.2276417,2.1306818
Honduras,1971,2.0581062,3.9950037,3.6267209,.65543884,6.5981832,5.9775429,5.3738422,5.7623048,7.8698525,-1.2276417,2.1306818,10.500693,10.383889
Honduras,1972,2.0281148,5.7623048,3.9950037,3.6267209,.65543884,6.5981832,5.9775429,7.8698525,-1.2276417,2.1306818,10.500693,10.383889,5.9662118
Honduras,1982,1.9795254,-2.0746608,-1.2220351,.59935403,5.6099267,5.9662118,10.383889,.90569389,6.3272958,5.626235,5.3307743,6.6383562,1.7460338
Honduras,1990,.84056097,2.791749,2.727849,1.7460338,6.6383562,5.3307743,5.626235,-3.3193085,6.073688,6.495718,.2119035,6.1893044,1.8707763
Honduras,2008,.445171,4.2316003,6.1883273,6.5672436,6.0505991,6.2323031,4.5470381,-2.431628,3.7311404,3.8356907,4.1286879,2.7915597,3.0580807
Honduras,2014,1.0028948,3.0580807,2.7915597,4.1286879,3.8356907,3.7311404,-2.431628,3.84008,3.8929722,4.7880268,3.7455847,,
Croatia,1994,,,,,,,,,5.8335462,6.752933,2.0029447,-.81776768,3.2785897
Croatia,2001,1.0932214,3.3469279,3.2785897,-.81776768,2.0029447,6.752933,5.8335462,5.115829,5.6403303,4.1603823,4.3140097,5.0010548,5.2663817
Croatia,2003,.42776045,5.6403303,5.115829,3.3469279,3.2785897,-.81776768,2.0029447,4.1603823,4.3140097,5.0010548,5.2663817,1.7595317,-7.359498
Croatia,2004,.35309359,4.1603823,5.6403303,5.115829,3.3469279,3.2785897,-.81776768,4.3140097,5.0010548,5.2663817,1.7595317,-7.359498,-1.4962595
Haiti,1965,1.1323367,,,,,,,-.57578683,-2.1176863,3.1816173,3.8119433,.65115368,6.4803805
Haiti,1966,1.0841619,-.57578683,,,,,,-2.1176863,3.1816173,3.8119433,.65115368,6.4803805,.97710776
Haiti,1970,.66425121,.65115368,3.8119433,3.1816173,-2.1176863,-.57578683,,6.4803805,.97710776,4.755322,5.7798891,1.1227545,8.4388351
Haiti,1971,.82936913,6.4803805,.65115368,3.8119433,3.1816173,-2.1176863,-.57578683,.97710776,4.755322,5.7798891,1.1227545,8.4388351,3.7081463
Haiti,1972,1.167438,.97710776,6.4803805,.65115368,3.8119433,3.1816173,-2.1176863,4.755322,5.7798891,1.1227545,8.4388351,3.7081463,6.2088637
Haiti,1973,1.021535,4.755322,.97710776,6.4803805,.65115368,3.8119433,3.1816173,5.7798891,1.1227545,8.4388351,3.7081463,6.2088637,7.5604215
Haiti,1974,.85082126,5.7798891,4.755322,.97710776,6.4803805,.65115368,3.8119433,1.1227545,8.4388351,3.7081463,6.2088637,7.5604215,7.3746881
Haiti,1975,.84637499,1.1227545,5.7798891,4.755322,.97710776,6.4803805,.65115368,8.4388351,3.7081463,6.2088637,7.5604215,7.3746881,-2.8527098
Haiti,1976,.90365309,8.4388351,1.1227545,5.7798891,4.755322,.97710776,6.4803805,3.7081463,6.2088637,7.5604215,7.3746881,-2.8527098,-3.5637453
Haiti,1977,.8506763,3.7081463,8.4388351,1.1227545,5.7798891,4.755322,.97710776,6.2088637,7.5604215,7.3746881,-2.8527098,-3.5637453,.90818149
Haiti,1982,2.5836544,-3.5637453,-2.8527098,7.3746881,7.5604215,6.2088637,3.7081463,.90818149,.30091703,.60363132,-.4975048,-.79364872,.20042683
Haiti,1983,3.9504712,.90818149,-3.5637453,-2.8527098,7.3746881,7.5604215,6.2088637,.30091703,.60363132,-.4975048,-.79364872,.20042683,-2.9134245
Haiti,1989,.98371369,-2.9134245,.20042683,-.79364872,-.4975048,.60363132,.30091703,1.0381228,1.8805448,-5.3099327,-5.4262962,-11.950629,9.8977079
Haiti,1995,1.0784553,9.8977079,-11.950629,-5.4262962,-5.3099327,1.8805448,1.0381228,4.1407733,2.7047138,2.1818404,2.710248,.87005925,-1.0443745
Hungary,1982,,,,,,,,,,,,,
Hungary,1984,,,,,,,,,,,,,
Hungary,1988,,,,,,,,,,,-3.0641804,-.57610852,2.9471545
Hungary,1990,,,,,,,,,-3.0641804,-.57610852,2.9471545,1.4895254,.08241614
Hungary,1993,1.1833577,-.57610852,-3.0641804,,,,,2.9471545,1.4895254,.08241614,3.1431241,3.9000025,3.0710275
Hungary,1996,.82196045,.08241614,1.4895254,2.9471545,-.57610852,-3.0641804,,3.1431241,3.9000025,3.0710275,4.4791918,4.0740933,4.7412786
Hungary,2008,10.538442,1.0582917,.24217778,4.0310135,4.2436256,4.8228517,4.084527,-6.6995549,.6642918,1.81908,-1.4717889,1.9629841,4.1950822
Indonesia,1968,.73129731,10.915178,1.3804028,2.7913468,,,,6.822298,7.5546346,7.0239973,7.0376434,8.1039753,7.6346731
Indonesia,1969,.83958793,6.822298,10.915178,1.3804028,2.7913468,,,7.5546346,7.0239973,7.0376434,8.1039753,7.6346731,4.9773006
Indonesia,1970,.50597304,7.5546346,6.822298,10.915178,1.3804028,2.7913468,,7.0239973,7.0376434,8.1039753,7.6346731,4.9773006,6.8865652
Indonesia,1971,.53730106,7.0239973,7.5546346,6.822298,10.915178,1.3804028,2.7913468,7.0376434,8.1039753,7.6346731,4.9773006,6.8865652,8.7613258
Indonesia,1972,.49361604,7.0376434,7.0239973,7.5546346,6.822298,10.915178,1.3804028,8.1039753,7.6346731,4.9773006,6.8865652,8.7613258,6.7670698
Indonesia,1973,.36628553,8.1039753,7.0376434,7.0239973,7.5546346,6.822298,10.915178,7.6346731,4.9773006,6.8865652,8.7613258,6.7670698,7.3243093
Indonesia,1997,5.3180122,4.6998787,7.8181872,8.2200069,7.5399709,6.496408,6.4975066,-13.126725,.79112607,4.9200678,3.6434665,4.4994755,4.7803693
India,1965,.33582485,,,,,,,-.055328771,7.825963,3.3879292,6.5397005,5.1572299,1.6429304
Iraq,2005,1.4054475,4.4006176,54.157776,-33.100838,-6.9001808,2.3053167,1.4064747,10.158199,1.3775982,8.2281075,3.3792992,6.402565,7.5464711
Iraq,2007,.81898105,1.3775982,10.158199,4.4006176,54.157776,-33.100838,-6.9001808,8.2281075,3.3792992,6.402565,7.5464711,13.93643,7.5999999
Iraq,2010,2.6179562,6.402565,3.3792992,8.2281075,1.3775982,10.158199,4.4006176,7.5464711,13.93643,7.5999999,.69999999,2.4776647,15.212462
Iraq,2016,3.1282783,15.212462,2.4776647,.69999999,7.5999999,13.93643,7.5464711,-2.494643,-.56274551,,,,
Iceland,2008,12.354897,1.9919808,9.3653231,5.2488203,6.3300042,8.0422049,2.2681372,-6.777215,-3.435878,1.8816195,1.2964361,4.1338511,2.0802872
Israel,1974,.23953585,6.4761615,5.5874639,12.146555,10.951071,3.0440586,13.565703,3.2428195,.32250318,1.0352992,5.5550871,6.2078156,1.6704416
Israel,1975,.25727093,3.2428195,6.4761615,5.5874639,12.146555,10.951071,3.0440586,.32250318,1.0352992,5.5550871,6.2078156,1.6704416,5.3399267
Israel,1976,.22274102,.32250318,3.2428195,6.4761615,5.5874639,12.146555,10.951071,1.0352992,5.5550871,6.2078156,1.6704416,5.3399267,2.0825
Italy,1974,.60462451,5.5001411,7.1258621,3.6904857,1.818108,5.268693,6.0980601,-2.090163,7.1253853,2.5605009,3.2401397,5.9591594,3.4300163
Italy,1977,.20463175,2.5605009,7.1253853,-2.090163,5.5001411,7.1258621,3.6904857,3.2401397,5.9591594,3.4300163,.84422761,.41358566,1.1692035
Jamaica,1973,1.6575471,-5.4855089,18.008554,2.4580734,12.064409,5.5746737,5.744132,-4.2292614,-.25609225,-6.6942449,-2.5975487,-.053700313,-1.0600413
Jamaica,1977,2.299335,-2.5975487,-6.6942449,-.25609225,-4.2292614,-5.4855089,18.008554,-.053700313,-1.0600413,-5.714159,2.6394479,2.0692315,1.9090784
Jamaica,1984,2.7637999,-1.5423458,1.9090784,2.0692315,2.6394479,-5.714159,-1.0600413,-2.9436355,1.8825881,7.8503547,3.9743021,7.1733046,4.2005353
Jamaica,1985,5.559576,-2.9436355,-1.5423458,1.9090784,2.0692315,2.6394479,-5.714159,1.8825881,7.8503547,3.9743021,7.1733046,4.2005353,4.8382387
Jamaica,1987,3.3438389,7.8503547,1.8825881,-2.9436355,-1.5423458,1.9090784,2.0692315,3.9743021,7.1733046,4.2005353,4.8382387,1.9555424,9.4171028
Jamaica,1988,2.8785782,3.9743021,7.8503547,1.8825881,-2.9436355,-1.5423458,1.9090784,7.1733046,4.2005353,4.8382387,1.9555424,9.4171028,1.3833898
Jamaica,1990,2.4226511,4.2005353,7.1733046,3.9743021,7.8503547,1.8825881,-2.9436355,4.8382387,1.9555424,9.4171028,1.3833898,2.349957,-.11373121
Jamaica,1991,1.4668787,4.8382387,4.2005353,7.1733046,3.9743021,7.8503547,1.8825881,1.9555424,9.4171028,1.3833898,2.349957,-.11373121,-1.1404599
Jamaica,2010,9.4834681,-1.4660593,-4.3366504,-.8117367,1.431954,2.8991253,.89379793,1.7303762,-.61363602,.50156057,.69147813,.92268217,1.3756387
Jamaica,2016,11.806485,1.3756387,.92268217,.69147813,.50156057,-.61363602,1.7303762,1.0033653,1.9408782,,,,
Jordan,1989,1.8219891,-13.452115,-1.8521067,2.8956077,7.0141582,3.4563906,8.6406441,.97375649,1.8238961,18.664835,4.6309152,4.9864402,6.1863427
Jordan,1992,1.1773276,18.664835,1.8238961,.97375649,-13.452115,-1.8521067,2.8956077,4.6309152,4.9864402,6.1863427,2.0873473,3.3078935,2.993938
Jordan,2002,1.1523544,5.784481,5.2686162,4.2452474,3.4094748,2.993938,3.3078935,4.1610498,8.5672979,8.1465826,8.0933313,8.1757193,7.2324085
Jordan,2012,6.7467933,2.6511707,2.5867844,2.3113923,5.4765806,7.2324085,8.1757193,2.8287666,3.0963304,2.391696,2.0037336,2.1157329,1.9402922
Kazakhstan,1994,.8337217,-12.6,-9.1999998,-5.3000002,-11,,,-8.1999998,.5,1.7,-1.9,2.7,9.8000002
Kazakhstan,1995,1.381928,-8.1999998,-12.6,-9.1999998,-5.3000002,-11,,.5,1.7,-1.9,2.7,9.8000002,13.5
Kenya,1978,.40720585,6.9124937,9.4537983,2.1539645,.88220316,4.0656176,5.8965802,7.6152263,5.5919762,3.7735443,1.5064783,1.3090502,1.755217
Kenya,1979,2.538152,7.6152263,6.9124937,9.4537983,2.1539645,.88220316,4.0656176,5.5919762,3.7735443,1.5064783,1.3090502,1.755217,4.3005619
Kenya,1980,4.3263025,5.5919762,7.6152263,6.9124937,9.4537983,2.1539645,.88220316,3.7735443,1.5064783,1.3090502,1.755217,4.3005619,7.1775556
Kenya,1982,2.6005592,1.5064783,3.7735443,5.5919762,7.6152263,6.9124937,9.4537983,1.3090502,1.755217,4.3005619,7.1775556,5.9371076,6.2031837
Kenya,1983,3.1457412,1.3090502,1.5064783,3.7735443,5.5919762,7.6152263,6.9124937,1.755217,4.3005619,7.1775556,5.9371076,6.2031837,4.6903486
Kenya,1985,1.4100413,4.3005619,1.755217,1.3090502,1.5064783,3.7735443,5.5919762,7.1775556,5.9371076,6.2031837,4.6903486,4.1920509,1.4383467
Kenya,2016,2.1372931,5.8789492,5.7185073,5.3571258,5.8786807,4.5632091,6.1082635,4.8625383,6.3197813,,,,
Kyrgyz Republic,1993,1.8649442,-15.459325,-13.888709,-7.8510656,5.7027965,2.7897511,13.20003,-20.085159,-5.4238219,7.0845022,9.9151678,2.1218355,3.6557896
Kyrgyz Republic,2008,2.0474164,8.4016161,8.5428753,3.1028986,-.17554823,7.0268598,7.0302963,2.8862946,-.47156686,5.9562745,-.2,10.9,4
St. Kitts and Nevis,2011,10.125057,1.8284353,-2.9366505,-3.3684778,6.4878554,-.051157672,2.9177012,-2.2280123,5.3836908,6.2848043,1.0337043,2.8263788,-1.9773419
"Korea, Rep.",1965,.2980296,,,,,,,11.983504,9.1169643,13.188539,14.54137,9.9973173,10.454693
"Korea, Rep.",1966,.30547705,11.983504,,,,,,9.1169643,13.188539,14.54137,9.9973173,10.454693,7.1507149
"Korea, Rep.",1967,.37077287,9.1169643,11.983504,,,,,13.188539,14.54137,9.9973173,10.454693,7.1507149,14.827555
"Korea, Rep.",1968,.40868935,13.188539,9.1169643,11.983504,,,,14.54137,9.9973173,10.454693,7.1507149,14.827555,9.4608736
"Korea, Rep.",1969,.32569283,14.54137,13.188539,9.1169643,11.983504,,,9.9973173,10.454693,7.1507149,14.827555,9.4608736,7.8635116
"Korea, Rep.",1970,.27780163,9.9973173,14.54137,13.188539,9.1169643,11.983504,,10.454693,7.1507149,14.827555,9.4608736,7.8635116,13.115159
"Korea, Rep.",1971,.25353581,10.454693,9.9973173,14.54137,13.188539,9.1169643,11.983504,7.1507149,14.827555,9.4608736,7.8635116,13.115159,12.277661
"Korea, Rep.",1972,.30041376,7.1507149,10.454693,9.9973173,14.54137,13.188539,9.1169643,14.827555,9.4608736,7.8635116,13.115159,12.277661,10.774491
"Korea, Rep.",1973,.17224985,14.827555,7.1507149,10.454693,9.9973173,14.54137,13.188539,9.4608736,7.8635116,13.115159,12.277661,10.774491,8.6256323
"Korea, Rep.",1974,.12346099,9.4608736,14.827555,7.1507149,10.454693,9.9973173,14.54137,7.8635116,13.115159,12.277661,10.774491,8.6256323,-1.7012765
"Korea, Rep.",1975,.11187848,7.8635116,9.4608736,14.827555,7.1507149,10.454693,9.9973173,13.115159,12.277661,10.774491,8.6256323,-1.7012765,7.180511
"Korea, Rep.",1977,.061022859,12.277661,13.115159,7.8635116,9.4608736,14.827555,7.1507149,10.774491,8.6256323,-1.7012765,7.180511,8.2650213,13.242064
"Korea, Rep.",1980,1.2818849,-1.7012765,8.6256323,10.774491,12.277661,13.115159,7.8635116,7.180511,8.2650213,13.242064,10.442911,7.7496462,11.224087
"Korea, Rep.",1981,.93778384,7.180511,-1.7012765,8.6256323,10.774491,12.277661,13.115159,8.2650213,13.242064,10.442911,7.7496462,11.224087,12.467266
"Korea, Rep.",1983,.70727503,13.242064,8.2650213,7.180511,-1.7012765,8.6256323,10.774491,10.442911,7.7496462,11.224087,12.467266,11.904718,7.0297098
"Korea, Rep.",1985,.28351948,7.7496462,10.442911,13.242064,8.2650213,7.180511,-1.7012765,11.224087,12.467266,11.904718,7.0297098,9.8112297,10.353951
"Korea, Rep.",1997,6.2815123,5.9221854,7.5945091,9.5706043,9.2061415,6.8467441,6.1755056,-5.4712191,11.308621,8.9244261,4.5253067,7.4324336,2.933218
Lao PDR,1980,,,,,,,,,,,,5.0699639,4.8851333
Liberia,1965,,,,,,,,,,,,,
Liberia,1966,,,,,,,,,,,,,
Liberia,1967,,,,,,,,,,,,,
Liberia,1968,,,,,,,,,,,,,
Liberia,1969,,,,,,,,,,,,,
Liberia,1970,,,,,,,,,,,,,
Liberia,1972,,,,,,,,,,,,,
Liberia,1973,,,,,,,,,,,,,
Liberia,1974,,,,,,,,,,,,,
Liberia,1976,,,,,,,,,,,,,
Liberia,1979,,,,,,,,,,,,,
Liberia,1980,,,,,,,,,,,,,
