Country,year,AmountAgreedPercentGDP,DWDI,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6
Liberia,1981,,,,,,,,,,,,,
Liberia,1982,,,,,,,,,,,,,
Liberia,1983,,,,,,,,,,,,,
Liberia,1984,,,,,,,,,,,,,
Sri Lanka,1965,1.7664522,,,,,,,5.0237894,6.4390244,5.8010941,7.7168198,3.8466299,1.3069054
Sri Lanka,1966,1.427372,5.0237894,,,,,,6.4390244,5.8010941,7.7168198,3.8466299,1.3069054,-.41047993
Sri Lanka,1968,1.0825248,5.8010941,6.4390244,5.0237894,,,,7.7168198,3.8466299,1.3069054,-.41047993,7.0573988,3.8458309
Sri Lanka,1969,.99209064,7.7168198,5.8010941,6.4390244,5.0237894,,,3.8466299,1.3069054,-.41047993,7.0573988,3.8458309,6.1262331
Sri Lanka,1971,1.0371423,1.3069054,3.8466299,7.7168198,5.8010941,6.4390244,5.0237894,-.41047993,7.0573988,3.8458309,6.1262331,3.3351066,5.1005902
Sri Lanka,1974,.82427937,3.8458309,7.0573988,-.41047993,1.3069054,3.8466299,7.7168198,6.1262331,3.3351066,5.1005902,5.6538367,6.4035568,5.8460264
Sri Lanka,1977,2.6453729,5.1005902,3.3351066,6.1262331,3.8458309,7.0573988,-.41047993,5.6538367,6.4035568,5.8460264,5.6995249,4.1414957,4.8139911
Sri Lanka,1983,2.0685284,4.8139911,4.1414957,5.6995249,5.8460264,6.4035568,5.6538367,5.0991464,4.9994063,4.355547,1.7256107,2.4726851,2.2993014
Sri Lanka,2001,1.616582,-1.5454081,6.0000334,4.3005404,4.6984229,6.4053998,3.7999673,3.9646757,5.940269,5.4450612,6.2417479,7.668292,6.7968259
Sri Lanka,2009,6.0576038,3.5389121,5.950088,6.7968259,7.668292,6.2417479,5.4450612,8.0159674,8.4047327,9.1445723,3.3957326,4.9607005,5.0076833
Lesotho,1994,1.3636395,5.9798732,3.5097666,6.9563651,6.9666071,6.0454731,5.7952442,3.2909386,5.5970359,3.7036035,1.5376556,.4760251,3.8755469
Lesotho,1995,1.085649,3.2909386,5.9798732,3.5097666,6.9563651,6.9666071,6.0454731,5.5970359,3.7036035,1.5376556,.4760251,3.8755469,3.5615821
Lesotho,1996,1.1001837,5.5970359,3.2909386,5.9798732,3.5097666,6.9563651,6.9666071,3.7036035,1.5376556,.4760251,3.8755469,3.5615821,.72383595
Lithuania,1992,,,,,,,,,,,5.1499591,8.2932291,7.4671755
Lithuania,1993,,,,,,,,,,5.1499591,8.2932291,7.4671755,-1.1346427
Lithuania,2000,.70628387,3.8316672,-1.1346427,7.4671755,8.2932291,5.1499591,,6.5244308,6.7607493,10.538565,6.5500832,7.7274079,7.4064441
Lithuania,2001,.89894551,6.5244308,3.8316672,-1.1346427,7.4671755,8.2932291,5.1499591,6.7607493,10.538565,6.5500832,7.7274079,7.4064441,11.086954
Latvia,1992,,,,,,,,,,-1.7987884,2.5460558,8.9392481,6.3651638
Latvia,1993,,,,,,,,,-1.7987884,2.5460558,8.9392481,6.3651638,2.8277936
Latvia,1995,.71941,-1.7987884,,,,,,2.5460558,8.9392481,6.3651638,2.8277936,5.5951982,6.3190618
Latvia,1996,.7295205,2.5460558,-1.7987884,,,,,8.9392481,6.3651638,2.8277936,5.5951982,6.3190618,7.1159673
Latvia,1997,.69584435,8.9392481,2.5460558,-1.7987884,,,,6.3651638,2.8277936,5.5951982,6.3190618,7.1159673,8.4363842
Latvia,1999,.59896916,2.8277936,6.3651638,8.9392481,2.5460558,-1.7987884,,5.5951982,6.3190618,7.1159673,8.4363842,8.3413591,10.743382
Latvia,2001,.50310177,6.3190618,5.5951982,2.8277936,6.3651638,8.9392481,2.5460558,7.1159673,8.4363842,8.3413591,10.743382,11.888097,10.010852
Latvia,2008,6.7545753,-3.3463671,10.010852,11.888097,10.743382,8.3413591,8.4363842,-14.238147,-4.4734411,6.2851186,4.1342316,2.3280044,1.9151903
Morocco,1965,1.5262902,,,,,,,,10.028841,9.8917389,8.3621655,4.7134604,5.5968938
Morocco,1966,1.7382866,,,,,,,10.028841,9.8917389,8.3621655,4.7134604,5.5968938,2.4372373
Morocco,1967,1.6413143,10.028841,,,,,,9.8917389,8.3621655,4.7134604,5.5968938,2.4372373,3.5593109
Morocco,1968,.82533073,9.8917389,10.028841,,,,,8.3621655,4.7134604,5.5968938,2.4372373,3.5593109,5.5960498
Morocco,1969,.68462849,8.3621655,9.8917389,10.028841,,,,4.7134604,5.5968938,2.4372373,3.5593109,5.5960498,7.5582213
Morocco,1971,.69065964,5.5968938,4.7134604,8.3621655,9.8917389,10.028841,,2.4372373,3.5593109,5.5960498,7.5582213,10.812781,6.0591679
Morocco,1982,1.7550076,8.9573717,-1.7434349,3.6421647,4.793787,2.2326634,6.0591679,1.3865696,6.4183865,6.0076523,9.2711058,-.32500407,11.875236
Morocco,1983,1.9733565,1.3865696,8.9573717,-1.7434349,3.6421647,4.793787,2.2326634,6.4183865,6.0076523,9.2711058,-.32500407,11.875236,2.8462026
Morocco,1985,1.3545669,6.0076523,6.4183865,1.3865696,8.9573717,-1.7434349,3.6421647,9.2711058,-.32500407,11.875236,2.8462026,3.4118123,7.2160883
Morocco,1986,1.3864163,9.2711058,6.0076523,6.4183865,1.3865696,8.9573717,-1.7434349,-.32500407,11.875236,2.8462026,3.4118123,7.2160883,-2.0977387
Morocco,1988,1.0979133,11.875236,-.32500407,9.2711058,6.0076523,6.4183865,1.3865696,2.8462026,3.4118123,7.2160883,-2.0977387,-.7405917,10.588
Morocco,1990,.44955131,3.4118123,2.8462026,11.875236,-.32500407,9.2711058,6.0076523,7.2160883,-2.0977387,-.7405917,10.588,-5.405448,12.372876
Morocco,1992,.38427174,-2.0977387,7.2160883,3.4118123,2.8462026,11.875236,-.32500407,-.7405917,10.588,-5.405448,12.372876,-1.5607023,7.2385526
Morocco,2012,6.4178367,3.0099614,5.2456975,3.8157179,4.2437572,5.9232779,3.531594,4.5354242,2.6694939,4.5363784,1.0598564,4.2348499,2.9902141
Morocco,2014,4.4650593,2.6694939,4.5354242,3.0099614,5.2456975,3.8157179,4.2437572,4.5363784,1.0598564,4.2348499,2.9902141,,
Moldova,1993,,,,,,,,,,-5.8770604,1.6470644,-6.542192,-3.3682544
Moldova,1995,5.0625486,,,,,,,-5.8770604,1.6470644,-6.542192,-3.3682544,2.1077161,6.1000004
Madagascar,1977,.46647829,2.3640003,-3.0688584,1.2586917,2.0068793,-2.6184783,-1.2726215,-2.6618059,9.8546505,.80577081,-9.6987886,-1.8101941,.90210634
Madagascar,1980,2.075228,.80577081,9.8546505,-2.6618059,2.3640003,-3.0688584,1.2586917,-9.6987886,-1.8101941,.90210634,1.7046789,1.1558771,1.9591057
Madagascar,1981,3.5753276,-9.6987886,.80577081,9.8546505,-2.6618059,2.3640003,-3.0688584,-1.8101941,.90210634,1.7046789,1.1558771,1.9591057,1.1780856
Madagascar,1982,1.5967437,-1.8101941,-9.6987886,.80577081,9.8546505,-2.6618059,2.3640003,.90210634,1.7046789,1.1558771,1.9591057,1.1780856,3.4034171
Madagascar,1984,1.1507229,1.7046789,.90210634,-1.8101941,-9.6987886,.80577081,9.8546505,1.1558771,1.9591057,1.1780856,3.4034171,4.0788927,3.1300294
Madagascar,1985,1.0480592,1.1558771,1.7046789,.90210634,-1.8101941,-9.6987886,.80577081,1.9591057,1.1780856,3.4034171,4.0788927,3.1300294,-6.3095345
Madagascar,1986,1.080162,1.9591057,1.1558771,1.7046789,.90210634,-1.8101941,-9.6987886,1.1780856,3.4034171,4.0788927,3.1300294,-6.3095345,1.1861523
Madagascar,1988,.73179102,3.4034171,1.1780856,1.9591057,1.1558771,1.7046789,.90210634,4.0788927,3.1300294,-6.3095345,1.1861523,2.0965598,-.071608253
Maldives,2009,3.7715364,-7.2288413,9.4853325,7.7138672,26.111494,-13.129053,6.0337539,7.2651291,8.5667334,2.5173841,7.281074,7.3296261,2.8845484
Mexico,1986,1.2206784,-3.0789554,2.1876931,3.410814,-3.4864218,-.52080804,8.5256071,1.7224393,1.2832609,4.1055093,5.1757684,4.2147551,3.5411024
Mexico,1995,5.0852594,-6.2912307,4.9410806,1.9411558,3.5411024,4.2147551,5.1757684,6.7732587,6.8468523,5.1639252,2.7535543,4.9424539,-.40439013
Mexico,1999,.70685655,2.7535543,5.1639252,6.8468523,6.7732587,-6.2912307,4.9410806,4.9424539,-.40439013,-.039844483,1.4463826,3.9205909,2.307807
Mexico,2009,5.3980374,-5.2857442,1.1435846,2.2914457,4.4950781,2.307807,3.9205909,5.1181183,3.663008,3.6423228,1.354092,2.8043401,3.2879915
Mexico,2010,4.5474119,5.1181183,-5.2857442,1.1435846,2.2914457,4.4950781,2.307807,3.663008,3.6423228,1.354092,2.8043401,3.2879915,2.9105465
Mexico,2011,6.3244205,3.663008,5.1181183,-5.2857442,1.1435846,2.2914457,4.4950781,3.6423228,1.354092,2.8043401,3.2879915,2.9105465,2.1180823
Mexico,2012,6.0309033,3.6423228,3.663008,5.1181183,-5.2857442,1.1435846,2.2914457,1.354092,2.8043401,3.2879915,2.9105465,2.1180823,2.1359582
Mexico,2014,5.4658642,2.8043401,1.354092,3.6423228,3.663008,5.1181183,-5.2857442,3.2879915,2.9105465,2.1180823,2.1359582,,
Mali,1967,2.3593936,,,,,,,3.7084103,.23099943,6.1369548,2.568996,5.8440166,-1.4551158
Mali,1968,1.4544525,3.7084103,,,,,,.23099943,6.1369548,2.568996,5.8440166,-1.4551158,-1.5288261
Mali,1969,.88257658,.23099943,3.7084103,,,,,6.1369548,2.568996,5.8440166,-1.4551158,-1.5288261,11.62505
Mali,1971,1.0493981,2.568996,6.1369548,.23099943,3.7084103,,,5.8440166,-1.4551158,-1.5288261,11.62505,13.623439,6.3486471
Mali,1982,2.5142722,-7.3784332,1.5088043,-4.32584,10.395678,-1.4634763,6.3486471,1.8208737,-.28701115,20.286634,2.692621,-.13916428,7.3897209
Mali,1983,3.3360727,1.8208737,-7.3784332,1.5088043,-4.32584,10.395678,-1.4634763,-.28701115,20.286634,2.692621,-.13916428,7.3897209,4.1773882
Mali,1985,1.6671902,20.286634,-.28701115,1.8208737,-7.3784332,1.5088043,-4.32584,2.692621,-.13916428,7.3897209,4.1773882,-2.5023952,11.745204
Myanmar,1969,,3.2917411,12.05934,-5.9252591,-4.8517785,,,4.9793305,4.1299624,2.4358413,-.96812475,5.3423758,4.152709
Myanmar,1973,,-.96812475,2.4358413,4.1299624,4.9793305,3.2917411,12.05934,5.3423758,4.152709,6.0803962,5.9522867,6.517817,5.2012773
Myanmar,1974,,5.3423758,-.96812475,2.4358413,4.1299624,4.9793305,3.2917411,4.152709,6.0803962,5.9522867,6.517817,5.2012773,7.9385381
Myanmar,1977,,5.9522867,6.0803962,4.152709,5.3423758,-.96812475,2.4358413,6.517817,5.2012773,7.9385381,6.3557544,5.6038766,4.3910928
Myanmar,1978,,6.517817,5.9522867,6.0803962,4.152709,5.3423758,-.96812475,5.2012773,7.9385381,6.3557544,5.6038766,4.3910928,4.9327278
Myanmar,1981,,6.3557544,7.9385381,5.2012773,6.517817,5.9522867,6.0803962,5.6038766,4.3910928,4.9327278,2.8510003,-1.0573487,-4.0056319
Mongolia,1991,1.293955,-8.6935444,-3.1844602,4.178196,5.1079721,3.4586484,9.3749943,-9.2564659,-3.1687915,2.1343827,6.3764267,2.2350938,3.8967135
Mongolia,2009,5.1536574,-1.2685989,8.9003677,10.248016,8.5562344,7.2536654,10.625406,6.3651619,17.290777,12.319819,11.648916,7.8852253,2.3798358
Mozambique,2009,1.6043158,6.3137951,7.2891321,7.7315822,9.7021065,6.6378689,7.9297509,6.4881496,7.4036727,7.2584391,6.9636073,7.3985128,6.723279
Mauritania,1977,1.0171421,-1.8785937,8.5461054,-5.1343746,12.162611,-4.5847569,-.73290789,-.50471383,4.79004,3.3712103,3.4502885,-2.3399241,3.735342
Mauritania,1980,5.4517889,3.3712103,4.79004,-.50471383,-1.8785937,8.5461054,-5.1343746,3.4502885,-2.3399241,3.735342,-3.2268643,2.9947605,5.7135792
Mauritania,1981,4.0671811,3.4502885,3.3712103,4.79004,-.50471383,-1.8785937,8.5461054,-2.3399241,3.735342,-3.2268643,2.9947605,5.7135792,1.9003842
Mauritania,1985,1.7833909,2.9947605,-3.2268643,3.735342,-2.3399241,3.4502885,3.3712103,5.7135792,1.9003842,1.7203979,4.7775855,-1.7713045,1.7880872
Mauritania,1987,1.4212443,1.9003842,5.7135792,2.9947605,-3.2268643,3.735342,-2.3399241,1.7203979,4.7775855,-1.7713045,1.7880872,1.8741257,5.8736372
Mauritius,1978,.98274934,3.830806,6.5476189,,,,,3.5165257,-10.061258,5.8823528,5.497076,.38379532,4.6983857
Mauritius,1979,7.7900629,3.5165257,3.830806,6.5476189,,,,-10.061258,5.8823528,5.497076,.38379532,4.6983857,6.9544754
Mauritius,1980,4.0249186,-10.061258,3.5165257,3.830806,6.5476189,,,5.8823528,5.497076,.38379532,4.6983857,6.9544754,9.742033
Mauritius,1981,3.0965481,5.8823528,-10.061258,3.5165257,3.830806,6.5476189,,5.497076,.38379532,4.6983857,6.9544754,9.742033,8.8910398
Mauritius,1983,4.8533888,.38379532,5.497076,5.8823528,-10.061258,3.5165257,3.830806,4.6983857,6.9544754,9.742033,8.8910398,6.7913465,4.4651484
Mauritius,1985,4.6232162,6.9544754,4.6983857,.38379532,5.497076,5.8823528,-10.061258,9.742033,8.8910398,6.7913465,4.4651484,7.1867366,4.4354463
Malawi,1979,3.2162499,4.3961539,9.7450676,4.9180312,4.9977312,6.0868239,7.1759634,.40674642,-5.2901192,2.5034537,3.718709,5.3603039,4.5709825
Malawi,1980,5.2449021,.40674642,4.3961539,9.7450676,4.9180312,4.9977312,6.0868239,-5.2901192,2.5034537,3.718709,5.3603039,4.5709825,-.21480252
Malawi,1982,2.058136,2.5034537,-5.2901192,.40674642,4.3961539,9.7450676,4.9180312,3.718709,5.3603039,4.5709825,-.21480252,1.6252391,3.1772914
Malawi,1994,1.8171815,-10.240182,9.6918402,-7.3329782,8.7302322,5.6922946,1.3446897,16.728817,7.3166814,3.7924192,3.8952537,3.0422781,1.5760778
Malawi,2008,1.5456744,7.6397367,9.6000004,4.6999998,3.2687259,5.4204979,5.7056394,8.3281107,6.8740654,4.8540549,1.8857995,5.1999998,5.6999998
Niger,1983,1.0671598,-4.7509432,1.6231022,.60891521,-2.2324448,7.146996,13.472612,-16.825356,7.7225437,6.3600268,.074556246,6.8991218,.93392915
Niger,1984,1.1223429,-16.825356,-4.7509432,1.6231022,.60891521,-2.2324448,7.146996,7.7225437,6.3600268,.074556246,6.8991218,.93392915,-1.2843554
Niger,1985,.95008248,7.7225437,-16.825356,-4.7509432,1.6231022,.60891521,-2.2324448,6.3600268,.074556246,6.8991218,.93392915,-1.2843554,2.5042033
Niger,1994,1.7031581,4.0045619,1.4494379,-6.5164447,2.5042033,-1.2843554,.93392915,2.6057558,3.4190931,2.7539656,10.422262,-.56875831,-1.4095093
Nigeria,1987,1.5956025,3.2001255,.060945269,5.9130273,-1.1156232,-10.924085,-6.8033886,7.3340254,1.9193813,11.776886,.3583526,4.6311932,-2.0351188
Nigeria,1989,1.3836139,1.9193813,7.3340254,3.2001255,.060945269,5.9130273,-1.1156232,11.776886,.3583526,4.6311932,-2.0351188,-1.8149245,-.072664768
Nigeria,1991,.88854742,.3583526,11.776886,1.9193813,7.3340254,3.2001255,.060945269,4.6311932,-2.0351188,-1.8149245,-.072664768,4.1959243,2.9370995
Nigeria,2000,1.4981195,5.0159349,.58412689,2.581254,2.9370995,4.1959243,-.072664768,5.9176846,15.329156,7.3471951,9.2505579,6.4385166,6.0594282
Nicaragua,1968,2.7302773,1.34296,6.9695139,3.3011365,,,,6.2377038,1.3538266,3.3047564,2.2207229,6.4170141,14.192425
Nicaragua,1969,2.005424,6.2377038,1.34296,6.9695139,3.3011365,,,1.3538266,3.3047564,2.2207229,6.4170141,14.192425,-.15324689
Nicaragua,1970,1.8027631,1.3538266,6.2377038,1.34296,6.9695139,3.3011365,,3.3047564,2.2207229,6.4170141,14.192425,-.15324689,5.2094545
Nicaragua,1972,1.3250333,2.2207229,3.3047564,1.3538266,6.2377038,1.34296,6.9695139,6.4170141,14.192425,-.15324689,5.2094545,8.3684807,-7.8388004
Nicaragua,1979,2.8751574,-26.478788,-7.8388004,8.3684807,5.2094545,-.15324689,14.192425,4.6117325,5.3632903,-.8163619,4.6132116,-1.5660939,-4.0818515
Nicaragua,1991,3.7548726,-.18928149,-.052499723,-1.7382163,-12.449822,-.70635295,-1.0173092,.38634661,-.39293602,3.3377261,5.9119081,6.3442683,3.966651
Nepal,1976,.35721374,4.3985362,1.4564707,6.3335905,-.47653627,3.1178005,-1.1953833,3.0169735,4.4057412,2.3688779,-2.3193941,8.3419743,3.7793746
Nepal,1985,.72277158,6.1449051,9.6811304,-2.9774058,3.7793746,8.3419743,-2.3193941,4.5656505,1.6956183,7.6968088,4.329648,4.6350365,6.3681502
New Zealand,1967,1.4593843,,,,,,,,,,3.7854583,5.1191077,7.8002787
Pakistan,1965,.6372444,,,,,,,5.7899518,5.4006128,7.2332211,5.5078998,11.353461,.46837255
Pakistan,1968,.92706031,7.2332211,5.4006128,5.7899518,,,,5.5078998,11.353461,.46837255,.81340641,7.0642638,3.5401917
Pakistan,1972,1.1662956,.81340641,.46837255,11.353461,5.5078998,7.2332211,5.4006128,7.0642638,3.5401917,4.2114158,5.1561894,3.9476984,8.0485334
Pakistan,1973,1.4136204,7.0642638,.81340641,.46837255,11.353461,5.5078998,7.2332211,3.5401917,4.2114158,5.1561894,3.9476984,8.0485334,3.7584355
Pakistan,1974,1.0281247,3.5401917,7.0642638,.81340641,.46837255,11.353461,5.5078998,4.2114158,5.1561894,3.9476984,8.0485334,3.7584355,10.215704
Pakistan,1977,.61748922,3.9476984,5.1561894,4.2114158,3.5401917,7.0642638,.81340641,8.0485334,3.7584355,10.215704,7.9207635,6.537487,6.7783785
Pakistan,1993,.71988761,1.7577477,7.7058978,5.0615678,4.4585867,4.9597688,7.6252789,3.7374156,4.9626093,4.8465815,1.0143961,2.5502343,3.6601326
Pakistan,1995,1.4075103,4.9626093,3.7374156,1.7577477,7.7058978,5.0615678,4.4585867,4.8465815,1.0143961,2.5502343,3.6601326,4.260088,1.982484
Pakistan,2000,.82921618,4.260088,3.6601326,2.5502343,1.0143961,4.8465815,4.9626093,1.982484,3.2244301,4.8463211,7.3685713,7.667304,6.1775422
Pakistan,2008,6.7225871,1.7014054,4.8328171,6.1775422,7.667304,7.3685713,4.8463211,2.8316586,1.6066886,2.7484059,3.5070333,4.3964567,4.6747079
Panama,1965,.82112855,,,,,,,7.5814018,8.5529308,6.9773889,8.4413891,6.9592261,9.6161375
Panama,1968,.26959237,6.9773889,8.5529308,7.5814018,,,,8.4413891,6.9592261,9.6161375,4.5828123,5.3643103,2.4483197
Panama,1969,.26201466,8.4413891,6.9773889,8.5529308,7.5814018,,,6.9592261,9.6161375,4.5828123,5.3643103,2.4483197,1.7409195
Panama,1970,.74018896,6.9592261,8.4413891,6.9773889,8.5529308,7.5814018,,9.6161375,4.5828123,5.3643103,2.4483197,1.7409195,1.6644614
Panama,1971,.92142624,9.6161375,6.9592261,8.4413891,6.9773889,8.5529308,7.5814018,4.5828123,5.3643103,2.4483197,1.7409195,1.6644614,1.0940259
Panama,1972,.58392423,4.5828123,9.6161375,6.9592261,8.4413891,6.9773889,8.5529308,5.3643103,2.4483197,1.7409195,1.6644614,1.0940259,9.7926435
Panama,1973,.56062388,5.3643103,4.5828123,9.6161375,6.9592261,8.4413891,6.9773889,2.4483197,1.7409195,1.6644614,1.0940259,9.7926435,4.514751
Panama,1974,.49461615,2.4483197,5.3643103,4.5828123,9.6161375,6.9592261,8.4413891,1.7409195,1.6644614,1.0940259,9.7926435,4.514751,13.084482
Panama,1975,.44870475,1.7409195,2.4483197,5.3643103,4.5828123,9.6161375,6.9592261,1.6644614,1.0940259,9.7926435,4.514751,13.084482,9.206809
Panama,1977,.47967023,1.0940259,1.6644614,1.7409195,2.4483197,5.3643103,4.5828123,9.7926435,4.514751,13.084482,9.206809,5.3484564,-4.4913645
Panama,1978,.96469736,9.7926435,1.0940259,1.6644614,1.7409195,2.4483197,5.3643103,4.514751,13.084482,9.206809,5.3484564,-4.4913645,2.7094738
Panama,1979,1.0462844,4.514751,9.7926435,1.0940259,1.6644614,1.7409195,2.4483197,13.084482,9.206809,5.3484564,-4.4913645,2.7094738,4.9422336
Panama,1980,2.5386977,13.084482,4.514751,9.7926435,1.0940259,1.6644614,1.7409195,9.206809,5.3484564,-4.4913645,2.7094738,4.9422336,3.5677881
Panama,1982,.56828982,5.3484564,9.206809,13.084482,4.514751,9.7926435,1.0940259,-4.4913645,2.7094738,4.9422336,3.5677881,-1.8090554,-13.379844
Panama,1983,2.7068911,-4.4913645,5.3484564,9.206809,13.084482,4.514751,9.7926435,2.7094738,4.9422336,3.5677881,-1.8090554,-13.379844,1.562247
Panama,1985,1.3969257,4.9422336,2.7094738,-4.4913645,5.3484564,9.206809,13.084482,3.5677881,-1.8090554,-13.379844,1.562247,8.0989933,9.4190054
Panama,1992,1.2988636,8.2016802,9.4190054,8.0989933,1.562247,-13.379844,-1.8090554,5.4557443,2.8501468,1.7516787,4.0797033,6.4609904,7.3415008
Panama,1995,1.3357737,1.7516787,2.8501468,5.4557443,8.2016802,9.4190054,8.0989933,4.0797033,6.4609904,7.3415008,3.9172065,2.7153742,.57427281
Panama,2000,.68595642,2.7153742,3.9172065,7.3415008,6.4609904,4.0797033,1.7516787,.57427281,2.2291493,4.2054958,7.5220795,7.1912794,8.6524658
Peru,1965,.58062333,,,,,,,8.2389202,3.8525643,.15223771,3.5144589,3.3659461,4.5905399
Peru,1966,.6133858,8.2389202,,,,,,3.8525643,.15223771,3.5144589,3.3659461,4.5905399,3.477535
Peru,1967,.68501389,3.8525643,8.2389202,,,,,.15223771,3.5144589,3.3659461,4.5905399,3.477535,6.2769346
Peru,1968,1.3075123,.15223771,3.8525643,8.2389202,,,,3.5144589,3.3659461,4.5905399,3.477535,6.2769346,9.3868351
Peru,1970,.47092235,3.3659461,3.5144589,.15223771,3.8525643,8.2389202,,4.5905399,3.477535,6.2769346,9.3868351,4.3008633,1.447111
Peru,1977,.71870202,.34906369,1.447111,4.3008633,9.3868351,6.2769346,3.477535,-2.642503,4.0907507,5.9433355,5.552042,-.22272344,-10.408086
Peru,1978,1.8435766,-2.642503,.34906369,1.447111,4.3008633,9.3868351,6.2769346,4.0907507,5.9433355,5.552042,-.22272344,-10.408086,3.6082866
Peru,1979,2.3067961,4.0907507,-2.642503,.34906369,1.447111,4.3008633,9.3868351,5.9433355,5.552042,-.22272344,-10.408086,3.6082866,2.061132
Peru,1984,1.4560083,3.6082866,-10.408086,-.22272344,5.552042,5.9433355,4.0907507,2.061132,9.4259624,9.7261467,-9.4412737,-12.312041,-4.9825635
Peru,2001,.31318167,.61789232,2.6943715,1.4949106,-.39153755,6.4768243,2.7989731,5.4535289,4.1650233,4.9582033,6.2850604,7.5288992,8.5183878
Peru,2002,.60277212,5.4535289,.61789232,2.6943715,1.4949106,-.39153755,6.4768243,4.1650233,4.9582033,6.2850604,7.5288992,8.5183878,9.1265678
Peru,2004,.63720429,4.9582033,4.1650233,5.4535289,.61789232,2.6943715,1.4949106,6.2850604,7.5288992,8.5183878,9.1265678,1.0958236,8.3324594
Peru,2007,.25821954,8.5183878,7.5288992,6.2850604,4.9582033,4.1650233,5.4535289,9.1265678,1.0958236,8.3324594,6.3271923,6.1397247,5.8525181
Philippines,1965,.69843036,,,,,,,4.4259944,5.3241501,4.9454179,4.6563587,3.7646048,5.4286313
Philippines,1966,.41905627,4.4259944,,,,,,5.3241501,4.9454179,4.6563587,3.7646048,5.4286313,5.4467912
Philippines,1967,.80773854,5.3241501,4.4259944,,,,,4.9454179,4.6563587,3.7646048,5.4286313,5.4467912,8.9206467
Philippines,1968,.36224234,4.9454179,5.3241501,4.4259944,,,,4.6563587,3.7646048,5.4286313,5.4467912,8.9206467,3.558115
Philippines,1970,.4112331,3.7646048,4.6563587,4.9454179,5.3241501,4.4259944,,5.4286313,5.4467912,8.9206467,3.558115,5.5647736,8.8066301
Philippines,1971,.60923874,5.4286313,3.7646048,4.6563587,4.9454179,5.3241501,4.4259944,5.4467912,8.9206467,3.558115,5.5647736,8.8066301,5.6020555
Philippines,1972,.60938537,5.4467912,5.4286313,3.7646048,4.6563587,4.9454179,5.3241501,8.9206467,3.558115,5.5647736,8.8066301,5.6020555,5.1721034
Philippines,1973,.53204924,8.9206467,5.4467912,5.4286313,3.7646048,4.6563587,4.9454179,3.558115,5.5647736,8.8066301,5.6020555,5.1721034,5.6396756
Philippines,1974,.33815879,3.558115,8.9206467,5.4467912,5.4286313,3.7646048,4.6563587,5.5647736,8.8066301,5.6020555,5.1721034,5.6396756,5.1489115
Philippines,1975,.23689532,5.5647736,3.558115,8.9206467,5.4467912,5.4286313,3.7646048,8.8066301,5.6020555,5.1721034,5.6396756,5.1489115,3.4232693
Philippines,1979,.49327207,5.6396756,5.1721034,5.6020555,8.8066301,5.5647736,3.558115,5.1489115,3.4232693,3.6193275,1.8746165,-7.3236828,-7.3066087
Philippines,1980,1.6444329,5.1489115,5.6396756,5.1721034,5.6020555,8.8066301,5.5647736,3.4232693,3.6193275,1.8746165,-7.3236828,-7.3066087,3.4167829
Philippines,1983,1.0138878,1.8746165,3.6193275,3.4232693,5.1489115,5.6396756,5.1721034,-7.3236828,-7.3066087,3.4167829,4.311635,6.7525444,6.2053113
Philippines,1984,2.0070405,-7.3236828,1.8746165,3.6193275,3.4232693,5.1489115,5.6396756,-7.3066087,3.4167829,4.311635,6.7525444,6.2053113,3.0369663
Philippines,1986,.77769864,3.4167829,-7.3066087,-7.3236828,1.8746165,3.6193275,3.4232693,4.311635,6.7525444,6.2053113,3.0369663,-.57833463,.33760303
Philippines,1991,1.0067394,-.57833463,3.0369663,6.2053113,6.7525444,4.311635,3.4167829,.33760303,2.1163073,4.3876233,4.6786923,5.8458734,5.1853623
Papua New Guinea,1990,1.1107746,-3.0121691,-1.4195799,2.9092405,2.7704949,4.6930571,4.0001903,9.5468979,13.849085,18.202286,5.9421091,-3.3124487,7.733696
Papua New Guinea,1991,.9522242,9.5468979,-3.0121691,-1.4195799,2.9092405,2.7704949,4.6930571,13.849085,18.202286,5.9421091,-3.3124487,7.733696,-3.9043896
Papua New Guinea,1995,2.3389773,-3.3124487,5.9421091,18.202286,13.849085,9.5468979,-3.0121691,7.733696,-3.9043896,-3.7691133,1.855554,-2.4948421,-.12128861
Papua New Guinea,2000,3.203526,-2.4948421,1.855554,-3.7691133,-3.9043896,7.733696,-3.3124487,-.12128861,-.15890053,2.1641026,2.7211757,6.3447957,5.4099441
Poland,1990,1.120725,,,,,,,-7.0155787,2.5149786,3.7383103,5.2928019,6.9518566,6.0565767
Poland,1993,.69201785,3.7383103,2.5149786,-7.0155787,,,,5.2928019,6.9518566,6.0565767,6.4593539,4.6147847,4.6420336
Poland,1994,.43065971,5.2928019,3.7383103,2.5149786,-7.0155787,,,6.9518566,6.0565767,6.4593539,4.6147847,4.6420336,4.5593123
Poland,2009,4.7968469,2.8202598,4.2496085,7.0348282,6.1796412,3.4936676,5.1356363,3.6069283,5.0172353,1.6079067,1.3918923,3.3184476,3.8390713
Poland,2010,4.3576117,3.6069283,2.8202598,4.2496085,7.0348282,6.1796412,3.4936676,5.0172353,1.6079067,1.3918923,3.3184476,3.8390713,3.0639081
