Country,year,IMFsizeGDP,DPWT,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6
Equatorial Guinea,1985,12.41286812698924,1.9665718,1.0071754,4.885149,2.175045,5.6089401,4.7267437,-3.8667202,7.2109699,5.1431656,-2.7977943,-2.4869442,.32186508
Greece,2010,13.57280978706199,-5.6344032,-4.3959618,-.33578873,3.2213211,5.4984093,.59738159,-9.5767975,-7.5806618,-3.2505035,.6518364,,
GRENADA     ,1979,.9031614640820745,5.8381081,5.2731991,5.5474758,8.6414814,2.9631615,6.2035561,-.44670105,.84867477,4.8079967,2.8841019,4.6738148,7.771492
GRENADA     ,1981,3.421874911044133,.84867477,-.44670105,5.8381081,5.2731991,5.5474758,8.6414814,4.8079967,2.8841019,4.6738148,7.771492,7.9269409,10.57086
Guatemala,1983,1.429172177158438,-2.5856972,-3.6135674,.66404343,3.6815643,4.6023369,4.8758507,.47168732,-.59080124,.13952255,3.4826279,3.818512,3.8668633
Guatemala,1988,1.031955611563594,3.818512,3.4826279,.13952255,-.59080124,.47168732,-2.5856972,3.8668633,3.0553818,3.592968,4.724884,3.853035,3.9539337
Guatemala,1992,.7714391651376958,4.724884,3.592968,3.0553818,3.8668633,3.818512,3.4826279,3.853035,3.9539337,4.8159599,2.9192924,4.2807579,4.8734665
Guatemala,2002,.5496542017018363,3.7938118,2.3048401,3.5449028,3.7747383,4.8734665,4.2807579,2.4992943,3.1033516,3.2081604,5.2400589,6.1133385,3.2284737
Guatemala,2003,.5695039207543661,2.4992943,3.7938118,2.3048401,3.5449028,3.7747383,4.8734665,3.1033516,3.2081604,5.2400589,6.1133385,3.2284737,.52480698
Guatemala,2009,2.619889814708108,.52480698,3.2284737,6.1133385,5.2400589,3.2081604,3.1033516,2.8289795,4.0776253,2.9267311,3.6307335,4.1619301,
GUYANA      ,1978,1.656853026621262,,,,,,,,,,,,
HONDURAS    ,1982,2.12571873457689,-1.4010429,2.5016785,.66623688,4.5589447,9.536171,9.8793983,-.92859268,4.2538643,4.1028976,.72011948,5.856514,4.5066833
HONDURAS    ,1990,1.040892919248693,.096797943,4.2349815,4.5066833,5.856514,.72011948,4.1028976,3.2002449,5.4718018,6.0437202,-1.3118744,3.9989471,3.5158157
HONDURAS    ,2008,.4339425181500212,4.1447639,6.0043335,6.3603401,5.8749199,6.0458183,4.4466972,-2.4619102,3.6633492,3.7637711,4.0458679,2.7531624,3.0385971
Croatia,1994,.5503179549924139,5.704689,-8.3661079,-12.457943,-23.684502,,,6.6104889,5.7076454,6.4339638,1.8447876,-.93994141,3.6982536
Croatia,2001,1.079231871367022,3.37677,3.6982536,-.93994141,1.8447876,6.4339638,5.7076454,5.1135063,5.4089546,4.0016174,4.0793419,4.6743393,5.0217628
Croatia,2003,.4539548348843387,5.4089546,5.1135063,3.37677,3.6982536,-.93994141,1.8447876,4.0016174,4.0793419,4.6743393,5.0217628,2.0325661,-7.6705933
Croatia,2004,.3698171770764615,4.0016174,5.4089546,5.1135063,3.37677,3.6982536,-.93994141,4.0793419,4.6743393,5.0217628,2.0325661,-7.6705933,-1.7158508
HAITI       ,1975,.59354386685239,1.1164665,5.6190491,4.6457291,.97236633,6.2790871,.65612793,8.1009865,.47674179,4.7537804,7.2857857,7.1279526,-2.9020309
HAITI       ,1976,.7350868119767341,8.1009865,1.1164665,5.6190491,4.6457291,.97236633,6.2790871,.47674179,4.7537804,7.2857857,7.1279526,-2.9020309,-3.6653519
HAITI       ,1982,2.150415979880917,-3.6653519,-2.9020309,7.1279526,7.2857857,4.7537804,.47674179,.93393326,.29630661,.58984756,-.51107407,-.75149536,3.1033516
HAITI       ,1983,3.306961018886719,.93393326,-3.6653519,-2.9020309,7.1279526,7.2857857,4.7537804,.29630661,.58984756,-.51107407,-.75149536,3.1033516,-2.9566765
HAITI       ,1989,3.548619585969377,-2.9566765,3.1033516,-.75149536,-.51107407,.58984756,.29630661,1.0327339,1.8647194,-5.4572105,-5.5840492,-12.719345,9.4326019
HAITI       ,1995,1.056753977321105,9.4326019,-12.719345,-5.5840492,-5.4572105,1.8647194,1.0327339,4.0593147,2.6665688,2.1601677,2.6765823,.8638382,-1.0482788
HAITI       ,2016,,,,2.7127266,4.1602135,2.8442383,5.3766251,,,,,,
Hungary,1982,2.183920077159502,2.8015137,2.8264046,.061798096,1.5138626,4.4881821,6.5244675,.72031021,2.6233673,-.25339127,1.523304,3.9712906,-.065231323
Hungary,1984,1.973332969962497,2.6233673,.72031021,2.8015137,2.8264046,.061798096,1.5138626,-.25339127,1.523304,3.9712906,-.065231323,.73366165,-3.5592079
Hungary,1988,1.205730022688704,-.065231323,3.9712906,1.523304,-.25339127,2.6233673,.72031021,.73366165,-3.5592079,-12.660789,-3.11203,-.57783127,2.9046059
Hungary,1990,.6610525716854001,-3.5592079,.73366165,-.065231323,3.9712906,1.523304,-.25339127,-12.660789,-3.11203,-.57783127,2.9046059,1.4784813,.043296814
Hungary,1993,1.167330470988882,-.57783127,-3.11203,-12.660789,-3.5592079,.73366165,-.065231323,2.9046059,1.4784813,.043296814,3.3676147,4.1235924,3.1927109
Hungary,1996,.8162766044127339,.043296814,1.4784813,2.9046059,-.57783127,-3.11203,-12.660789,3.3676147,4.1235924,3.1927109,4.1404724,3.7769318,4.3833733
Hungary,2008,10.31883662016782,.83589554,.42486191,3.735733,4.2624474,4.8197746,3.7717819,-6.784153,.74043274,1.7422676,-1.7033577,1.8721581,3.6064148
Indonesia,1997,4.315770567516695,4.592514,7.5274467,7.8997612,7.2692871,7.0025444,6.9717407,-14.071751,.78792572,4.80299,3.5786629,4.401207,4.6695709
INDIA,1991,.8618736181020276,.42247772,5.5064201,6.36549,9.4614983,4.6589851,4.754734,5.2785873,4.8360825,7.1982384,7.3675156,7.1340561,4.3807983
Iraq,2005,1.357059757646622,4.3065071,43.281364,-40.199089,-7.1497917,2.2791862,1.396656,9.6747398,1.3682365,6.3996315,5.6465149,5.3907394,9.7253799
Iraq,2007,.8449773020094458,1.3682365,9.6747398,4.3065071,43.281364,-40.199089,-7.1497917,6.3996315,5.6465149,5.3907394,9.7253799,11.881733,5.4368019
Iraq,2010,2.642528089016471,5.3907394,5.6465149,6.3996315,1.3682365,9.6747398,4.3065071,9.7253799,11.881733,5.4368019,-3.9751053,,
Iraq,2015,,,-3.9751053,5.4368019,11.881733,9.7253799,5.3907394,,,,,,
Iraq,2016,2.999211275749874,,,-3.9751053,5.4368019,11.881733,9.7253799,,,,,,
Iceland,2008,12.22409914987308,1.4679909,9.0689659,4.1202545,5.789566,7.8998566,2.7049065,-4.7943115,-3.6546707,1.9686699,1.1759758,3.8219452,1.8101692
Israel,1975,.2675071677903704,3.1913757,6.2750816,5.4369926,11.463642,10.391903,11.972427,.32196045,1.0299683,5.4062843,6.0227394,1.6566277,5.2022934
Israel,1976,.231050257379307,.32196045,3.1913757,6.2750816,5.4369926,11.463642,10.391903,1.0299683,5.4062843,6.0227394,1.6566277,5.2022934,2.0610809
Italy,1977,.2172280450675333,2.528286,6.8829536,-2.1122932,5.3542137,6.8834305,3.6239624,3.1887054,5.7884216,3.3724785,.84066391,.41275024,1.1624336
Jamaica,1977,2.320463751255155,-2.4075508,-6.6752434,-.30612946,-3.9635658,1.2677193,8.7576866,.54283142,-1.858902,-5.8973312,2.5267601,1.2187004,2.2601128
Jamaica,1984,2.960532557693428,-.85849762,2.2601128,1.2187004,2.5267601,-5.8973312,-1.858902,-4.7541618,1.6689301,7.4375153,2.8443336,6.6149712,5.3144455
Jamaica,1985,6.337765392160908,-4.7541618,-.85849762,2.2601128,1.2187004,2.5267601,-5.8973312,1.6689301,7.4375153,2.8443336,6.6149712,5.3144455,.87032318
Jamaica,1987,4.51307136614606,7.4375153,1.6689301,-4.7541618,-.85849762,2.2601128,1.2187004,2.8443336,6.6149712,5.3144455,.87032318,9.8313332,1.9483566
Jamaica,1988,3.46520741938617,2.8443336,7.4375153,1.6689301,-4.7541618,-.85849762,2.2601128,6.6149712,5.3144455,.87032318,9.8313332,1.9483566,.88796616
Jamaica,1990,2.501527383733691,5.3144455,6.6149712,2.8443336,7.4375153,1.6689301,-4.7541618,.87032318,9.8313332,1.9483566,.88796616,1.0240555,.31318665
Jamaica,1991,1.45716546309575,.87032318,5.3144455,6.6149712,2.8443336,7.4375153,1.6689301,9.8313332,1.9483566,.88796616,1.0240555,.31318665,-.989151
Jamaica,2010,9.578326836453018,-1.5001297,-4.5261383,-.72488785,1.4338493,2.8577805,.88977814,1.7086029,-.60539246,.54645538,.68531036,,
Jamaica,2016,11.51921407250393,,,.68531036,.54645538,-.60539246,1.7086029,,,,,,
Jordan,1989,1.854221416245187,-11.349964,1.4503479,2.2979736,5.357933,-2.7453423,4.2017937,-.27456284,1.5956879,13.412857,4.3828011,4.8664093,6.0025215
Jordan,1992,1.137045349444525,13.412857,1.5956879,-.27456284,-11.349964,1.4503479,2.2979736,4.3828011,4.8664093,6.0025215,2.0617485,3.2598495,2.9676437
Jordan,2002,1.20991606474848,5.622673,5.1357269,4.15802,3.3334732,2.9676437,3.2598495,4.0774345,8.2199097,7.8317642,7.7821732,7.8590393,6.9716454
Jordan,2012,6.766595184627454,2.6165962,2.5539398,2.285099,5.3429604,6.9716454,7.8590393,2.7894974,3.0493736,,,,
Kazakhstan,1994,1.550908647409504,-13.432503,-9.6925735,-5.4656982,-11.602783,,,-8.6032867,.46377182,1.7199516,-1.9060135,2.6507378,9.3905449
Kazakhstan,1995,1.662594046275353,-8.6032867,-13.432503,-9.6925735,-5.4656982,-11.602783,,.46377182,1.7199516,-1.9060135,2.6507378,9.3905449,12.704754
KENYA       ,1979,1.860925242989864,3.6870003,8.6097717,8.7808609,3.9476395,-.37288666,4.7860146,5.4408073,3.6957741,3.6209106,1.3563156,1.752758,4.1858673
KENYA       ,1980,3.049774371937488,5.4408073,3.6870003,8.6097717,8.7808609,3.9476395,-.37288666,3.6957741,3.6209106,1.3563156,1.752758,4.1858673,6.9221497
KENYA       ,1982,1.824728480147203,3.6209106,3.6957741,5.4408073,3.6870003,8.6097717,8.7808609,1.3563156,1.752758,4.1858673,6.9221497,5.7542801,6.0131073
KENYA       ,1983,2.17487468136134,1.3563156,3.6209106,3.6957741,5.4408073,3.6870003,8.6097717,1.752758,4.1858673,6.9221497,5.7542801,6.0131073,4.5881271
KENYA       ,1985,1.070036109469681,4.1858673,1.752758,1.3563156,3.6209106,3.6957741,5.4408073,6.9221497,5.7542801,6.0131073,4.5881271,4.1257858,1.3978004
KENYA       ,2009,.5746268994648861,3.2533646,.2322197,6.6263199,6.1338425,5.7440758,4.9776077,8.0657005,5.9321404,4.4542313,5.5315018,5.1959038,
KYRGYZ REP.,1993,5.599400408349601,-16.793728,-14.893913,-8.2772255,,,,-22.420883,-5.5764198,6.8448067,9.4539642,2.0996094,3.5905838
KYRGYZ REP.,2008,1.995990085766891,8.0673218,8.1974983,3.0557632,-.17566681,6.7908287,6.7941666,2.8453827,-.47273636,5.785656,-.088119507,10.015392,3.5396576
KYRGYZ REP.,2010,,-.47273636,2.8453827,8.0673218,8.1974983,3.0557632,-.17566681,5.785656,-.088119507,10.015392,3.5396576,,
St. Kitts and Nevis,2011,10.70290060009371,1.6808987,-3.2802582,-5.7610989,4.0457249,2.7929783,5.718565,-1.2332439,5.657053,6.667757,,,
Korea,1975,.1078713448058324,7.5695992,9.0396881,13.82618,6.9066048,9.9435806,8.0774307,12.323666,11.580467,10.232639,8.2736969,-1.7159462,6.9344521
Korea,1980,1.251515231012288,-1.7159462,8.2736969,10.232639,11.580467,12.323666,7.5695992,6.9344521,7.9411507,12.435818,9.9328041,7.4640274,10.637665
Korea,1981,.9256943864856645,6.9344521,-1.7159462,8.2736969,10.232639,11.580467,12.323666,7.9411507,12.435818,9.9328041,7.4640274,10.637665,11.749268
Korea,1983,.6927011160810199,12.435818,7.9411507,6.9344521,-1.7159462,8.2736969,10.232639,9.9328041,7.4640274,10.637665,11.749268,11.24773,6.7935944
Korea,1985,.3066748895068921,7.4640274,9.9328041,12.435818,7.9411507,6.9344521,-1.7159462,10.637665,11.749268,11.24773,6.7935944,9.3592644,9.852314
Korea,1997,3.750961618709626,5.7535172,7.3199272,9.1399193,8.8067055,6.6225052,5.9923172,-5.6265831,10.713577,8.5484505,4.4259071,7.1691513,2.8910637
"LAO, PDR",1980,1.777627228491405,9.5345497,-2.0184517,.99010468,-2.0145416,2.9130936,6.4583778,14.264297,6.8441391,4.5785904,6.9220543,4.9456596,4.7696114
LIBERIA,1979,0,4.6628475,5.5952072,.93827248,4.6944618,-3.9528847,3.3405781,-6.4933777,-3.9668083,1.739502,-3.5001278,-.5906105,-2.0404816
LIBERIA,1980,0,-6.4933777,4.6628475,5.5952072,.93827248,4.6944618,-3.9528847,-3.9668083,1.739502,-3.5001278,-.5906105,-2.0404816,-1.1863708
LIBERIA,1981,0,-3.9668083,-6.4933777,4.6628475,5.5952072,.93827248,4.6944618,1.739502,-3.5001278,-.5906105,-2.0404816,-1.1863708,1.7792702
LIBERIA,1982,0,1.739502,-3.9668083,-6.4933777,4.6628475,5.5952072,.93827248,-3.5001278,-.5906105,-2.0404816,-1.1863708,1.7792702,2.788353
LIBERIA,1983,0,-3.5001278,1.739502,-3.9668083,-6.4933777,4.6628475,5.5952072,-.5906105,-2.0404816,-1.1863708,1.7792702,2.788353,2.7499676
LIBERIA,1984,0,-.5906105,-3.5001278,1.739502,-3.9668083,-6.4933777,4.6628475,-2.0404816,-1.1863708,1.7792702,2.788353,2.7499676,-71.397972
SRI LANKA,1977,2.326324843896221,4.0226936,3.7171364,3.3390999,3.8748741,3.4661293,3.1206131,8.3118439,5.8904648,5.9782028,5.3993225,5.0557137,4.6432495
SRI LANKA,1983,1.718409994813937,4.6432495,5.0557137,5.3993225,5.9782028,5.8904648,8.3118439,4.9279213,4.8949242,4.1849136,1.6086578,2.7411461,1.954937
SRI LANKA,2001,1.350611539317216,-1.3789177,5.807209,4.1857719,4.6401024,6.2465668,3.6884308,3.9415359,5.7704926,5.3019524,6.0546875,7.3884964,6.5758705
SRI LANKA,2009,5.388050843466194,3.4777641,5.7797432,6.5758705,7.3884964,6.0546875,5.3019524,7.7108383,7.9236031,6.1483383,6.9983482,7.1086884,
LESOTHO     ,1994,1.306021654269826,4.9844265,3.3700466,7.1788311,2.4925232,5.9689045,5.6390285,2.0037174,5.7109356,3.5388947,2.0766258,2.9315948,5.0115585
LESOTHO     ,1995,1.013357356145003,2.0037174,4.9844265,3.3700466,7.1788311,2.4925232,5.9689045,5.7109356,3.5388947,2.0766258,2.9315948,5.0115585,4.142189
LESOTHO     ,1996,1.035683981964152,5.7109356,2.0037174,4.9844265,3.3700466,7.1788311,2.4925232,3.5388947,2.0766258,2.9315948,5.0115585,4.142189,.53100586
Lithuania,1992,0,-23.900604,-5.8430672,,,,,-17.705727,-10.276413,3.2370567,5.0217628,7.9672813,7.2014809
Lithuania,1993,0,-17.705727,-23.900604,-5.8430672,,,,-10.276413,3.2370567,5.0217628,7.9672813,7.2014809,-1.1411667
Lithuania,2000,.6977800144836266,3.7601471,-1.1411667,7.2014809,7.9672813,5.0217628,3.2370567,6.3203812,6.5420151,10.019398,6.3445091,7.443428,7.1450233
Lithuania,2001,.8874154026750887,6.3203812,3.7601471,-1.1411667,7.2014809,7.9672813,5.0217628,6.5420151,10.019398,6.3445091,7.443428,7.1450233,10.514259
Latvia,1992,4.456031079058585,-42.861366,-10.995483,,,,,-16.097546,.6439209,-.8140564,2.3267746,8.6112976,6.3286781
Latvia,1993,1.151793433984413,-16.097546,-42.861366,-10.995483,,,,.6439209,-.8140564,2.3267746,8.6112976,6.3286781,2.5876999
Latvia,1995,.7542479926707605,-.8140564,.6439209,-16.097546,-42.861366,-10.995483,,2.3267746,8.6112976,6.3286781,2.5876999,5.2600861,6.2573433
Latvia,1996,.7225954310483754,2.3267746,-.8140564,.6439209,-16.097546,-42.861366,-10.995483,8.6112976,6.3286781,2.5876999,5.2600861,6.2573433,6.8702698
Latvia,1997,.6821845213193742,8.6112976,2.3267746,-.8140564,.6439209,-16.097546,-42.861366,6.3286781,2.5876999,5.2600861,6.2573433,6.8702698,8.088398
Latvia,1999,.6011448112494225,2.5876999,6.3286781,8.6112976,2.3267746,-.8140564,.6439209,5.2600861,6.2573433,6.8702698,8.088398,8.0118179,10.166836
Latvia,2001,.4966137069917828,6.2573433,5.2600861,2.5876999,6.3286781,8.6112976,2.3267746,6.8702698,8.088398,8.0118179,10.166836,11.245537,9.4950676
Latvia,2008,6.553392389569776,-3.6639214,9.4950676,11.245537,10.166836,8.0118179,8.088398,-15.488911,-3.8535118,6.0261726,3.9271355,2.9768944,2.3317337
Morocco,1982,1.720927220337457,9.1846466,-2.8059006,4.1389465,4.6888351,2.2219658,5.8725357,-.55875778,4.2385101,6.1306,7.793045,-2.5162697,10.021782
Morocco,1983,1.927429422542238,-.55875778,9.1846466,-2.8059006,4.1389465,4.6888351,2.2219658,4.2385101,6.1306,7.793045,-2.5162697,10.021782,2.4521828
Morocco,1985,1.460335687389023,6.1306,4.2385101,-.55875778,9.1846466,-2.8059006,4.1389465,7.793045,-2.5162697,10.021782,2.4521828,3.8100243,6.7183495
Morocco,1986,1.416300480906,7.793045,6.1306,4.2385101,-.55875778,9.1846466,-2.8059006,-2.5162697,10.021782,2.4521828,3.8100243,6.7183495,-4.1153908
Morocco,1988,1.089130052012782,10.021782,-2.5162697,7.793045,6.1306,4.2385101,-.55875778,2.4521828,3.8100243,6.7183495,-4.1153908,-1.0176659,9.8560333
Morocco,1990,.4713923374018257,3.8100243,2.4521828,10.021782,-2.5162697,7.793045,6.1306,6.7183495,-4.1153908,-1.0176659,9.8560333,-6.8058968,11.526585
Morocco,1992,.375160594167369,-4.1153908,6.7183495,3.8100243,2.4521828,10.021782,-2.5162697,-1.0176659,9.8560333,-6.8058968,11.526585,-2.2530556,7.3946953
Morocco,2012,6.439793377422206,2.9655457,5.1127434,3.7446976,4.156208,5.7544708,2.6698112,4.6171188,2.3882866,,,,
Morocco,2014,4.257823877526162,2.3882866,4.6171188,2.9655457,5.1127434,3.7446976,4.156208,,,,,,
Morocco,2016,3.249023863230762,,,2.3882866,4.6171188,2.9655457,5.1127434,,,,,,
MOLDOVA,1993,6.401649433452389,-1.1759758,-34.31673,-19.216442,,,,-36.989307,-1.3848305,-6.056881,1.6337395,-6.7659378,-3.4262657
MOLDOVA,1995,6.033494712452631,-1.3848305,-36.989307,-1.1759758,-34.31673,-19.216442,,-6.056881,1.6337395,-6.7659378,-3.4262657,2.0857811,5.9602737
MADAGASCAR  ,1980,2.035406506425193,.8023262,9.3590736,-2.6583672,2.337265,-3.1172752,1.25103,-9.0418816,-1.845932,.80680847,1.6902924,1.1492729,1.940155
MADAGASCAR  ,1981,3.528927707331238,-9.0418816,.8023262,9.3590736,-2.6583672,2.337265,-3.1172752,-1.845932,.80680847,1.6902924,1.1492729,1.940155,1.1712074
MADAGASCAR  ,1982,1.595317949752163,-1.845932,-9.0418816,.8023262,9.3590736,-2.6583672,2.337265,.80680847,1.6902924,1.1492729,1.940155,1.1712074,3.3467293
MADAGASCAR  ,1984,1.100449406811766,1.6902924,.80680847,-1.845932,-9.0418816,.8023262,9.3590736,1.1492729,1.940155,1.1712074,3.3467293,3.9978981,3.0820847
MADAGASCAR  ,1985,1.133874822756354,1.1492729,1.6902924,.80680847,-1.845932,-9.0418816,.8023262,1.940155,1.1712074,3.3467293,3.9978981,3.0820847,-6.5174103
MADAGASCAR  ,1986,1.126182020871615,1.940155,1.1492729,1.6902924,.80680847,-1.845932,-9.0418816,1.1712074,3.3467293,3.9978981,3.0820847,-6.5174103,1.1792183
MADAGASCAR  ,1988,.7327784111595452,3.3467293,1.1712074,1.940155,1.1492729,1.6902924,.80680847,3.9978981,3.0820847,-6.5174103,1.1792183,2.0748138,-.071620941
MADAGASCAR  ,2014,,3.3791542,2.2382736,2.9825211,1.4149666,.41294098,-4.21772,,,,,,
MADAGASCAR  ,2015,,,3.3791542,2.2382736,2.9825211,1.4149666,.41294098,,,,,,
Mexico,1986,1.181727352040765,-3.8262367,2.7345657,3.5363197,-4.3909073,-.70953369,8.4285736,1.8387794,1.2376785,4.1126251,4.9440384,4.1355133,3.5643578
Mexico,1995,5.176877830724017,-6.3652992,4.3206215,1.9317627,3.5643578,4.1355133,4.9440384,5.02491,6.5525055,4.9078941,3.6880493,6.3828468,-.032806396
Mexico,1999,.7400666854954807,3.6880493,4.9078941,6.5525055,5.02491,-6.3652992,4.3206215,6.3828468,-.032806396,.7689476,1.3807297,4.1236877,3.0293465
Mexico,2009,5.522778697078818,-4.8598289,1.3705254,3.1739235,4.8563957,3.0293465,4.1236877,5.0683975,3.844738,3.959465,1.3853073,2.2062302,
Mexico,2010,4.619234757782214,5.0683975,-4.8598289,1.3705254,3.1739235,4.8563957,3.0293465,3.844738,3.959465,1.3853073,2.2062302,,
Mexico,2011,6.199360364568809,3.844738,5.0683975,-4.8598289,1.3705254,3.1739235,4.8563957,3.959465,1.3853073,2.2062302,,,
Mexico,2012,6.125391315682846,3.959465,3.844738,5.0683975,-4.8598289,1.3705254,3.1739235,1.3853073,2.2062302,,,,
Mexico,2014,5.276772938170886,2.2062302,1.3853073,3.959465,3.844738,5.0683975,-4.8598289,,,,,,
Mexico,2016,8.011213900898325,,,2.2062302,1.3853073,3.959465,3.844738,,,,,,
"Macedonia, FYR",1995,.7072247974542222,-1.1210442,-1.8592834,-1.2318611,-8.5078239,-3.1802177,,1.1779785,1.4298439,3.3233643,4.2474747,4.4490814,-3.1151772
"Macedonia, FYR",2003,.6008608297877747,2.1982193,1.4824867,-3.1151772,4.4490814,4.2474747,3.3233643,4.5685768,4.6154976,5.0093651,6.2726021,5.3274155,-.35924911
"Macedonia, FYR",2005,1.180396598682763,4.6154976,4.5685768,2.1982193,1.4824867,-3.1151772,4.4490814,5.0093651,6.2726021,5.3274155,-.35924911,3.3036232,2.3131371
MALI,1982,2.283193322248633,6.0441017,4.2207718,-4.4221878,9.8900795,-1.4742851,6.1552048,-5.3198814,.67815781,8.1569672,14.944744,-2.3851395,.24938583
MALI,1983,2.989750516732622,-5.3198814,6.0441017,4.2207718,-4.4221878,9.8900795,-1.4742851,.67815781,8.1569672,14.944744,-2.3851395,.24938583,7.2219849
MALI,1985,1.76079718573493,8.1569672,.67815781,-5.3198814,6.0441017,4.2207718,-4.4221878,14.944744,-2.3851395,.24938583,7.2219849,2.3814201,-.19626617
MALI,2013,1.13902582644156,1.6929626,.030136108,2.6871681,5.6521416,4.3661118,4.8591614,6.9476128,,,,,
Myanmar,1977,0,5.1118851,5.3664207,4.005909,2.974987,1.47295,.44240952,6.0341835,4.6068192,7.6083183,6.1099052,5.2803993,4.2608261
Myanmar,1978,0,6.0341835,5.1118851,5.3664207,4.005909,2.974987,1.47295,4.6068192,7.6083183,6.1099052,5.2803993,4.2608261,4.8150063
Myanmar,1981,0,6.1099052,7.6083183,4.6068192,6.0341835,5.1118851,5.3664207,5.2803993,4.2608261,4.8150063,2.8110504,-1.0629654,-4.0880203
MONGOLIA    ,1991,.976094039069426,-9.7026825,-2.5485992,4.0953636,4.9788475,3.4806252,9.0081215,-9.9794388,-3.0491829,2.2740364,6.1208725,2.3256302,3.9204597
MONGOLIA    ,2009,4.021201653157137,-1.2767792,8.5262299,9.7561836,8.2098007,7.0029259,10.097694,6.1709404,15.948582,11.618042,11.018944,7.4768066,
MOZAMBIQUE  ,2009,1.584066756216842,6.1578751,6.6501617,7.1632385,9.395504,8.3611488,7.5211525,6.4736366,6.8757057,6.9508553,6.8982124,6.9718361,
MOZAMBIQUE  ,2015,1.913638400944712,,6.9718361,6.8982124,6.9508553,6.8757057,6.4736366,,,,,,
MAURITANIA  ,1980,0,.69828033,9.5441818,-7.7739716,-.38328171,6.4587593,9.6489906,3.9072037,-7.948494,2.4587631,-2.1567345,3.2972336,5.6484222
MAURITANIA  ,1981,0,3.9072037,.69828033,9.5441818,-7.7739716,-.38328171,6.4587593,-7.948494,2.4587631,-2.1567345,3.2972336,5.6484222,2.2857666
MAURITANIA  ,1985,0,3.2972336,-2.1567345,2.4587631,-7.948494,3.9072037,.69828033,5.6484222,2.2857666,1.2109756,3.6250114,-1.044178,2.8189659
MAURITANIA  ,1986,0,5.6484222,3.2972336,-2.1567345,2.4587631,-7.948494,3.9072037,2.2857666,1.2109756,3.6250114,-1.044178,2.8189659,2.1621704
MAURITANIA  ,1987,0,2.2857666,5.6484222,3.2972336,-2.1567345,2.4587631,-7.948494,1.2109756,3.6250114,-1.044178,2.8189659,2.1621704,8.313942
Mauritius,1979,7.92051123300781,3.4561157,3.7592888,6.3421249,19.990921,1.25103,7.717514,-10.604191,5.715847,5.3513527,.38309097,4.6643257,6.6502571
Mauritius,1980,3.804770976410123,-10.604191,3.4561157,3.7592888,6.3421249,19.990921,1.25103,5.715847,5.3513527,.38309097,4.6643257,6.6502571,9.2962265
Mauritius,1981,3.132927672765225,5.715847,-10.604191,3.4561157,3.7592888,6.3421249,19.990921,5.3513527,.38309097,4.6643257,6.6502571,9.2962265,9.6793175
Mauritius,1983,4.579093219388936,.38309097,5.3513527,5.715847,-10.604191,3.4561157,3.7592888,4.6643257,6.6502571,9.2962265,9.6793175,6.5542221,4.4595718
Mauritius,1985,5.074567468527062,6.6502571,4.6643257,.38309097,5.3513527,5.715847,-10.604191,9.2962265,9.6793175,6.5542221,4.4595718,6.9060326,4.044342
MALAWI,1979,1.964858316706537,3.272438,7.9874992,4.2464256,6.0386658,5.3807259,7.178688,8.9582443,-11.439228,1.4327049,4.1285515,3.8433075,4.5994759
MALAWI,1980,2.96392939803782,8.9582443,3.272438,7.9874992,4.2464256,6.0386658,5.3807259,-11.439228,1.4327049,4.1285515,3.8433075,4.5994759,2.0123482
MALAWI,1982,1.185921740877777,1.4327049,-11.439228,8.9582443,3.272438,7.9874992,4.2464256,4.1285515,3.8433075,4.5994759,2.0123482,-.99534988,3.2356262
MALAWI,1988,3.896359703816605,3.2356262,-.99534988,2.0123482,4.5994759,3.8433075,4.1285515,3.98283,4.6607018,7.511425,-8.2492828,10.228062,-12.317181
MALAWI,1994,1.052445160540122,-12.317181,10.228062,-8.2492828,7.511425,4.6607018,3.98283,8.6380959,9.2328072,3.7222862,2.3304939,1.2351036,1.5637398
MALAWI,2008,1.506658646534694,7.9994202,7.3619843,9.1667175,4.5928955,3.2164574,5.5487633,6.6480637,4.7399521,-.60558319,6.0693741,0,6.2904358
NIGER       ,1983,1.045133721312898,-4.8674583,1.609993,.60710907,-2.2577286,6.9031715,12.639141,-18.422794,7.4388504,-1.8587112,-1.3875008,5.9185028,-.72689056
NIGER       ,1984,1.073465066666667,-18.422794,-4.8674583,1.609993,.60710907,-2.2577286,6.9031715,7.4388504,-1.8587112,-1.3875008,5.9185028,-.72689056,-.76828003
NIGER       ,1985,1.027980027006641,7.4388504,-18.422794,-4.8674583,1.609993,.60710907,-2.2577286,-1.8587112,-1.3875008,5.9185028,-.72689056,-.76828003,.36201477
NIGER       ,1994,1.737004515727619,2.6386261,.92601776,.20771027,.36201477,-.76828003,-.72689056,3.2317162,4.9639702,.49495697,11.966515,.98896027,-2.6175499
NIGERIA     ,1987,0,-.69589615,1.868248,10.737038,-1.3662338,-6.8547249,-1.7380714,7.3094368,6.9023132,10.757732,.011634827,2.596283,1.5450478
NIGERIA     ,1989,0,6.9023132,7.3094368,-.69589615,1.868248,10.737038,-1.3662338,10.757732,.011634827,2.596283,1.5450478,.78163147,2.1259308
